match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Yellow Cards,opponent 2nd half Yellow Cards
ligue-1-2016-2017-2017-01-18-Nantes-Caen,ligue-1,home,Nantes,Caen,18.01.2017,1,0,2016-2017,50%,50%,14,7,6,3,8,4,0,0,5,4,3,5,2,2,54%,46%,7,2,1,0,6,2,2,1,0,1,2,1,46%,54%,7,5,5,3,2,2,0,0,3,3,3,4,0,1
