match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Throw-in,opponent Match Throw-in,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Throw-in,opponent 2nd half Throw-in,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,1st half Goal Kicks,opponent 1st half Goal Kicks,2nd half Goal Kicks,opponent 2nd half Goal Kicks
laliga-2017-2018-2017-09-10-Celta Vigo-Alaves,laliga,home,Celta Vigo,Alaves,10.09.2017,1,0,2017-2018,67%,33%,20.0,5.0,3.0,3.0,10.0,2.0,7.0,0.0,19.0,22.0,9.0,4.0,4.0,2.0,20.0,14.0,3.0,2.0,17.0,17.0,4.0,4.0,122.0,74.0,79.0,37.0,69%,31%,14.0,3.0,2.0,3.0,7.0,0.0,5.0,0.0,8.0,8.0,6.0,2.0,2.0,0.0,3.0,1.0,6.0,8.0,1.0,0.0,69.0,26.0,43.0,14.0,65%,35%,6.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,11.0,14.0,3.0,2.0,2.0,2.0,20.0,14.0,0.0,1.0,11.0,9.0,53.0,48.0,36.0,23.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-10-Dep. La Coruna-Real Sociedad,laliga,home,Dep. La Coruna,Real Sociedad,10.09.2017,2,4,2017-2018,42%,58%,11.0,15.0,4.0,4.0,4.0,7.0,3.0,4.0,15.0,18.0,5.0,7.0,1.0,1.0,15.0,16.0,0.0,2.0,18.0,14.0,1.0,3.0,87.0,97.0,58.0,62.0,53%,47%,6.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,10.0,3.0,4.0,1.0,1.0,0.0,1.0,9.0,7.0,0.0,1.0,53.0,42.0,33.0,25.0,31%,69%,5.0,10.0,2.0,2.0,2.0,5.0,1.0,3.0,7.0,8.0,2.0,3.0,0.0,0.0,15.0,16.0,0.0,1.0,9.0,7.0,34.0,55.0,25.0,37.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-10-Villarreal-Betis,laliga,home,Villarreal,Betis,10.09.2017,3,1,2017-2018,48%,52%,14.0,8.0,7.0,3.0,5.0,1.0,2.0,4.0,11.0,11.0,4.0,3.0,2.0,1.0,25.0,9.0,2.0,4.0,9.0,9.0,3.0,0.0,89.0,89.0,74.0,56.0,58%,42%,9.0,3.0,4.0,1.0,4.0,0.0,1.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,3.0,2.0,0.0,46.0,33.0,47.0,19.0,38%,62%,5.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,0.0,25.0,9.0,2.0,1.0,5.0,6.0,43.0,56.0,27.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-11-Malaga-Las Palmas,laliga,home,Malaga,Las Palmas,11.09.2017,1,3,2017-2018,49%,51%,14.0,10.0,6.0,8.0,6.0,2.0,2.0,0.0,13.0,25.0,3.0,2.0,3.0,2.0,26.0,19.0,5.0,5.0,22.0,11.0,4.0,2.0,98.0,88.0,73.0,48.0,48%,52%,4.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,13.0,3.0,1.0,2.0,0.0,0.0,2.0,11.0,2.0,1.0,0.0,52.0,41.0,35.0,17.0,50%,50%,10.0,7.0,4.0,7.0,4.0,0.0,2.0,0.0,11.0,12.0,0.0,1.0,1.0,2.0,26.0,19.0,5.0,3.0,11.0,9.0,46.0,47.0,38.0,31.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-15-Eibar-Leganes,laliga,home,Eibar,Leganes,15.09.2017,1,0,2017-2018,57%,43%,10.0,5.0,4.0,2.0,4.0,1.0,2.0,2.0,26.0,18.0,8.0,1.0,5.0,5.0,28.0,41.0,2.0,3.0,15.0,20.0,2.0,5.0,77.0,74.0,77.0,47.0,55%,45%,4.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,12.0,9.0,2.0,1.0,2.0,4.0,2.0,1.0,7.0,6.0,1.0,2.0,32.0,38.0,36.0,25.0,59%,41%,6.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,14.0,9.0,6.0,0.0,3.0,1.0,28.0,41.0,0.0,2.0,8.0,14.0,45.0,36.0,41.0,22.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-16-Atl. Madrid-Malaga,laliga,home,Atl. Madrid,Malaga,16.09.2017,1,0,2017-2018,66%,34%,17.0,9.0,4.0,4.0,9.0,2.0,4.0,3.0,15.0,15.0,8.0,4.0,5.0,0.0,29.0,19.0,4.0,3.0,9.0,15.0,2.0,2.0,148.0,94.0,89.0,30.0,64%,36%,5.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,7.0,6.0,2.0,0.0,3.0,0.0,2.0,1.0,3.0,7.0,0.0,0.0,81.0,57.0,47.0,12.0,68%,32%,12.0,6.0,3.0,2.0,6.0,2.0,3.0,2.0,8.0,9.0,6.0,4.0,2.0,0.0,29.0,19.0,2.0,2.0,6.0,8.0,67.0,37.0,42.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-16-Betis-Dep. La Coruna,laliga,home,Betis,Dep. La Coruna,16.09.2017,2,1,2017-2018,62%,38%,17.0,12.0,7.0,3.0,5.0,5.0,5.0,4.0,23.0,14.0,6.0,4.0,1.0,4.0,19.0,16.0,2.0,5.0,13.0,19.0,2.0,3.0,116.0,86.0,93.0,61.0,61%,39%,10.0,5.0,4.0,2.0,4.0,2.0,2.0,1.0,14.0,6.0,2.0,1.0,0.0,2.0,1.0,3.0,6.0,12.0,0.0,1.0,61.0,44.0,43.0,26.0,63%,37%,7.0,7.0,3.0,1.0,1.0,3.0,3.0,3.0,9.0,8.0,4.0,3.0,1.0,2.0,19.0,16.0,1.0,2.0,7.0,7.0,55.0,42.0,50.0,35.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-16-Getafe-Barcelona,laliga,home,Getafe,Barcelona,16.09.2017,1,2,2017-2018,30%,70%,13.0,7.0,4.0,5.0,7.0,1.0,2.0,1.0,19.0,19.0,3.0,4.0,4.0,5.0,12.0,23.0,3.0,3.0,15.0,14.0,2.0,4.0,74.0,119.0,71.0,99.0,26%,74%,8.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,7.0,10.0,0.0,2.0,2.0,1.0,2.0,2.0,8.0,6.0,1.0,1.0,36.0,61.0,30.0,45.0,34%,66%,5.0,4.0,1.0,3.0,4.0,0.0,0.0,1.0,12.0,9.0,3.0,2.0,2.0,4.0,12.0,23.0,1.0,1.0,7.0,8.0,38.0,58.0,41.0,54.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-16-Levante-Valencia,laliga,home,Levante,Valencia,16.09.2017,1,1,2017-2018,46%,54%,9.0,13.0,2.0,5.0,2.0,6.0,5.0,2.0,16.0,23.0,1.0,3.0,2.0,6.0,27.0,20.0,4.0,1.0,21.0,11.0,2.0,1.0,75.0,94.0,50.0,59.0,52%,48%,6.0,5.0,2.0,3.0,2.0,2.0,2.0,0.0,7.0,9.0,1.0,0.0,1.0,2.0,2.0,1.0,8.0,5.0,2.0,1.0,38.0,47.0,26.0,24.0,40%,60%,3.0,8.0,0.0,2.0,0.0,4.0,3.0,2.0,9.0,14.0,0.0,3.0,1.0,4.0,27.0,20.0,2.0,0.0,13.0,6.0,37.0,47.0,24.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-17-Alaves-Villarreal,laliga,home,Alaves,Villarreal,17.09.2017,0,3,2017-2018,48%,52%,16.0,16.0,2.0,6.0,7.0,4.0,7.0,6.0,28.0,15.0,2.0,3.0,3.0,3.0,20.0,17.0,3.0,2.0,12.0,25.0,2.0,2.0,93.0,101.0,48.0,50.0,47%,53%,6.0,6.0,1.0,2.0,4.0,0.0,1.0,4.0,13.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,11.0,0.0,1.0,40.0,59.0,21.0,31.0,49%,51%,10.0,10.0,1.0,4.0,3.0,4.0,6.0,2.0,15.0,8.0,0.0,1.0,1.0,1.0,20.0,17.0,2.0,1.0,7.0,14.0,53.0,42.0,27.0,19.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-17-Girona-Sevilla,laliga,home,Girona,Sevilla,17.09.2017,0,1,2017-2018,45%,55%,14.0,13.0,0.0,8.0,9.0,3.0,5.0,2.0,20.0,14.0,8.0,1.0,0.0,3.0,23.0,22.0,7.0,0.0,14.0,19.0,2.0,5.0,91.0,79.0,62.0,40.0,43%,57%,4.0,3.0,0.0,1.0,3.0,2.0,1.0,0.0,11.0,7.0,4.0,0.0,0.0,1.0,1.0,0.0,7.0,10.0,1.0,2.0,48.0,42.0,23.0,13.0,47%,53%,10.0,10.0,0.0,7.0,6.0,1.0,4.0,2.0,9.0,7.0,4.0,1.0,0.0,2.0,23.0,22.0,6.0,0.0,7.0,9.0,43.0,37.0,39.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-17-Las Palmas-Ath Bilbao,laliga,home,Las Palmas,Ath Bilbao,17.09.2017,1,0,2017-2018,55%,45%,12.0,11.0,3.0,5.0,8.0,3.0,1.0,3.0,21.0,13.0,7.0,6.0,1.0,2.0,19.0,11.0,5.0,2.0,12.0,19.0,2.0,3.0,82.0,90.0,60.0,60.0,58%,42%,6.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,10.0,6.0,5.0,2.0,0.0,1.0,3.0,2.0,6.0,9.0,0.0,0.0,40.0,43.0,27.0,28.0,52%,48%,6.0,5.0,1.0,2.0,5.0,2.0,0.0,1.0,11.0,7.0,2.0,4.0,1.0,1.0,19.0,11.0,2.0,0.0,6.0,10.0,42.0,47.0,33.0,32.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-17-Real Sociedad-Real Madrid,laliga,home,Real Sociedad,Real Madrid,17.09.2017,1,3,2017-2018,50%,50%,10.0,18.0,5.0,6.0,5.0,7.0,0.0,5.0,18.0,10.0,4.0,6.0,0.0,3.0,14.0,21.0,3.0,4.0,12.0,15.0,3.0,2.0,95.0,117.0,54.0,71.0,42%,58%,3.0,10.0,2.0,2.0,1.0,5.0,0.0,3.0,9.0,5.0,1.0,4.0,0.0,2.0,0.0,1.0,5.0,7.0,3.0,1.0,43.0,59.0,16.0,41.0,58%,42%,7.0,8.0,3.0,4.0,4.0,2.0,0.0,2.0,9.0,5.0,3.0,2.0,0.0,1.0,14.0,21.0,3.0,3.0,7.0,8.0,52.0,58.0,38.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-18-Espanyol-Celta Vigo,laliga,home,Espanyol,Celta Vigo,18.09.2017,2,1,2017-2018,36%,64%,9.0,11.0,3.0,1.0,3.0,6.0,3.0,4.0,17.0,13.0,3.0,5.0,2.0,3.0,22.0,28.0,0.0,1.0,12.0,14.0,1.0,4.0,97.0,111.0,64.0,60.0,32%,68%,5.0,6.0,2.0,0.0,2.0,4.0,1.0,2.0,6.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,51.0,52.0,25.0,29.0,40%,60%,4.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,11.0,8.0,2.0,3.0,2.0,3.0,22.0,28.0,0.0,1.0,7.0,8.0,46.0,59.0,39.0,31.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-19-Barcelona-Eibar,laliga,home,Barcelona,Eibar,19.09.2017,6,1,2017-2018,61%,39%,11.0,13.0,10.0,4.0,1.0,6.0,0.0,3.0,10.0,6.0,7.0,7.0,2.0,2.0,24.0,15.0,3.0,4.0,4.0,9.0,0.0,2.0,88.0,84.0,61.0,68.0,58%,42%,4.0,6.0,4.0,2.0,0.0,2.0,0.0,2.0,5.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,42.0,45.0,29.0,33.0,64%,36%,7.0,7.0,6.0,2.0,1.0,4.0,0.0,1.0,5.0,3.0,2.0,4.0,1.0,1.0,24.0,15.0,1.0,2.0,2.0,4.0,46.0,39.0,32.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-19-Valencia-Malaga,laliga,home,Valencia,Malaga,19.09.2017,5,0,2017-2018,50%,50%,16.0,11.0,11.0,2.0,2.0,6.0,3.0,3.0,10.0,10.0,4.0,9.0,2.0,0.0,18.0,27.0,2.0,6.0,9.0,10.0,0.0,1.0,117.0,98.0,73.0,70.0,52%,48%,6.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,6.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,63.0,48.0,33.0,36.0,48%,52%,10.0,5.0,9.0,0.0,1.0,4.0,0.0,1.0,7.0,7.0,2.0,3.0,1.0,0.0,18.0,27.0,0.0,5.0,7.0,7.0,54.0,50.0,40.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-20-Ath Bilbao-Atl. Madrid,laliga,home,Ath Bilbao,Atl. Madrid,20.09.2017,1,2,2017-2018,56%,44%,12.0,16.0,7.0,9.0,5.0,5.0,0.0,2.0,13.0,15.0,6.0,0.0,3.0,2.0,23.0,19.0,7.0,6.0,12.0,12.0,0.0,2.0,107.0,85.0,87.0,62.0,54%,46%,5.0,6.0,4.0,4.0,1.0,1.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,0.0,2.0,55.0,44.0,42.0,33.0,58%,42%,7.0,10.0,3.0,5.0,4.0,4.0,0.0,1.0,7.0,8.0,6.0,0.0,3.0,2.0,23.0,19.0,3.0,2.0,5.0,5.0,52.0,41.0,45.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-20-Dep. La Coruna-Alaves,laliga,home,Dep. La Coruna,Alaves,20.09.2017,1,0,2017-2018,57%,43%,15.0,8.0,3.0,3.0,9.0,4.0,3.0,1.0,25.0,17.0,5.0,2.0,2.0,6.0,27.0,22.0,3.0,2.0,16.0,19.0,0.0,2.0,110.0,98.0,78.0,41.0,56%,44%,6.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,12.0,11.0,3.0,2.0,2.0,5.0,1.0,0.0,9.0,7.0,0.0,0.0,52.0,42.0,34.0,22.0,58%,42%,9.0,3.0,2.0,2.0,5.0,1.0,2.0,0.0,13.0,6.0,2.0,0.0,0.0,1.0,27.0,22.0,2.0,2.0,7.0,12.0,58.0,56.0,44.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-20-Leganes-Girona,laliga,home,Leganes,Girona,20.09.2017,0,0,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-20-Real Madrid-Betis,laliga,home,Real Madrid,Betis,20.09.2017,0,1,2017-2018,60%,40%,27.0,12.0,7.0,4.0,14.0,5.0,6.0,3.0,15.0,13.0,12.0,3.0,0.0,4.0,22.0,5.0,3.0,7.0,13.0,11.0,0.0,3.0,98.0,74.0,119.0,57.0,59%,41%,14.0,5.0,3.0,3.0,8.0,2.0,3.0,0.0,10.0,8.0,9.0,2.0,0.0,2.0,3.0,3.0,8.0,8.0,0.0,2.0,49.0,38.0,58.0,28.0,61%,39%,13.0,7.0,4.0,1.0,6.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,0.0,2.0,22.0,5.0,0.0,4.0,5.0,3.0,49.0,36.0,61.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-20-Sevilla-Las Palmas,laliga,home,Sevilla,Las Palmas,20.09.2017,1,0,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-21-Celta Vigo-Getafe,laliga,home,Celta Vigo,Getafe,21.09.2017,1,1,2017-2018,66%,34%,8.0,10.0,4.0,3.0,3.0,3.0,1.0,4.0,26.0,14.0,3.0,2.0,5.0,5.0,16.0,23.0,2.0,3.0,9.0,21.0,2.0,4.0,73.0,64.0,47.0,46.0,68%,32%,5.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,14.0,7.0,2.0,1.0,4.0,3.0,0.0,1.0,4.0,11.0,0.0,1.0,36.0,26.0,26.0,19.0,64%,36%,3.0,6.0,2.0,3.0,1.0,1.0,0.0,2.0,12.0,7.0,1.0,1.0,1.0,2.0,16.0,23.0,2.0,2.0,5.0,10.0,37.0,38.0,21.0,27.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-21-Levante-Real Sociedad,laliga,home,Levante,Real Sociedad,21.09.2017,3,0,2017-2018,32%,68%,13.0,13.0,9.0,3.0,3.0,9.0,1.0,1.0,15.0,14.0,3.0,6.0,1.0,5.0,23.0,16.0,3.0,6.0,13.0,11.0,2.0,2.0,87.0,114.0,62.0,98.0,38%,62%,7.0,6.0,6.0,0.0,1.0,6.0,0.0,0.0,5.0,9.0,2.0,2.0,1.0,2.0,0.0,5.0,8.0,3.0,2.0,1.0,51.0,51.0,36.0,40.0,26%,74%,6.0,7.0,3.0,3.0,2.0,3.0,1.0,1.0,10.0,5.0,1.0,4.0,0.0,3.0,23.0,16.0,3.0,1.0,5.0,8.0,36.0,63.0,26.0,58.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-21-Villarreal-Espanyol,laliga,home,Villarreal,Espanyol,21.09.2017,0,0,2017-2018,54%,46%,14.0,10.0,5.0,3.0,7.0,7.0,2.0,0.0,11.0,17.0,5.0,5.0,0.0,0.0,17.0,24.0,3.0,5.0,17.0,10.0,5.0,2.0,84.0,78.0,45.0,42.0,51%,49%,6.0,5.0,3.0,1.0,3.0,4.0,0.0,0.0,5.0,8.0,2.0,4.0,0.0,0.0,1.0,3.0,8.0,5.0,2.0,0.0,40.0,40.0,20.0,25.0,57%,43%,8.0,5.0,2.0,2.0,4.0,3.0,2.0,0.0,6.0,9.0,3.0,1.0,0.0,0.0,17.0,24.0,2.0,2.0,9.0,5.0,44.0,38.0,25.0,17.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-23-Alaves-Real Madrid,laliga,home,Alaves,Real Madrid,23.09.2017,1,2,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-23-Atl. Madrid-Sevilla,laliga,home,Atl. Madrid,Sevilla,23.09.2017,2,0,2017-2018,39%,61%,13.0,11.0,4.0,0.0,4.0,5.0,5.0,6.0,18.0,13.0,7.0,6.0,2.0,1.0,29.0,25.0,0.0,2.0,11.0,17.0,4.0,3.0,88.0,93.0,55.0,62.0,39%,61%,6.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,9.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,4.0,8.0,1.0,0.0,52.0,45.0,27.0,21.0,39%,61%,7.0,9.0,4.0,0.0,1.0,5.0,2.0,4.0,9.0,7.0,4.0,3.0,0.0,0.0,29.0,25.0,0.0,2.0,7.0,9.0,36.0,48.0,28.0,41.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-23-Girona-Barcelona,laliga,home,Girona,Barcelona,23.09.2017,0,3,2017-2018,40%,60%,13.0,9.0,2.0,5.0,8.0,4.0,3.0,0.0,20.0,24.0,9.0,3.0,4.0,14.0,15.0,19.0,3.0,2.0,21.0,5.0,3.0,0.0,76.0,98.0,72.0,74.0,33%,67%,3.0,7.0,1.0,4.0,1.0,3.0,1.0,0.0,11.0,12.0,1.0,3.0,2.0,7.0,3.0,1.0,11.0,3.0,2.0,0.0,39.0,52.0,30.0,50.0,47%,53%,10.0,2.0,1.0,1.0,7.0,1.0,2.0,0.0,9.0,12.0,8.0,0.0,2.0,7.0,15.0,19.0,0.0,1.0,10.0,2.0,37.0,46.0,42.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-23-Malaga-Ath Bilbao,laliga,home,Malaga,Ath Bilbao,23.09.2017,3,3,2017-2018,46%,54%,15.0,8.0,7.0,7.0,4.0,0.0,4.0,1.0,13.0,15.0,6.0,1.0,1.0,5.0,23.0,24.0,4.0,4.0,16.0,8.0,7.0,2.0,113.0,126.0,88.0,69.0,56%,44%,9.0,3.0,4.0,3.0,1.0,0.0,4.0,0.0,5.0,8.0,6.0,1.0,1.0,1.0,2.0,3.0,8.0,4.0,1.0,0.0,64.0,52.0,60.0,24.0,36%,64%,6.0,5.0,3.0,4.0,3.0,0.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,4.0,23.0,24.0,2.0,1.0,8.0,4.0,49.0,74.0,28.0,45.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2017-2018-2017-09-24-Eibar-Celta Vigo,laliga,home,Eibar,Celta Vigo,24.09.2017,0,4,2017-2018,49%,51%,9.0,10.0,0.0,6.0,4.0,2.0,5.0,2.0,9.0,17.0,4.0,4.0,4.0,3.0,0.0,0.0,2.0,0.0,14.0,5.0,2.0,1.0,129.0,94.0,87.0,58.0,53%,47%,5.0,6.0,0.0,4.0,3.0,2.0,2.0,0.0,3.0,9.0,2.0,1.0,1.0,2.0,1.0,0.0,8.0,1.0,2.0,1.0,63.0,45.0,35.0,33.0,45%,55%,4.0,4.0,0.0,2.0,1.0,0.0,3.0,2.0,6.0,8.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,4.0,66.0,49.0,52.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
