match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2019-2020-2019-08-23-Aston Villa-Everton,premier-league,home,Aston Villa,Everton,23.08.2019,2,0,2019-2020,35%,65%,7.0,12.0,3.0,1.0,2.0,7.0,2.0,4.0,19.0,18.0,0.0,6.0,8.0,1.0,1.0,1.0,10.0,18.0,2.0,3.0,301.0,539.0,219.0,435.0,11.0,16.0,97.0,134.0,39.0,72.0,36%,64%,5.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,7.0,8.0,0.0,2.0,3.0,1.0,0.0,0.0,5.0,6.0,158.0,267.0,122.0,219.0,8.0,7.0,46.0,63.0,20.0,34.0,34%,66%,2.0,7.0,2.0,1.0,0.0,5.0,0.0,1.0,12.0,10.0,0.0,4.0,5.0,0.0,1.0,1.0,5.0,12.0,1.0,3.0,143.0,272.0,97.0,216.0,3.0,9.0,51.0,71.0,19.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-24-Brighton-Southampton,premier-league,home,Brighton,Southampton,24.08.2019,0,2,2019-2020,51%,49%,12.0,12.0,3.0,4.0,6.0,5.0,3.0,3.0,10.0,11.0,8.0,5.0,1.0,0.0,2.0,3.0,9.0,10.0,1.0,3.0,392.0,391.0,295.0,292.0,17.0,19.0,65.0,100.0,48.0,34.0,50%,50%,4.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,5.0,5.0,2.0,1.0,0.0,1.0,1.0,4.0,2.0,192.0,205.0,151.0,157.0,8.0,11.0,38.0,62.0,24.0,26.0,52%,48%,8.0,10.0,2.0,3.0,5.0,4.0,1.0,3.0,6.0,6.0,3.0,3.0,0.0,0.0,1.0,2.0,5.0,8.0,1.0,2.0,200.0,186.0,144.0,135.0,9.0,8.0,27.0,38.0,24.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-24-Liverpool-Arsenal,premier-league,home,Liverpool,Arsenal,24.08.2019,3,1,2019-2020,53%,47%,25.0,9.0,5.0,3.0,6.0,4.0,14.0,2.0,9.0,9.0,6.0,4.0,1.0,5.0,2.0,2.0,8.0,5.0,1.0,1.0,553.0,516.0,474.0,447.0,24.0,16.0,152.0,81.0,110.0,32.0,63%,37%,15.0,5.0,2.0,2.0,5.0,2.0,8.0,1.0,5.0,1.0,6.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,306.0,187.0,266.0,152.0,15.0,9.0,96.0,27.0,73.0,8.0,43%,57%,10.0,4.0,3.0,1.0,1.0,2.0,6.0,1.0,4.0,8.0,0.0,4.0,1.0,3.0,0.0,1.0,7.0,2.0,1.0,1.0,247.0,329.0,208.0,295.0,9.0,7.0,56.0,54.0,37.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-24-Manchester Utd-Crystal Palace,premier-league,home,Manchester Utd,Crystal Palace,24.08.2019,1,2,2019-2020,71%,29%,22.0,5.0,3.0,3.0,13.0,1.0,6.0,1.0,17.0,8.0,8.0,1.0,0.0,0.0,1.0,2.0,8.0,18.0,2.0,4.0,562.0,231.0,481.0,141.0,7.0,25.0,110.0,60.0,57.0,19.0,66%,34%,9.0,3.0,0.0,2.0,6.0,0.0,3.0,1.0,9.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,266.0,137.0,234.0,97.0,4.0,11.0,58.0,45.0,32.0,12.0,76%,24%,13.0,2.0,3.0,1.0,7.0,1.0,3.0,0.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,9.0,2.0,2.0,296.0,94.0,247.0,44.0,3.0,14.0,52.0,15.0,25.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-24-Norwich-Chelsea,premier-league,home,Norwich,Chelsea,24.08.2019,2,3,2019-2020,47%,53%,6.0,23.0,5.0,8.0,1.0,5.0,0.0,10.0,9.0,10.0,1.0,8.0,0.0,0.0,5.0,3.0,9.0,9.0,1.0,1.0,481.0,543.0,391.0,457.0,17.0,25.0,102.0,129.0,29.0,65.0,48%,52%,4.0,10.0,4.0,4.0,0.0,1.0,0.0,5.0,3.0,5.0,0.0,4.0,0.0,0.0,2.0,2.0,5.0,3.0,272.0,283.0,230.0,246.0,8.0,11.0,51.0,59.0,13.0,32.0,46%,54%,2.0,13.0,1.0,4.0,1.0,4.0,0.0,5.0,6.0,5.0,1.0,4.0,0.0,0.0,3.0,1.0,4.0,6.0,0.0,0.0,209.0,260.0,161.0,211.0,9.0,14.0,51.0,70.0,16.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-24-Sheffield Utd-Leicester,premier-league,home,Sheffield Utd,Leicester,24.08.2019,1,2,2019-2020,49%,51%,8.0,10.0,3.0,2.0,3.0,4.0,2.0,4.0,11.0,12.0,7.0,4.0,1.0,5.0,0.0,2.0,11.0,6.0,1.0,0.0,421.0,452.0,316.0,358.0,15.0,13.0,100.0,68.0,71.0,35.0,42%,58%,3.0,8.0,1.0,1.0,2.0,4.0,0.0,3.0,5.0,5.0,3.0,1.0,0.0,3.0,0.0,1.0,5.0,2.0,196.0,275.0,140.0,225.0,8.0,6.0,59.0,46.0,35.0,16.0,56%,44%,5.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,6.0,7.0,4.0,3.0,1.0,2.0,0.0,1.0,6.0,4.0,1.0,0.0,225.0,177.0,176.0,133.0,7.0,7.0,41.0,22.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-24-Watford-West Ham,premier-league,home,Watford,West Ham,24.08.2019,1,3,2019-2020,55%,45%,23.0,16.0,3.0,10.0,10.0,4.0,10.0,2.0,13.0,12.0,8.0,7.0,1.0,2.0,7.0,2.0,12.0,11.0,1.0,1.0,465.0,386.0,390.0,306.0,19.0,16.0,87.0,73.0,59.0,35.0,51%,49%,13.0,8.0,1.0,4.0,5.0,3.0,7.0,1.0,5.0,6.0,6.0,4.0,1.0,1.0,3.0,0.0,6.0,4.0,214.0,216.0,177.0,174.0,10.0,5.0,43.0,42.0,38.0,20.0,60%,40%,10.0,8.0,2.0,6.0,5.0,1.0,3.0,1.0,8.0,6.0,2.0,3.0,0.0,1.0,4.0,2.0,6.0,7.0,1.0,1.0,251.0,170.0,213.0,132.0,9.0,11.0,44.0,31.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-25-Bournemouth-Manchester City,premier-league,home,Bournemouth,Manchester City,25.08.2019,1,3,2019-2020,26%,74%,10.0,19.0,7.0,5.0,2.0,4.0,1.0,10.0,16.0,9.0,4.0,5.0,2.0,4.0,2.0,6.0,7.0,13.0,1.0,3.0,249.0,728.0,179.0,648.0,10.0,15.0,78.0,121.0,32.0,47.0,30%,70%,5.0,11.0,4.0,3.0,1.0,3.0,0.0,5.0,7.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,5.0,144.0,347.0,103.0,300.0,4.0,12.0,37.0,64.0,14.0,20.0,22%,78%,5.0,8.0,3.0,2.0,1.0,1.0,1.0,5.0,9.0,4.0,3.0,2.0,0.0,1.0,1.0,3.0,4.0,8.0,1.0,1.0,105.0,381.0,76.0,348.0,6.0,3.0,41.0,57.0,18.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-25-Tottenham-Newcastle,premier-league,home,Tottenham,Newcastle,25.08.2019,0,1,2019-2020,80%,20%,17.0,8.0,2.0,3.0,8.0,2.0,7.0,3.0,9.0,11.0,6.0,6.0,1.0,4.0,2.0,2.0,10.0,5.0,2.0,2.0,760.0,194.0,689.0,140.0,9.0,16.0,173.0,55.0,104.0,26.0,77%,23%,3.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,393.0,118.0,356.0,93.0,4.0,12.0,95.0,27.0,44.0,16.0,83%,17%,14.0,4.0,1.0,1.0,6.0,1.0,7.0,2.0,7.0,5.0,3.0,3.0,0.0,3.0,1.0,1.0,5.0,4.0,1.0,2.0,367.0,76.0,333.0,47.0,5.0,4.0,78.0,28.0,60.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-25-Wolves-Burnley,premier-league,home,Wolves,Burnley,25.08.2019,1,1,2019-2020,65%,35%,17.0,13.0,2.0,4.0,8.0,6.0,7.0,3.0,11.0,10.0,4.0,3.0,1.0,1.0,3.0,1.0,9.0,11.0,0.0,2.0,583.0,307.0,463.0,204.0,9.0,11.0,145.0,95.0,60.0,40.0,59%,41%,6.0,9.0,0.0,4.0,3.0,3.0,3.0,2.0,7.0,4.0,3.0,2.0,0.0,1.0,3.0,0.0,4.0,6.0,285.0,182.0,221.0,130.0,4.0,4.0,59.0,51.0,19.0,22.0,71%,29%,11.0,4.0,2.0,0.0,5.0,3.0,4.0,1.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,2.0,298.0,125.0,242.0,74.0,5.0,7.0,86.0,44.0,41.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-31-Burnley-Liverpool,premier-league,home,Burnley,Liverpool,31.08.2019,0,3,2019-2020,37%,63%,7.0,15.0,2.0,7.0,4.0,2.0,1.0,6.0,17.0,15.0,6.0,4.0,5.0,1.0,4.0,2.0,10.0,16.0,0.0,0.0,318.0,568.0,189.0,419.0,15.0,10.0,86.0,129.0,37.0,49.0,36%,64%,3.0,7.0,1.0,4.0,2.0,1.0,0.0,2.0,7.0,7.0,5.0,1.0,3.0,0.0,2.0,1.0,4.0,7.0,161.0,263.0,99.0,194.0,8.0,3.0,38.0,70.0,19.0,25.0,38%,62%,4.0,8.0,1.0,3.0,2.0,1.0,1.0,4.0,10.0,8.0,1.0,3.0,2.0,1.0,2.0,1.0,6.0,9.0,0.0,0.0,157.0,305.0,90.0,225.0,7.0,7.0,48.0,59.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-31-Chelsea-Sheffield Utd,premier-league,home,Chelsea,Sheffield Utd,31.08.2019,2,2,2019-2020,62%,38%,13.0,8.0,5.0,2.0,5.0,5.0,3.0,1.0,11.0,9.0,3.0,4.0,2.0,0.0,0.0,3.0,6.0,11.0,0.0,1.0,719.0,429.0,621.0,336.0,16.0,15.0,121.0,120.0,42.0,29.0,63%,37%,9.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,382.0,212.0,343.0,170.0,5.0,5.0,63.0,50.0,17.0,13.0,61%,39%,4.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,7.0,5.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,337.0,217.0,278.0,166.0,11.0,10.0,58.0,70.0,25.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-31-Crystal Palace-Aston Villa,premier-league,home,Crystal Palace,Aston Villa,31.08.2019,1,0,2019-2020,53%,47%,22.0,10.0,5.0,2.0,10.0,3.0,7.0,5.0,15.0,17.0,13.0,2.0,2.0,0.0,2.0,4.0,15.0,16.0,2.0,6.0,407.0,379.0,322.0,297.0,14.0,15.0,92.0,97.0,68.0,38.0,51%,49%,8.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,10.0,9.0,5.0,0.0,1.0,0.0,1.0,3.0,8.0,10.0,194.0,196.0,167.0,170.0,7.0,6.0,42.0,43.0,29.0,17.0,55%,45%,14.0,7.0,2.0,1.0,6.0,2.0,6.0,4.0,5.0,8.0,8.0,2.0,1.0,0.0,1.0,1.0,7.0,6.0,2.0,2.0,213.0,183.0,155.0,127.0,7.0,9.0,50.0,54.0,39.0,21.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-31-Leicester-Bournemouth,premier-league,home,Leicester,Bournemouth,31.08.2019,3,1,2019-2020,55%,45%,13.0,8.0,5.0,2.0,5.0,2.0,3.0,4.0,12.0,11.0,4.0,5.0,2.0,1.0,1.0,2.0,9.0,11.0,1.0,3.0,542.0,432.0,435.0,333.0,22.0,13.0,125.0,122.0,56.0,56.0,52%,48%,7.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,8.0,7.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,8.0,241.0,213.0,188.0,175.0,11.0,4.0,62.0,63.0,27.0,31.0,58%,42%,6.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,301.0,219.0,247.0,158.0,11.0,9.0,63.0,59.0,29.0,25.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-31-Manchester City-Brighton,premier-league,home,Manchester City,Brighton,31.08.2019,4,0,2019-2020,54%,46%,15.0,6.0,6.0,2.0,8.0,1.0,1.0,3.0,9.0,12.0,8.0,1.0,1.0,3.0,2.0,2.0,10.0,6.0,1.0,1.0,598.0,523.0,530.0,439.0,15.0,17.0,115.0,63.0,54.0,46.0,51%,49%,8.0,3.0,4.0,1.0,4.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,271.0,264.0,232.0,223.0,10.0,13.0,66.0,30.0,32.0,21.0,57%,43%,7.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,6.0,8.0,3.0,1.0,1.0,3.0,1.0,0.0,7.0,3.0,0.0,1.0,327.0,259.0,298.0,216.0,5.0,4.0,49.0,33.0,22.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-31-Newcastle-Watford,premier-league,home,Newcastle,Watford,31.08.2019,1,1,2019-2020,49%,51%,13.0,13.0,5.0,3.0,3.0,5.0,5.0,5.0,12.0,12.0,6.0,5.0,6.0,0.0,2.0,4.0,5.0,11.0,2.0,3.0,468.0,498.0,357.0,386.0,15.0,14.0,127.0,109.0,56.0,35.0,50%,50%,5.0,6.0,1.0,1.0,0.0,2.0,4.0,3.0,6.0,9.0,2.0,3.0,3.0,0.0,0.0,0.0,5.0,5.0,251.0,248.0,194.0,191.0,5.0,8.0,63.0,58.0,27.0,9.0,48%,52%,8.0,7.0,4.0,2.0,3.0,3.0,1.0,2.0,6.0,3.0,4.0,2.0,3.0,0.0,2.0,4.0,0.0,6.0,0.0,1.0,217.0,250.0,163.0,195.0,10.0,6.0,64.0,51.0,29.0,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-31-Southampton-Manchester Utd,premier-league,home,Southampton,Manchester Utd,31.08.2019,1,1,2019-2020,42%,58%,10.0,21.0,2.0,8.0,5.0,9.0,3.0,4.0,8.0,17.0,2.0,3.0,0.0,1.0,7.0,1.0,17.0,7.0,3.0,2.0,375.0,537.0,276.0,425.0,23.0,19.0,107.0,135.0,55.0,68.0,45%,55%,5.0,9.0,0.0,4.0,3.0,4.0,2.0,1.0,4.0,7.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,4.0,211.0,258.0,162.0,196.0,11.0,10.0,67.0,61.0,37.0,22.0,39%,61%,5.0,12.0,2.0,4.0,2.0,5.0,1.0,3.0,4.0,10.0,2.0,2.0,0.0,1.0,4.0,1.0,11.0,3.0,2.0,1.0,164.0,279.0,114.0,229.0,12.0,9.0,40.0,74.0,18.0,46.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-08-31-West Ham-Norwich,premier-league,home,West Ham,Norwich,31.08.2019,2,0,2019-2020,49%,51%,18.0,8.0,8.0,3.0,7.0,3.0,3.0,2.0,13.0,18.0,8.0,2.0,2.0,3.0,3.0,6.0,16.0,10.0,2.0,1.0,474.0,500.0,391.0,417.0,28.0,14.0,144.0,99.0,59.0,45.0,46%,54%,4.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,7.0,11.0,3.0,0.0,1.0,1.0,1.0,0.0,10.0,6.0,215.0,256.0,172.0,223.0,15.0,7.0,69.0,49.0,21.0,19.0,52%,48%,14.0,5.0,7.0,2.0,5.0,1.0,2.0,2.0,6.0,7.0,5.0,2.0,1.0,2.0,2.0,6.0,6.0,4.0,2.0,1.0,259.0,244.0,219.0,194.0,13.0,7.0,75.0,50.0,38.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-09-01-Arsenal-Tottenham,premier-league,home,Arsenal,Tottenham,01.09.2019,2,2,2019-2020,55%,45%,26.0,13.0,8.0,9.0,10.0,3.0,8.0,1.0,21.0,13.0,11.0,6.0,3.0,1.0,7.0,6.0,13.0,19.0,3.0,5.0,453.0,388.0,382.0,302.0,24.0,14.0,135.0,69.0,70.0,29.0,51%,49%,9.0,8.0,3.0,7.0,4.0,1.0,2.0,0.0,11.0,5.0,5.0,2.0,1.0,1.0,5.0,2.0,5.0,9.0,207.0,209.0,167.0,168.0,13.0,7.0,70.0,37.0,25.0,11.0,59%,41%,17.0,5.0,5.0,2.0,6.0,2.0,6.0,1.0,10.0,8.0,6.0,4.0,2.0,0.0,2.0,4.0,8.0,10.0,3.0,3.0,246.0,179.0,215.0,134.0,11.0,7.0,65.0,32.0,45.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-09-01-Everton-Wolves,premier-league,home,Everton,Wolves,01.09.2019,3,2,2019-2020,59%,41%,15.0,8.0,6.0,5.0,3.0,1.0,6.0,2.0,14.0,13.0,7.0,7.0,1.0,2.0,3.0,3.0,12.0,12.0,1.0,6.0,451.0,320.0,360.0,212.0,23.0,19.0,140.0,78.0,58.0,42.0,61%,39%,6.0,6.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,9.0,2.0,5.0,1.0,1.0,3.0,1.0,8.0,3.0,225.0,143.0,186.0,93.0,7.0,7.0,62.0,41.0,20.0,24.0,57%,43%,9.0,2.0,3.0,1.0,2.0,0.0,4.0,1.0,10.0,4.0,5.0,2.0,0.0,1.0,0.0,2.0,4.0,9.0,1.0,4.0,226.0,177.0,174.0,119.0,16.0,12.0,78.0,37.0,38.0,18.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-09-14-Brighton-Burnley,premier-league,home,Brighton,Burnley,14.09.2019,1,1,2019-2020,63%,37%,14.0,7.0,5.0,1.0,7.0,6.0,2.0,0.0,10.0,15.0,3.0,6.0,2.0,2.0,0.0,4.0,13.0,7.0,0.0,2.0,493.0,281.0,373.0,180.0,23.0,17.0,116.0,89.0,64.0,41.0,55%,45%,5.0,4.0,2.0,0.0,2.0,4.0,1.0,0.0,5.0,8.0,1.0,4.0,1.0,1.0,0.0,2.0,7.0,4.0,268.0,142.0,210.0,91.0,11.0,10.0,59.0,47.0,29.0,25.0,71%,29%,9.0,3.0,3.0,1.0,5.0,2.0,1.0,0.0,5.0,7.0,2.0,2.0,1.0,1.0,0.0,2.0,6.0,3.0,0.0,1.0,225.0,139.0,163.0,89.0,12.0,7.0,57.0,42.0,35.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-09-14-Liverpool-Newcastle,premier-league,home,Liverpool,Newcastle,14.09.2019,3,1,2019-2020,76%,24%,21.0,8.0,9.0,1.0,9.0,4.0,3.0,3.0,13.0,7.0,10.0,1.0,2.0,8.0,0.0,6.0,5.0,4.0,0.0,0.0,840.0,276.0,760.0,198.0,13.0,19.0,184.0,77.0,92.0,19.0,80%,20%,10.0,2.0,3.0,1.0,6.0,1.0,1.0,0.0,6.0,3.0,5.0,0.0,0.0,4.0,0.0,1.0,3.0,1.0,427.0,107.0,389.0,67.0,8.0,11.0,103.0,30.0,46.0,3.0,72%,28%,11.0,6.0,6.0,0.0,3.0,3.0,2.0,3.0,7.0,4.0,5.0,1.0,2.0,4.0,0.0,5.0,2.0,3.0,0.0,0.0,413.0,169.0,371.0,131.0,5.0,8.0,81.0,47.0,46.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-09-14-Manchester Utd-Leicester,premier-league,home,Manchester Utd,Leicester,14.09.2019,1,0,2019-2020,42%,58%,10.0,9.0,5.0,3.0,5.0,4.0,0.0,2.0,15.0,14.0,3.0,9.0,0.0,2.0,3.0,4.0,14.0,14.0,1.0,2.0,335.0,446.0,251.0,354.0,18.0,30.0,117.0,104.0,43.0,60.0,46%,54%,3.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,6.0,8.0,2.0,5.0,0.0,0.0,3.0,1.0,8.0,7.0,168.0,194.0,132.0,152.0,7.0,13.0,63.0,43.0,21.0,22.0,38%,62%,7.0,5.0,3.0,0.0,4.0,3.0,0.0,2.0,9.0,6.0,1.0,4.0,0.0,2.0,0.0,3.0,6.0,7.0,1.0,2.0,167.0,252.0,119.0,202.0,11.0,17.0,54.0,61.0,22.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-09-14-Norwich-Manchester City,premier-league,home,Norwich,Manchester City,14.09.2019,3,2,2019-2020,31%,69%,7.0,25.0,3.0,8.0,3.0,6.0,1.0,11.0,7.0,9.0,3.0,16.0,1.0,0.0,6.0,0.0,8.0,7.0,3.0,1.0,314.0,666.0,233.0,590.0,16.0,15.0,51.0,180.0,21.0,129.0,31%,69%,4.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,2.0,168.0,378.0,132.0,344.0,8.0,10.0,30.0,81.0,7.0,58.0,31%,69%,3.0,18.0,1.0,6.0,2.0,3.0,0.0,9.0,5.0,4.0,0.0,13.0,0.0,0.0,5.0,0.0,4.0,5.0,2.0,1.0,146.0,288.0,101.0,246.0,8.0,5.0,21.0,99.0,14.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-09-14-Sheffield Utd-Southampton,premier-league,home,Sheffield Utd,Southampton,14.09.2019,0,1,2019-2020,49%,51%,17.0,11.0,4.0,7.0,8.0,3.0,5.0,1.0,8.0,13.0,12.0,6.0,3.0,1.0,6.0,4.0,10.0,7.0,1.0,1.0,412.0,457.0,308.0,354.0,21.0,18.0,98.0,102.0,72.0,40.0,51%,49%,9.0,6.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,6.0,6.0,2.0,1.0,0.0,3.0,3.0,6.0,3.0,223.0,222.0,171.0,174.0,13.0,9.0,50.0,48.0,34.0,16.0,47%,53%,8.0,5.0,1.0,4.0,4.0,1.0,3.0,0.0,5.0,7.0,6.0,4.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,189.0,235.0,137.0,180.0,8.0,9.0,48.0,54.0,38.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2019-2020-2019-09-14-Tottenham-Crystal Palace,premier-league,home,Tottenham,Crystal Palace,14.09.2019,4,0,2019-2020,64%,36%,13.0,11.0,5.0,6.0,7.0,2.0,1.0,3.0,12.0,21.0,4.0,3.0,1.0,0.0,6.0,1.0,19.0,11.0,4.0,3.0,639.0,358.0,561.0,276.0,14.0,15.0,139.0,85.0,53.0,30.0,65%,35%,8.0,4.0,4.0,2.0,4.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,0.0,0.0,2.0,0.0,8.0,6.0,310.0,166.0,270.0,119.0,7.0,6.0,66.0,44.0,27.0,12.0,63%,37%,5.0,7.0,1.0,4.0,3.0,1.0,1.0,2.0,5.0,13.0,3.0,1.0,1.0,0.0,4.0,1.0,11.0,5.0,3.0,3.0,329.0,192.0,291.0,157.0,7.0,9.0,73.0,41.0,26.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
