match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
laliga-2018-2019-2018-10-27-Ath Bilbao-Valencia,laliga,home,Ath Bilbao,Valencia,27.10.2018,0,0,2018-2019,53%,47%,13.0,11.0,2.0,3.0,8.0,4.0,3.0,4.0,27.0,25.0,5.0,2.0,0.0,5.0,3.0,2.0,25.0,22.0,2.0,5.0,401.0,368.0,306.0,271.0,12.0,14.0,139.0,78.0,51.0,19.0,54%,46%,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,18.0,12.0,1.0,0.0,0.0,4.0,1.0,1.0,12.0,14.0,204.0,178.0,161.0,135.0,8.0,8.0,68.0,30.0,27.0,4.0,52%,48%,9.0,7.0,1.0,2.0,6.0,2.0,2.0,3.0,9.0,13.0,4.0,2.0,0.0,1.0,2.0,1.0,13.0,8.0,1.0,2.0,197.0,190.0,145.0,136.0,4.0,6.0,71.0,48.0,24.0,15.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-10-27-Atl. Madrid-Real Sociedad,laliga,home,Atl. Madrid,Real Sociedad,27.10.2018,2,0,2018-2019,61%,39%,14.0,7.0,4.0,0.0,7.0,5.0,3.0,2.0,7.0,13.0,10.0,1.0,3.0,0.0,0.0,2.0,10.0,7.0,2.0,1.0,617.0,399.0,518.0,297.0,24.0,16.0,176.0,84.0,100.0,28.0,59%,41%,6.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,3.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,269.0,194.0,232.0,145.0,10.0,8.0,88.0,38.0,46.0,12.0,63%,37%,8.0,4.0,3.0,0.0,5.0,2.0,0.0,2.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0,2.0,8.0,4.0,2.0,0.0,348.0,205.0,286.0,152.0,14.0,8.0,88.0,46.0,54.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-10-27-Celta Vigo-Eibar,laliga,home,Celta Vigo,Eibar,27.10.2018,4,0,2018-2019,40%,60%,10.0,17.0,6.0,5.0,2.0,12.0,2.0,0.0,10.0,10.0,2.0,8.0,1.0,2.0,5.0,2.0,9.0,8.0,0.0,0.0,348.0,499.0,223.0,396.0,20.0,19.0,69.0,156.0,24.0,74.0,43%,57%,6.0,10.0,3.0,3.0,1.0,6.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,201.0,252.0,139.0,207.0,8.0,6.0,31.0,74.0,20.0,41.0,37%,63%,4.0,7.0,3.0,2.0,1.0,6.0,0.0,-1.0,6.0,6.0,0.0,6.0,0.0,1.0,2.0,1.0,6.0,5.0,0.0,0.0,147.0,247.0,84.0,189.0,12.0,13.0,38.0,82.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-10-27-Girona-Rayo Vallecano,laliga,home,Girona,Rayo Vallecano,27.10.2018,2,1,2018-2019,44%,56%,14.0,14.0,6.0,5.0,8.0,6.0,0.0,3.0,17.0,13.0,4.0,7.0,3.0,2.0,4.0,4.0,11.0,16.0,1.0,3.0,366.0,444.0,291.0,361.0,15.0,15.0,129.0,93.0,35.0,48.0,49%,51%,10.0,5.0,5.0,3.0,5.0,1.0,0.0,1.0,8.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,8.0,210.0,217.0,174.0,180.0,7.0,6.0,69.0,35.0,23.0,15.0,39%,61%,4.0,9.0,1.0,2.0,3.0,5.0,0.0,2.0,9.0,9.0,0.0,5.0,2.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,156.0,227.0,117.0,181.0,8.0,9.0,60.0,58.0,12.0,33.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-10-27-Levante-Leganes,laliga,home,Levante,Leganes,27.10.2018,2,0,2018-2019,43%,57%,9.0,21.0,4.0,6.0,3.0,12.0,2.0,3.0,16.0,12.0,3.0,2.0,0.0,2.0,6.0,2.0,12.0,14.0,2.0,2.0,378.0,503.0,273.0,414.0,16.0,24.0,98.0,137.0,39.0,59.0,49%,51%,4.0,7.0,2.0,4.0,2.0,2.0,0.0,1.0,9.0,6.0,0.0,1.0,0.0,2.0,4.0,1.0,6.0,7.0,234.0,237.0,186.0,192.0,5.0,12.0,55.0,65.0,17.0,22.0,37%,63%,5.0,14.0,2.0,2.0,1.0,10.0,2.0,2.0,7.0,6.0,3.0,1.0,0.0,0.0,2.0,1.0,6.0,7.0,2.0,2.0,144.0,266.0,87.0,222.0,11.0,12.0,43.0,72.0,22.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-10-28-Alaves-Villarreal,laliga,home,Alaves,Villarreal,28.10.2018,2,1,2018-2019,48%,52%,19.0,10.0,6.0,2.0,10.0,6.0,3.0,2.0,18.0,12.0,8.0,4.0,1.0,7.0,1.0,4.0,11.0,11.0,1.0,1.0,399.0,465.0,297.0,354.0,16.0,14.0,136.0,118.0,50.0,45.0,49%,51%,6.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,11.0,3.0,4.0,3.0,0.0,3.0,0.0,1.0,3.0,8.0,224.0,244.0,166.0,187.0,12.0,8.0,83.0,52.0,24.0,21.0,47%,53%,13.0,9.0,5.0,1.0,6.0,6.0,2.0,2.0,7.0,9.0,4.0,1.0,1.0,4.0,1.0,3.0,8.0,3.0,1.0,0.0,175.0,221.0,131.0,167.0,4.0,6.0,53.0,66.0,26.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-10-28-Barcelona-Real Madrid,laliga,home,Barcelona,Real Madrid,28.10.2018,5,1,2018-2019,53%,47%,13.0,15.0,8.0,4.0,3.0,9.0,2.0,2.0,17.0,20.0,4.0,2.0,2.0,4.0,3.0,3.0,17.0,14.0,2.0,2.0,534.0,465.0,466.0,394.0,13.0,19.0,108.0,106.0,65.0,39.0,62%,38%,5.0,5.0,3.0,3.0,1.0,2.0,1.0,0.0,12.0,11.0,1.0,0.0,0.0,2.0,3.0,1.0,10.0,11.0,326.0,200.0,288.0,164.0,5.0,10.0,69.0,34.0,33.0,8.0,44%,56%,8.0,10.0,5.0,1.0,2.0,7.0,1.0,2.0,5.0,9.0,3.0,2.0,2.0,2.0,0.0,2.0,7.0,3.0,1.0,1.0,208.0,265.0,178.0,230.0,8.0,9.0,39.0,72.0,32.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-10-28-Getafe-Betis,laliga,home,Getafe,Betis,28.10.2018,2,0,2018-2019,30%,70%,16.0,7.0,7.0,3.0,5.0,3.0,4.0,1.0,16.0,14.0,5.0,4.0,5.0,2.0,3.0,5.0,9.0,14.0,1.0,2.0,233.0,554.0,154.0,475.0,21.0,21.0,107.0,120.0,52.0,39.0,29%,71%,9.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,7.0,7.0,3.0,2.0,2.0,1.0,1.0,2.0,5.0,6.0,119.0,312.0,80.0,271.0,9.0,7.0,54.0,65.0,23.0,15.0,31%,69%,7.0,5.0,5.0,2.0,2.0,2.0,0.0,1.0,9.0,7.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,8.0,0.0,2.0,114.0,242.0,74.0,204.0,12.0,14.0,53.0,55.0,29.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-10-28-Sevilla-Huesca,laliga,home,Sevilla,Huesca,28.10.2018,2,1,2018-2019,62%,38%,14.0,11.0,4.0,2.0,7.0,6.0,3.0,3.0,19.0,11.0,4.0,2.0,2.0,5.0,1.0,2.0,9.0,14.0,2.0,3.0,566.0,340.0,467.0,248.0,16.0,15.0,124.0,89.0,51.0,34.0,61%,39%,6.0,4.0,1.0,1.0,3.0,3.0,2.0,0.0,11.0,9.0,2.0,0.0,2.0,1.0,1.0,1.0,7.0,10.0,259.0,166.0,217.0,118.0,7.0,10.0,59.0,41.0,21.0,11.0,63%,37%,8.0,7.0,3.0,1.0,4.0,3.0,1.0,3.0,8.0,2.0,2.0,2.0,0.0,4.0,0.0,1.0,2.0,4.0,1.0,2.0,307.0,174.0,250.0,130.0,9.0,5.0,65.0,48.0,30.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-03-Leganes-Atl. Madrid,laliga,home,Leganes,Atl. Madrid,03.11.2018,1,1,2018-2019,46%,54%,8.0,9.0,3.0,4.0,4.0,4.0,1.0,1.0,13.0,18.0,4.0,7.0,0.0,2.0,3.0,2.0,18.0,12.0,4.0,2.0,380.0,463.0,272.0,349.0,18.0,23.0,106.0,115.0,38.0,54.0,46%,54%,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,7.0,6.0,3.0,3.0,0.0,1.0,0.0,1.0,6.0,6.0,204.0,244.0,154.0,191.0,6.0,16.0,58.0,55.0,18.0,22.0,46%,54%,4.0,8.0,2.0,4.0,1.0,3.0,1.0,1.0,6.0,12.0,1.0,4.0,0.0,1.0,3.0,1.0,12.0,6.0,3.0,1.0,176.0,219.0,118.0,158.0,12.0,7.0,48.0,60.0,20.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-03-Rayo Vallecano-Barcelona,laliga,home,Rayo Vallecano,Barcelona,03.11.2018,2,3,2018-2019,31%,69%,11.0,9.0,5.0,5.0,6.0,4.0,0.0,0.0,13.0,26.0,3.0,1.0,4.0,2.0,2.0,3.0,23.0,11.0,4.0,2.0,304.0,713.0,235.0,620.0,9.0,20.0,85.0,157.0,55.0,68.0,29%,71%,5.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,5.0,14.0,2.0,1.0,2.0,1.0,0.0,0.0,13.0,4.0,159.0,406.0,130.0,361.0,6.0,10.0,38.0,77.0,35.0,24.0,33%,67%,6.0,6.0,4.0,4.0,2.0,2.0,0.0,0.0,8.0,12.0,1.0,0.0,2.0,1.0,2.0,3.0,10.0,7.0,3.0,1.0,145.0,307.0,105.0,259.0,3.0,10.0,47.0,80.0,20.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-03-Real Madrid-Valladolid,laliga,home,Real Madrid,Valladolid,03.11.2018,2,0,2018-2019,58%,42%,16.0,12.0,7.0,2.0,5.0,6.0,4.0,4.0,6.0,18.0,8.0,6.0,4.0,0.0,2.0,5.0,14.0,7.0,1.0,0.0,554.0,405.0,499.0,328.0,15.0,16.0,126.0,79.0,112.0,27.0,61%,39%,8.0,5.0,3.0,0.0,4.0,2.0,1.0,3.0,5.0,8.0,1.0,2.0,1.0,0.0,0.0,3.0,7.0,5.0,300.0,190.0,279.0,156.0,5.0,11.0,65.0,41.0,47.0,7.0,55%,45%,8.0,7.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,10.0,7.0,4.0,3.0,0.0,2.0,2.0,7.0,2.0,0.0,0.0,254.0,215.0,220.0,172.0,10.0,5.0,61.0,38.0,65.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-03-Valencia-Girona,laliga,home,Valencia,Girona,03.11.2018,0,1,2018-2019,53%,47%,27.0,5.0,9.0,3.0,12.0,1.0,6.0,1.0,14.0,17.0,11.0,2.0,3.0,1.0,2.0,9.0,14.0,13.0,4.0,4.0,470.0,435.0,390.0,344.0,12.0,14.0,133.0,88.0,77.0,37.0,50%,50%,13.0,2.0,5.0,0.0,4.0,1.0,4.0,1.0,7.0,10.0,5.0,1.0,3.0,1.0,0.0,5.0,7.0,6.0,219.0,231.0,183.0,187.0,6.0,8.0,57.0,49.0,27.0,19.0,56%,44%,14.0,3.0,4.0,3.0,8.0,0.0,2.0,0.0,7.0,7.0,6.0,1.0,0.0,0.0,2.0,4.0,7.0,7.0,2.0,1.0,251.0,204.0,207.0,157.0,6.0,6.0,76.0,39.0,50.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-04-Betis-Celta Vigo,laliga,home,Betis,Celta Vigo,04.11.2018,3,3,2018-2019,59%,41%,14.0,15.0,6.0,8.0,7.0,4.0,1.0,3.0,16.0,12.0,4.0,4.0,0.0,5.0,5.0,3.0,12.0,11.0,4.0,2.0,427.0,292.0,361.0,227.0,19.0,15.0,98.0,94.0,44.0,36.0,67%,33%,8.0,6.0,3.0,2.0,5.0,2.0,0.0,2.0,8.0,5.0,3.0,1.0,0.0,4.0,2.0,2.0,5.0,4.0,263.0,129.0,229.0,94.0,10.0,7.0,61.0,47.0,26.0,13.0,51%,49%,6.0,9.0,3.0,6.0,2.0,2.0,1.0,1.0,8.0,7.0,1.0,3.0,0.0,1.0,3.0,1.0,7.0,7.0,4.0,2.0,164.0,163.0,132.0,133.0,9.0,8.0,37.0,47.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-04-Eibar-Alaves,laliga,home,Eibar,Alaves,04.11.2018,2,1,2018-2019,72%,28%,24.0,9.0,8.0,3.0,9.0,5.0,7.0,1.0,14.0,10.0,12.0,1.0,0.0,6.0,2.0,6.0,11.0,7.0,4.0,0.0,541.0,214.0,454.0,128.0,16.0,20.0,159.0,76.0,135.0,31.0,74%,26%,14.0,2.0,4.0,1.0,5.0,1.0,5.0,0.0,9.0,4.0,10.0,0.0,0.0,4.0,0.0,4.0,5.0,4.0,269.0,96.0,220.0,50.0,7.0,8.0,92.0,26.0,70.0,7.0,70%,30%,10.0,7.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,6.0,2.0,1.0,0.0,2.0,2.0,2.0,6.0,3.0,4.0,0.0,272.0,118.0,234.0,78.0,9.0,12.0,67.0,50.0,65.0,24.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-04-Huesca-Getafe,laliga,home,Huesca,Getafe,04.11.2018,1,1,2018-2019,54%,46%,18.0,8.0,7.0,2.0,5.0,4.0,6.0,2.0,21.0,25.0,10.0,2.0,7.0,8.0,1.0,6.0,18.0,13.0,5.0,3.0,302.0,271.0,187.0,154.0,17.0,11.0,101.0,106.0,48.0,48.0,58%,42%,12.0,4.0,2.0,1.0,5.0,2.0,5.0,1.0,11.0,7.0,7.0,0.0,3.0,4.0,1.0,2.0,4.0,7.0,163.0,120.0,102.0,63.0,7.0,4.0,66.0,46.0,28.0,17.0,50%,50%,6.0,4.0,5.0,1.0,0.0,2.0,1.0,1.0,10.0,18.0,3.0,2.0,4.0,4.0,0.0,4.0,14.0,6.0,4.0,3.0,139.0,151.0,85.0,91.0,10.0,7.0,35.0,60.0,20.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-04-Real Sociedad-Sevilla,laliga,home,Real Sociedad,Sevilla,04.11.2018,0,0,2018-2019,51%,49%,10.0,8.0,1.0,1.0,5.0,5.0,4.0,2.0,21.0,9.0,7.0,7.0,1.0,4.0,1.0,1.0,8.0,17.0,1.0,3.0,448.0,415.0,369.0,339.0,16.0,22.0,106.0,119.0,50.0,47.0,48%,52%,3.0,4.0,0.0,1.0,3.0,1.0,0.0,2.0,6.0,5.0,0.0,4.0,1.0,3.0,1.0,0.0,4.0,3.0,252.0,252.0,208.0,209.0,7.0,11.0,48.0,66.0,25.0,24.0,54%,46%,7.0,4.0,1.0,0.0,2.0,4.0,4.0,0.0,15.0,4.0,7.0,3.0,0.0,1.0,0.0,1.0,4.0,14.0,1.0,3.0,196.0,163.0,161.0,130.0,9.0,11.0,58.0,53.0,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-04-Villarreal-Levante,laliga,home,Villarreal,Levante,04.11.2018,1,1,2018-2019,58%,42%,23.0,13.0,4.0,2.0,13.0,5.0,6.0,6.0,12.0,16.0,5.0,4.0,2.0,2.0,1.0,3.0,14.0,10.0,3.0,3.0,496.0,362.0,396.0,276.0,33.0,14.0,134.0,109.0,87.0,32.0,57%,43%,7.0,5.0,0.0,1.0,7.0,2.0,0.0,2.0,5.0,9.0,2.0,4.0,0.0,0.0,1.0,0.0,9.0,5.0,247.0,180.0,202.0,139.0,15.0,8.0,63.0,53.0,36.0,17.0,59%,41%,16.0,8.0,4.0,1.0,6.0,3.0,6.0,4.0,7.0,7.0,3.0,0.0,2.0,2.0,0.0,3.0,5.0,5.0,1.0,1.0,249.0,182.0,194.0,137.0,18.0,6.0,71.0,56.0,51.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-05-Espanyol-Ath Bilbao,laliga,home,Espanyol,Ath Bilbao,05.11.2018,1,0,2018-2019,41%,59%,8.0,10.0,3.0,2.0,5.0,5.0,0.0,3.0,15.0,15.0,2.0,1.0,0.0,2.0,2.0,2.0,15.0,13.0,1.0,3.0,362.0,507.0,282.0,415.0,17.0,20.0,71.0,137.0,39.0,53.0,43%,57%,2.0,4.0,2.0,1.0,0.0,3.0,0.0,0.0,7.0,10.0,1.0,0.0,0.0,2.0,1.0,1.0,10.0,5.0,182.0,243.0,143.0,201.0,10.0,7.0,39.0,63.0,16.0,23.0,39%,61%,6.0,6.0,1.0,1.0,5.0,2.0,0.0,3.0,8.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,8.0,1.0,2.0,180.0,264.0,139.0,214.0,7.0,13.0,32.0,74.0,23.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-09-Levante-Real Sociedad,laliga,home,Levante,Real Sociedad,09.11.2018,1,3,2018-2019,47%,53%,17.0,15.0,2.0,4.0,7.0,5.0,8.0,6.0,16.0,20.0,6.0,4.0,3.0,4.0,1.0,1.0,17.0,12.0,6.0,1.0,367.0,426.0,293.0,343.0,22.0,15.0,127.0,84.0,66.0,53.0,48%,52%,7.0,4.0,1.0,0.0,3.0,2.0,3.0,2.0,11.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,7.0,5.0,207.0,237.0,170.0,195.0,10.0,7.0,61.0,48.0,37.0,31.0,46%,54%,10.0,11.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,12.0,1.0,3.0,2.0,4.0,1.0,1.0,10.0,7.0,4.0,1.0,160.0,189.0,123.0,148.0,12.0,8.0,66.0,36.0,29.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-10-Atl. Madrid-Ath Bilbao,laliga,home,Atl. Madrid,Ath Bilbao,10.11.2018,3,2,2018-2019,51%,49%,9.0,6.0,3.0,5.0,2.0,1.0,4.0,0.0,16.0,8.0,12.0,2.0,0.0,1.0,3.0,0.0,8.0,15.0,5.0,5.0,454.0,440.0,348.0,340.0,20.0,10.0,127.0,91.0,49.0,27.0,51%,49%,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,259.0,252.0,201.0,200.0,10.0,6.0,75.0,44.0,25.0,11.0,51%,49%,8.0,2.0,3.0,2.0,1.0,0.0,4.0,0.0,12.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,5.0,12.0,4.0,5.0,195.0,188.0,147.0,140.0,10.0,4.0,52.0,47.0,24.0,16.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-10-Getafe-Valencia,laliga,home,Getafe,Valencia,10.11.2018,0,1,2018-2019,38%,62%,17.0,7.0,3.0,3.0,12.0,4.0,2.0,0.0,11.0,29.0,6.0,4.0,7.0,3.0,2.0,3.0,23.0,8.0,3.0,3.0,298.0,505.0,198.0,402.0,10.0,16.0,92.0,119.0,47.0,43.0,43%,57%,11.0,3.0,2.0,2.0,8.0,1.0,1.0,0.0,2.0,14.0,3.0,1.0,5.0,1.0,2.0,2.0,9.0,1.0,170.0,226.0,112.0,167.0,2.0,6.0,54.0,55.0,23.0,19.0,33%,67%,6.0,4.0,1.0,1.0,4.0,3.0,1.0,0.0,9.0,15.0,3.0,3.0,2.0,2.0,0.0,1.0,14.0,7.0,2.0,3.0,128.0,279.0,86.0,235.0,8.0,10.0,38.0,64.0,24.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-10-Girona-Leganes,laliga,home,Girona,Leganes,10.11.2018,0,0,2018-2019,59%,41%,5.0,10.0,0.0,1.0,5.0,4.0,0.0,5.0,17.0,13.0,0.0,6.0,0.0,4.0,1.0,0.0,13.0,13.0,1.0,4.0,574.0,378.0,472.0,275.0,10.0,15.0,118.0,107.0,45.0,56.0,62%,38%,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,8.0,340.0,204.0,290.0,148.0,10.0,4.0,64.0,61.0,18.0,24.0,56%,44%,4.0,9.0,0.0,1.0,4.0,4.0,0.0,4.0,6.0,8.0,0.0,4.0,0.0,1.0,1.0,0.0,8.0,5.0,1.0,3.0,234.0,174.0,182.0,127.0,0.0,11.0,54.0,46.0,27.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-10-Valladolid-Eibar,laliga,home,Valladolid,Eibar,10.11.2018,0,0,2018-2019,50%,50%,9.0,16.0,1.0,6.0,7.0,7.0,1.0,3.0,16.0,21.0,4.0,4.0,6.0,1.0,6.0,1.0,16.0,15.0,2.0,4.0,403.0,405.0,305.0,307.0,16.0,18.0,78.0,110.0,26.0,38.0,52%,48%,4.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,8.0,12.0,2.0,2.0,3.0,1.0,3.0,1.0,9.0,7.0,222.0,199.0,169.0,151.0,7.0,9.0,53.0,61.0,19.0,20.0,48%,52%,5.0,10.0,0.0,3.0,5.0,6.0,0.0,1.0,8.0,9.0,2.0,2.0,3.0,0.0,3.0,0.0,7.0,8.0,1.0,3.0,181.0,206.0,136.0,156.0,9.0,9.0,25.0,49.0,7.0,18.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2018-11-11-Alaves-Huesca,laliga,home,Alaves,Huesca,11.11.2018,2,1,2018-2019,50%,50%,13.0,9.0,5.0,2.0,4.0,3.0,4.0,4.0,16.0,22.0,5.0,4.0,2.0,3.0,1.0,3.0,20.0,13.0,3.0,4.0,360.0,350.0,262.0,258.0,20.0,21.0,114.0,114.0,55.0,58.0,52%,48%,9.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,6.0,12.0,3.0,1.0,0.0,1.0,0.0,3.0,13.0,6.0,184.0,170.0,132.0,122.0,6.0,8.0,58.0,64.0,30.0,24.0,48%,52%,4.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,10.0,10.0,2.0,3.0,2.0,2.0,1.0,0.0,7.0,7.0,2.0,3.0,176.0,180.0,130.0,136.0,14.0,13.0,56.0,50.0,25.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
