match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
laliga-2018-2019-2019-04-04-Real Sociedad-Betis,laliga,home,Real Sociedad,Betis,04.04.2019,2,1,2018-2019,36%,64%,15.0,11.0,7.0,6.0,6.0,3.0,2.0,2.0,14.0,14.0,3.0,6.0,1.0,2.0,5.0,5.0,12.0,13.0,2.0,3.0,316.0,560.0,244.0,491.0,18.0,16.0,83.0,102.0,32.0,51.0,35%,65%,7.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0,7.0,9.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,6.0,147.0,281.0,122.0,249.0,8.0,7.0,39.0,52.0,17.0,24.0,37%,63%,8.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,7.0,5.0,1.0,4.0,0.0,1.0,2.0,3.0,5.0,7.0,1.0,0.0,169.0,279.0,122.0,242.0,10.0,9.0,44.0,50.0,15.0,27.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-04-Sevilla-Alaves,laliga,home,Sevilla,Alaves,04.04.2019,2,0,2018-2019,64%,36%,18.0,4.0,5.0,1.0,6.0,2.0,7.0,1.0,21.0,16.0,11.0,1.0,3.0,2.0,1.0,3.0,13.0,19.0,3.0,4.0,510.0,288.0,407.0,175.0,15.0,16.0,146.0,68.0,67.0,29.0,64%,36%,8.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0,9.0,9.0,7.0,1.0,2.0,2.0,1.0,1.0,7.0,8.0,263.0,148.0,208.0,93.0,10.0,6.0,59.0,32.0,38.0,17.0,64%,36%,10.0,2.0,3.0,0.0,4.0,2.0,3.0,0.0,12.0,7.0,4.0,0.0,1.0,0.0,0.0,2.0,6.0,11.0,1.0,4.0,247.0,140.0,199.0,82.0,5.0,10.0,87.0,36.0,29.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-06-Barcelona-Atl. Madrid,laliga,home,Barcelona,Atl. Madrid,06.04.2019,2,0,2018-2019,64%,36%,21.0,9.0,10.0,2.0,6.0,4.0,5.0,3.0,13.0,15.0,5.0,1.0,1.0,0.0,2.0,8.0,14.0,12.0,3.0,4.0,718.0,401.0,651.0,322.0,12.0,31.0,174.0,91.0,104.0,46.0,64%,36%,9.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,8.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,408.0,222.0,368.0,179.0,7.0,15.0,98.0,45.0,52.0,24.0,64%,36%,12.0,5.0,7.0,1.0,2.0,2.0,3.0,2.0,5.0,12.0,2.0,1.0,1.0,0.0,1.0,5.0,11.0,4.0,3.0,1.0,310.0,179.0,283.0,143.0,5.0,16.0,76.0,46.0,52.0,22.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-06-Girona-Espanyol,laliga,home,Girona,Espanyol,06.04.2019,1,2,2018-2019,55%,45%,14.0,9.0,5.0,2.0,6.0,4.0,3.0,3.0,21.0,26.0,1.0,4.0,3.0,2.0,1.0,4.0,23.0,20.0,5.0,2.0,417.0,343.0,346.0,260.0,13.0,12.0,95.0,80.0,52.0,39.0,57%,43%,8.0,4.0,3.0,1.0,4.0,3.0,1.0,0.0,11.0,11.0,1.0,1.0,2.0,0.0,1.0,3.0,9.0,11.0,203.0,157.0,171.0,123.0,6.0,5.0,55.0,36.0,29.0,13.0,53%,47%,6.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,10.0,15.0,0.0,3.0,1.0,2.0,0.0,1.0,14.0,9.0,3.0,1.0,214.0,186.0,175.0,137.0,7.0,7.0,40.0,44.0,23.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-06-Rayo Vallecano-Valencia,laliga,home,Rayo Vallecano,Valencia,06.04.2019,2,0,2018-2019,52%,48%,15.0,12.0,5.0,3.0,7.0,6.0,3.0,3.0,14.0,17.0,4.0,7.0,1.0,4.0,3.0,3.0,17.0,10.0,2.0,3.0,339.0,316.0,262.0,206.0,18.0,22.0,95.0,106.0,43.0,51.0,62%,38%,6.0,6.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,6.0,1.0,5.0,0.0,0.0,1.0,0.0,7.0,4.0,220.0,136.0,181.0,79.0,9.0,13.0,51.0,43.0,30.0,21.0,42%,58%,9.0,6.0,4.0,2.0,3.0,2.0,2.0,2.0,10.0,11.0,3.0,2.0,1.0,4.0,2.0,3.0,10.0,6.0,1.0,2.0,119.0,180.0,81.0,127.0,9.0,9.0,44.0,63.0,13.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-06-Real Madrid-Eibar,laliga,home,Real Madrid,Eibar,06.04.2019,2,1,2018-2019,56%,44%,13.0,3.0,7.0,1.0,6.0,1.0,0.0,1.0,18.0,16.0,5.0,4.0,6.0,3.0,0.0,5.0,9.0,15.0,0.0,1.0,559.0,432.0,453.0,311.0,21.0,17.0,95.0,126.0,61.0,49.0,52%,48%,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,6.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,8.0,266.0,243.0,212.0,184.0,10.0,8.0,39.0,73.0,16.0,21.0,60%,40%,10.0,2.0,7.0,0.0,3.0,1.0,0.0,1.0,9.0,10.0,4.0,2.0,2.0,2.0,0.0,5.0,8.0,7.0,0.0,0.0,293.0,189.0,241.0,127.0,11.0,9.0,56.0,53.0,45.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-07-Alaves-Leganes,laliga,home,Alaves,Leganes,07.04.2019,1,1,2018-2019,46%,54%,6.0,9.0,1.0,5.0,3.0,3.0,2.0,1.0,16.0,20.0,3.0,3.0,2.0,2.0,4.0,0.0,17.0,15.0,6.0,4.0,318.0,373.0,191.0,268.0,11.0,9.0,108.0,121.0,42.0,53.0,47%,53%,2.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,8.0,9.0,2.0,1.0,0.0,0.0,3.0,0.0,9.0,9.0,155.0,170.0,93.0,119.0,3.0,0.0,53.0,61.0,16.0,29.0,45%,55%,4.0,5.0,0.0,2.0,2.0,3.0,2.0,0.0,8.0,11.0,1.0,2.0,2.0,2.0,1.0,0.0,8.0,6.0,5.0,1.0,163.0,203.0,98.0,149.0,8.0,9.0,55.0,60.0,26.0,24.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-07-Betis-Villarreal,laliga,home,Betis,Villarreal,07.04.2019,2,1,2018-2019,57%,43%,17.0,10.0,7.0,4.0,6.0,5.0,4.0,1.0,16.0,15.0,4.0,3.0,1.0,2.0,3.0,5.0,15.0,14.0,4.0,4.0,533.0,393.0,463.0,307.0,15.0,14.0,103.0,73.0,49.0,37.0,63%,37%,6.0,6.0,3.0,3.0,1.0,3.0,2.0,0.0,11.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,9.0,290.0,166.0,251.0,125.0,10.0,5.0,52.0,36.0,19.0,19.0,51%,49%,11.0,4.0,4.0,1.0,5.0,2.0,2.0,1.0,5.0,7.0,2.0,1.0,0.0,0.0,1.0,3.0,8.0,5.0,3.0,2.0,243.0,227.0,212.0,182.0,5.0,9.0,51.0,37.0,30.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-07-Celta Vigo-Real Sociedad,laliga,home,Celta Vigo,Real Sociedad,07.04.2019,3,1,2018-2019,49%,51%,11.0,14.0,4.0,7.0,5.0,5.0,2.0,2.0,11.0,16.0,2.0,7.0,1.0,1.0,6.0,1.0,16.0,11.0,2.0,1.0,363.0,391.0,282.0,314.0,31.0,12.0,90.0,105.0,38.0,43.0,46%,54%,5.0,8.0,1.0,5.0,3.0,3.0,1.0,0.0,5.0,6.0,1.0,5.0,0.0,0.0,4.0,1.0,7.0,5.0,195.0,226.0,151.0,187.0,12.0,5.0,39.0,58.0,13.0,17.0,52%,48%,6.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,6.0,10.0,1.0,2.0,1.0,1.0,2.0,0.0,9.0,6.0,2.0,1.0,168.0,165.0,131.0,127.0,19.0,7.0,51.0,47.0,25.0,26.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-07-Getafe-Ath Bilbao,laliga,home,Getafe,Ath Bilbao,07.04.2019,1,0,2018-2019,48%,52%,6.0,9.0,2.0,1.0,3.0,5.0,1.0,3.0,17.0,19.0,1.0,2.0,4.0,0.0,1.0,1.0,16.0,18.0,2.0,1.0,319.0,338.0,183.0,192.0,15.0,19.0,116.0,102.0,53.0,54.0,50%,50%,1.0,5.0,0.0,1.0,0.0,3.0,1.0,1.0,11.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,11.0,164.0,163.0,99.0,92.0,7.0,8.0,58.0,54.0,19.0,28.0,46%,54%,5.0,4.0,2.0,0.0,3.0,2.0,0.0,2.0,6.0,8.0,1.0,2.0,2.0,0.0,0.0,1.0,7.0,7.0,1.0,0.0,155.0,175.0,84.0,100.0,8.0,11.0,58.0,48.0,34.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-07-Levante-Huesca,laliga,home,Levante,Huesca,07.04.2019,2,2,2018-2019,55%,45%,14.0,17.0,8.0,4.0,4.0,11.0,2.0,2.0,12.0,22.0,9.0,1.0,0.0,1.0,2.0,6.0,22.0,12.0,2.0,4.0,339.0,283.0,255.0,195.0,14.0,30.0,101.0,93.0,47.0,34.0,60%,40%,9.0,4.0,5.0,0.0,3.0,4.0,1.0,0.0,7.0,10.0,6.0,0.0,0.0,1.0,0.0,4.0,10.0,6.0,181.0,125.0,145.0,82.0,7.0,14.0,50.0,35.0,21.0,14.0,50%,50%,5.0,13.0,3.0,4.0,1.0,7.0,1.0,2.0,5.0,12.0,3.0,1.0,0.0,0.0,2.0,2.0,12.0,6.0,1.0,3.0,158.0,158.0,110.0,113.0,7.0,16.0,51.0,58.0,26.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-07-Valladolid-Sevilla,laliga,home,Valladolid,Sevilla,07.04.2019,0,2,2018-2019,39%,61%,10.0,16.0,5.0,4.0,4.0,8.0,1.0,4.0,14.0,24.0,6.0,7.0,6.0,2.0,2.0,5.0,17.0,12.0,3.0,3.0,332.0,528.0,241.0,437.0,17.0,8.0,77.0,142.0,34.0,56.0,39%,61%,5.0,6.0,3.0,1.0,2.0,3.0,0.0,2.0,10.0,9.0,1.0,3.0,2.0,1.0,1.0,3.0,7.0,9.0,158.0,258.0,111.0,212.0,5.0,3.0,33.0,76.0,22.0,22.0,39%,61%,5.0,10.0,2.0,3.0,2.0,5.0,1.0,2.0,4.0,15.0,5.0,4.0,4.0,1.0,1.0,2.0,10.0,3.0,2.0,1.0,174.0,270.0,130.0,225.0,12.0,5.0,44.0,66.0,12.0,34.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,9.0,8.0,4.0,12.0
laliga-2018-2019-2019-04-13-Atl. Madrid-Celta Vigo,laliga,home,Atl. Madrid,Celta Vigo,13.04.2019,2,0,2018-2019,56%,44%,11.0,10.0,5.0,3.0,4.0,4.0,2.0,3.0,17.0,12.0,1.0,2.0,2.0,0.0,3.0,3.0,9.0,15.0,2.0,2.0,629.0,478.0,556.0,402.0,19.0,26.0,117.0,121.0,53.0,42.0,64%,36%,6.0,5.0,3.0,3.0,3.0,1.0,0.0,1.0,12.0,5.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,11.0,323.0,183.0,283.0,137.0,8.0,14.0,66.0,41.0,43.0,11.0,48%,52%,5.0,5.0,2.0,0.0,1.0,3.0,2.0,2.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,4.0,2.0,1.0,306.0,295.0,273.0,265.0,11.0,12.0,51.0,80.0,10.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-13-Espanyol-Alaves,laliga,home,Espanyol,Alaves,13.04.2019,2,1,2018-2019,56%,44%,6.0,14.0,2.0,3.0,2.0,6.0,2.0,5.0,18.0,15.0,4.0,8.0,4.0,2.0,2.0,0.0,12.0,17.0,3.0,2.0,465.0,345.0,363.0,261.0,11.0,14.0,100.0,99.0,36.0,50.0,59%,41%,4.0,4.0,1.0,1.0,2.0,0.0,1.0,3.0,9.0,9.0,3.0,2.0,3.0,0.0,1.0,0.0,7.0,9.0,250.0,160.0,205.0,118.0,5.0,9.0,48.0,49.0,15.0,29.0,53%,47%,2.0,10.0,1.0,2.0,0.0,6.0,1.0,2.0,9.0,6.0,1.0,6.0,1.0,2.0,1.0,0.0,5.0,8.0,2.0,1.0,215.0,185.0,158.0,143.0,6.0,5.0,52.0,50.0,21.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-13-Huesca-Barcelona,laliga,home,Huesca,Barcelona,13.04.2019,0,0,2018-2019,26%,74%,6.0,10.0,1.0,2.0,5.0,5.0,0.0,3.0,22.0,18.0,6.0,5.0,3.0,8.0,2.0,1.0,18.0,13.0,1.0,2.0,212.0,644.0,132.0,571.0,36.0,26.0,94.0,130.0,49.0,49.0,22%,78%,5.0,5.0,0.0,2.0,5.0,3.0,0.0,0.0,12.0,9.0,2.0,2.0,2.0,5.0,2.0,0.0,10.0,6.0,93.0,344.0,53.0,310.0,19.0,16.0,44.0,67.0,28.0,22.0,30%,70%,1.0,5.0,1.0,0.0,0.0,2.0,0.0,3.0,10.0,9.0,4.0,3.0,1.0,3.0,0.0,1.0,8.0,7.0,1.0,1.0,119.0,300.0,79.0,261.0,17.0,10.0,50.0,63.0,21.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-13-Sevilla-Betis,laliga,home,Sevilla,Betis,13.04.2019,3,2,2018-2019,38%,62%,11.0,12.0,5.0,7.0,4.0,3.0,2.0,2.0,12.0,23.0,5.0,4.0,4.0,5.0,5.0,2.0,18.0,8.0,6.0,3.0,329.0,528.0,243.0,450.0,17.0,14.0,90.0,97.0,45.0,61.0,47%,53%,7.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,8.0,10.0,4.0,1.0,2.0,4.0,1.0,2.0,8.0,4.0,202.0,240.0,157.0,195.0,12.0,7.0,58.0,46.0,33.0,19.0,29%,71%,4.0,9.0,2.0,6.0,2.0,1.0,0.0,2.0,4.0,13.0,1.0,3.0,2.0,1.0,4.0,0.0,10.0,4.0,6.0,2.0,127.0,288.0,86.0,255.0,5.0,7.0,32.0,51.0,12.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-14-Ath Bilbao-Rayo Vallecano,laliga,home,Ath Bilbao,Rayo Vallecano,14.04.2019,3,2,2018-2019,46%,54%,15.0,8.0,9.0,4.0,4.0,2.0,2.0,2.0,18.0,15.0,3.0,6.0,3.0,2.0,2.0,6.0,10.0,16.0,1.0,3.0,300.0,354.0,218.0,266.0,34.0,21.0,115.0,81.0,75.0,40.0,40%,60%,4.0,5.0,3.0,2.0,1.0,2.0,0.0,1.0,7.0,6.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,6.0,147.0,229.0,104.0,183.0,5.0,10.0,60.0,44.0,35.0,27.0,52%,48%,11.0,3.0,6.0,2.0,3.0,0.0,2.0,1.0,11.0,9.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,10.0,1.0,3.0,153.0,125.0,114.0,83.0,29.0,11.0,55.0,37.0,40.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-14-Girona-Villarreal,laliga,home,Girona,Villarreal,14.04.2019,0,1,2018-2019,58%,42%,14.0,17.0,5.0,6.0,5.0,6.0,4.0,5.0,12.0,14.0,9.0,5.0,2.0,1.0,5.0,5.0,12.0,11.0,2.0,5.0,477.0,370.0,407.0,290.0,15.0,15.0,135.0,85.0,77.0,34.0,56%,44%,3.0,8.0,1.0,4.0,2.0,1.0,0.0,3.0,5.0,6.0,1.0,3.0,1.0,0.0,3.0,1.0,5.0,5.0,260.0,211.0,222.0,167.0,7.0,10.0,69.0,43.0,39.0,19.0,60%,40%,11.0,9.0,4.0,2.0,3.0,5.0,4.0,2.0,7.0,8.0,8.0,2.0,1.0,1.0,2.0,4.0,7.0,6.0,2.0,5.0,217.0,159.0,185.0,123.0,8.0,5.0,66.0,42.0,38.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-14-Real Sociedad-Eibar,laliga,home,Real Sociedad,Eibar,14.04.2019,1,1,2018-2019,37%,63%,3.0,17.0,2.0,2.0,1.0,12.0,0.0,3.0,18.0,21.0,0.0,3.0,7.0,0.0,1.0,1.0,15.0,18.0,2.0,2.0,329.0,551.0,178.0,382.0,14.0,24.0,91.0,175.0,13.0,52.0,39%,61%,2.0,5.0,2.0,0.0,0.0,4.0,0.0,1.0,10.0,10.0,0.0,3.0,3.0,0.0,0.0,1.0,8.0,10.0,161.0,243.0,98.0,166.0,5.0,14.0,42.0,81.0,3.0,23.0,35%,65%,1.0,12.0,0.0,2.0,1.0,8.0,0.0,2.0,8.0,11.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,8.0,1.0,1.0,168.0,308.0,80.0,216.0,9.0,10.0,49.0,94.0,10.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-14-Valencia-Levante,laliga,home,Valencia,Levante,14.04.2019,3,1,2018-2019,53%,47%,23.0,6.0,6.0,3.0,13.0,3.0,4.0,0.0,20.0,12.0,8.0,3.0,0.0,1.0,2.0,3.0,12.0,19.0,2.0,2.0,455.0,401.0,371.0,321.0,13.0,14.0,108.0,107.0,45.0,41.0,50%,50%,13.0,2.0,3.0,1.0,8.0,1.0,2.0,0.0,10.0,4.0,6.0,1.0,0.0,1.0,1.0,2.0,4.0,9.0,201.0,201.0,154.0,158.0,6.0,9.0,59.0,49.0,28.0,16.0,56%,44%,10.0,4.0,3.0,2.0,5.0,2.0,2.0,0.0,10.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,8.0,10.0,1.0,2.0,254.0,200.0,217.0,163.0,7.0,5.0,49.0,58.0,17.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-14-Valladolid-Getafe,laliga,home,Valladolid,Getafe,14.04.2019,2,2,2018-2019,60%,40%,8.0,8.0,4.0,3.0,0.0,3.0,4.0,2.0,19.0,27.0,5.0,3.0,5.0,2.0,1.0,2.0,22.0,18.0,4.0,4.0,417.0,278.0,267.0,137.0,14.0,10.0,98.0,99.0,51.0,44.0,65%,35%,4.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,8.0,10.0,4.0,2.0,1.0,2.0,1.0,1.0,9.0,6.0,234.0,125.0,168.0,60.0,6.0,6.0,56.0,52.0,28.0,21.0,55%,45%,4.0,4.0,2.0,1.0,0.0,1.0,2.0,2.0,11.0,17.0,1.0,1.0,4.0,0.0,0.0,1.0,13.0,12.0,3.0,3.0,183.0,153.0,99.0,77.0,8.0,4.0,42.0,47.0,23.0,23.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-15-Leganes-Real Madrid,laliga,home,Leganes,Real Madrid,15.04.2019,1,1,2018-2019,29%,71%,5.0,13.0,2.0,6.0,2.0,6.0,1.0,1.0,12.0,14.0,1.0,5.0,3.0,0.0,5.0,1.0,11.0,12.0,0.0,3.0,286.0,690.0,190.0,612.0,13.0,13.0,85.0,142.0,32.0,56.0,29%,71%,4.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,5.0,139.0,350.0,92.0,312.0,6.0,8.0,49.0,64.0,17.0,21.0,29%,71%,1.0,8.0,1.0,5.0,0.0,3.0,0.0,0.0,7.0,10.0,0.0,2.0,3.0,0.0,4.0,1.0,7.0,7.0,0.0,3.0,147.0,340.0,98.0,300.0,7.0,5.0,36.0,78.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-19-Alaves-Valladolid,laliga,home,Alaves,Valladolid,19.04.2019,2,2,2018-2019,46%,54%,10.0,12.0,4.0,7.0,5.0,3.0,1.0,2.0,16.0,18.0,5.0,7.0,1.0,1.0,5.0,2.0,17.0,16.0,3.0,5.0,332.0,389.0,220.0,277.0,14.0,13.0,99.0,146.0,29.0,45.0,42%,58%,4.0,6.0,2.0,3.0,2.0,1.0,0.0,2.0,10.0,11.0,2.0,2.0,1.0,1.0,2.0,0.0,9.0,9.0,150.0,208.0,92.0,154.0,7.0,6.0,43.0,70.0,8.0,28.0,50%,50%,6.0,6.0,2.0,4.0,3.0,2.0,1.0,0.0,6.0,7.0,3.0,5.0,0.0,0.0,3.0,2.0,8.0,7.0,3.0,5.0,182.0,181.0,128.0,123.0,7.0,7.0,56.0,76.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-20-Barcelona-Real Sociedad,laliga,home,Barcelona,Real Sociedad,20.04.2019,2,1,2018-2019,49%,51%,11.0,9.0,4.0,2.0,5.0,5.0,2.0,2.0,10.0,17.0,4.0,2.0,6.0,0.0,1.0,2.0,11.0,12.0,0.0,1.0,516.0,523.0,430.0,428.0,12.0,14.0,125.0,106.0,69.0,32.0,56%,44%,5.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,8.0,10.0,3.0,0.0,3.0,0.0,1.0,2.0,7.0,8.0,319.0,244.0,270.0,203.0,7.0,2.0,78.0,45.0,35.0,8.0,42%,58%,6.0,7.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,197.0,279.0,160.0,225.0,5.0,12.0,47.0,61.0,34.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2018-2019-2019-04-20-Celta Vigo-Girona,laliga,home,Celta Vigo,Girona,20.04.2019,2,1,2018-2019,63%,37%,13.0,9.0,8.0,1.0,4.0,6.0,1.0,2.0,13.0,9.0,5.0,1.0,2.0,1.0,0.0,6.0,7.0,10.0,2.0,1.0,530.0,311.0,417.0,221.0,18.0,20.0,148.0,83.0,55.0,39.0,67%,33%,6.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,7.0,4.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,6.0,300.0,144.0,250.0,104.0,8.0,12.0,88.0,43.0,34.0,16.0,59%,41%,7.0,6.0,5.0,1.0,2.0,3.0,0.0,2.0,6.0,5.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,230.0,167.0,167.0,117.0,10.0,8.0,60.0,40.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
