match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Total Passes,opponent 1st half Total Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2017-2018-2017-11-29-Stoke-Liverpool,premier-league,home,Stoke,Liverpool,29.11.2017,0,3,2017-2018,39%,61%,10,14,1,7,4,3,5,4,12,11,5,9,4,2,4,1,8,10,1.0,5.0,341,549,15,14,102.0,119.0,68.0,89.0,44%,56%,2,5,0,3,0,2,2,0,5,7,2,1,2,1,2,0,5,4,209,284,4,8,59.0,66.0,36.0,41.0,34%,66%,8,9,1,4,4,1,3,4,7,4,3,8,2,1,2,1,3,6,1.0,4.0,132,265,11,6,43.0,53.0,32.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-02-Arsenal-Manchester Utd,premier-league,home,Arsenal,Manchester Utd,02.12.2017,1,3,2017-2018,75%,25%,33,8,16,4,5,1,12,3,10,15,12,1,4,0,1,15,11,10,3.0,2.0,656,222,16,15,110.0,66.0,97.0,26.0,71%,29%,15,5,7,2,3,1,5,2,7,6,8,1,2,0,0,7,4,7,297,124,11,12,48.0,34.0,46.0,15.0,79%,21%,18,3,9,2,2,0,7,1,3,9,4,0,2,0,1,8,7,3,3.0,2.0,359,98,5,3,62.0,32.0,51.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-02-Brighton-Liverpool,premier-league,home,Brighton,Liverpool,02.12.2017,1,5,2017-2018,43%,57%,6,12,2,6,3,3,1,3,8,8,2,2,0,2,1,1,8,7,1.0,0.0,489,662,18,14,85.0,109.0,30.0,55.0,32%,68%,1,6,0,3,1,2,0,1,2,3,0,2,0,1,1,0,3,1,197,416,13,8,40.0,65.0,12.0,32.0,54%,46%,5,6,2,3,2,1,1,2,6,5,2,0,0,1,0,1,5,6,1.0,0.0,292,246,5,6,45.0,44.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-02-Chelsea-Newcastle,premier-league,home,Chelsea,Newcastle,02.12.2017,3,1,2017-2018,66%,34%,23,8,9,2,8,4,6,2,13,10,11,4,2,1,1,6,8,13,0.0,1.0,743,389,18,17,96.0,68.0,74.0,28.0,64%,36%,10,4,3,2,6,0,1,2,7,7,5,1,1,0,1,1,6,7,338,195,11,9,44.0,40.0,35.0,16.0,68%,32%,13,4,6,0,2,4,5,0,6,3,6,3,1,1,0,5,2,6,0.0,0.0,405,194,7,8,52.0,28.0,39.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-02-Everton-Huddersfield,premier-league,home,Everton,Huddersfield,02.12.2017,2,0,2017-2018,47%,53%,6,5,4,3,1,2,1,0,9,13,2,5,1,0,3,2,12,9,2.0,1.0,368,394,13,23,128.0,137.0,75.0,83.0,42%,58%,2,2,1,2,0,0,1,0,5,8,0,2,1,0,2,1,7,5,158,215,7,9,50.0,72.0,29.0,43.0,52%,48%,4,3,3,1,1,2,0,0,4,5,2,3,0,0,1,1,5,4,0.0,0.0,210,179,6,14,78.0,65.0,46.0,40.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-02-Leicester-Burnley,premier-league,home,Leicester,Burnley,02.12.2017,1,0,2017-2018,52%,48%,16,14,3,4,6,7,7,3,17,4,10,7,1,6,4,2,3,11,0.0,2.0,415,382,7,24,97.0,81.0,56.0,40.0,50%,50%,2,7,2,1,0,5,0,1,5,2,3,5,0,2,1,1,2,3,203,188,5,12,44.0,40.0,19.0,21.0,54%,46%,14,7,1,3,6,2,7,2,12,2,7,2,1,4,3,1,1,8,0.0,2.0,212,194,2,12,53.0,41.0,37.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-02-Stoke-Swansea,premier-league,home,Stoke,Swansea,02.12.2017,2,1,2017-2018,44%,56%,10,10,3,3,6,2,1,5,11,15,2,6,3,0,2,1,12,10,2.0,0.0,377,458,13,22,111.0,118.0,68.0,77.0,50%,50%,7,5,3,1,4,2,0,2,5,5,0,2,0,0,0,1,5,5,240,232,8,13,69.0,56.0,49.0,23.0,38%,62%,3,5,0,2,2,0,1,3,6,10,2,4,3,0,2,0,7,5,2.0,0.0,137,226,5,9,42.0,62.0,19.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-02-Watford-Tottenham,premier-league,home,Watford,Tottenham,02.12.2017,1,1,2017-2018,50%,50%,6,8,2,2,2,4,2,2,18,17,7,2,1,10,1,1,16,8,4.0,1.0,399,404,18,21,100.0,125.0,69.0,84.0,39%,61%,3,5,1,2,1,3,1,0,8,8,2,1,1,6,1,0,7,2,152,249,12,15,50.0,74.0,24.0,49.0,61%,39%,3,3,1,0,1,1,1,2,10,9,5,1,0,4,0,1,9,6,3.0,1.0,247,155,6,6,50.0,51.0,45.0,35.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-02-West Brom-Crystal Palace,premier-league,home,West Brom,Crystal Palace,02.12.2017,0,0,2017-2018,51%,49%,20,10,6,2,8,3,6,5,12,14,3,7,3,1,2,6,11,10,3.0,1.0,398,379,16,16,101.0,94.0,94.0,78.0,46%,54%,7,7,2,2,4,2,1,3,7,7,3,6,2,0,2,2,5,6,166,197,5,9,37.0,46.0,40.0,43.0,56%,44%,13,3,4,0,4,1,5,2,5,7,0,1,1,1,0,4,6,4,3.0,1.0,232,182,11,7,64.0,48.0,54.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-03-Bournemouth-Southampton,premier-league,home,Bournemouth,Southampton,03.12.2017,1,1,2017-2018,48%,52%,16,15,5,4,7,9,4,2,19,6,5,4,0,6,3,4,6,12,2.0,1.0,415,457,10,23,106.0,106.0,69.0,65.0,46%,54%,9,7,3,1,4,5,2,1,7,4,3,2,0,1,1,2,4,6,210,251,5,9,53.0,45.0,35.0,24.0,50%,50%,7,8,2,3,3,4,2,1,12,2,2,2,0,5,2,2,2,6,0.0,1.0,205,206,5,14,53.0,61.0,34.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-03-Manchester City-West Ham,premier-league,home,Manchester City,West Ham,03.12.2017,2,1,2017-2018,77%,23%,24,7,8,4,5,3,11,0,10,7,10,4,2,4,3,6,5,7,2.0,2.0,755,221,21,20,127.0,78.0,121.0,40.0,71%,29%,6,4,1,2,2,2,3,0,4,3,7,3,1,1,1,1,2,4,361,142,14,10,62.0,40.0,52.0,20.0,83%,17%,18,3,7,2,3,1,8,0,6,4,3,1,1,3,2,5,3,3,2.0,1.0,394,79,7,10,65.0,38.0,69.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-09-Burnley-Watford,premier-league,home,Burnley,Watford,09.12.2017,1,0,2017-2018,49%,51%,8,11,5,2,2,8,1,1,15,15,3,5,6,3,2,4,10,12,1.0,0.0,374,397,8,10,101.0,88.0,42.0,36.0,48%,52%,6,7,4,2,1,4,1,1,5,7,1,3,2,2,2,3,5,3,193,215,4,5,50.0,49.0,19.0,18.0,50%,50%,2,4,1,0,1,4,0,0,10,8,2,2,4,1,0,1,5,9,1.0,0.0,181,182,4,5,51.0,39.0,23.0,18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-09-Crystal Palace-Bournemouth,premier-league,home,Crystal Palace,Bournemouth,09.12.2017,2,2,2017-2018,45%,55%,24,11,8,5,8,3,8,3,15,19,6,3,5,3,3,6,14,14,5.0,2.0,344,440,18,19,119.0,129.0,100.0,84.0,44%,56%,11,4,4,3,5,0,2,1,6,8,3,2,1,2,1,2,7,5,107,134,7,10,58.0,71.0,43.0,46.0,46%,54%,13,7,4,2,3,3,6,2,9,11,3,1,4,1,2,4,7,9,3.0,1.0,237,306,11,9,61.0,58.0,57.0,38.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-09-Huddersfield-Brighton,premier-league,home,Huddersfield,Brighton,09.12.2017,2,0,2017-2018,59%,41%,19,7,6,2,8,2,5,3,16,7,8,1,1,5,2,4,6,10,0.0,0.0,543,393,23,13,150.0,112.0,96.0,43.0,58%,42%,4,1,3,0,1,0,0,1,8,3,4,1,0,3,0,1,3,4,268,197,14,6,75.0,63.0,34.0,25.0,60%,40%,15,6,3,2,7,2,5,2,8,4,4,0,1,2,2,3,3,6,0.0,0.0,275,196,9,7,75.0,49.0,62.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-09-Newcastle-Leicester,premier-league,home,Newcastle,Leicester,09.12.2017,2,3,2017-2018,38%,62%,10,13,4,5,4,7,2,1,10,10,6,5,1,2,2,2,10,9,2.0,1.0,338,562,21,20,85.0,95.0,46.0,44.0,37%,63%,5,9,3,3,2,6,0,0,7,2,3,2,0,2,2,2,2,5,189,326,5,7,42.0,49.0,21.0,22.0,39%,61%,5,4,1,2,2,1,2,1,3,8,3,3,1,0,0,0,8,4,2.0,0.0,149,236,16,13,43.0,46.0,25.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-09-Swansea-West Brom,premier-league,home,Swansea,West Brom,09.12.2017,1,0,2017-2018,54%,46%,18,7,3,1,8,3,7,3,20,10,6,3,1,2,1,2,8,18,2.0,5.0,454,390,18,15,121.0,121.0,86.0,81.0,58%,42%,5,3,0,1,4,1,1,1,10,8,1,1,1,2,1,0,6,8,271,201,12,2,65.0,68.0,45.0,43.0,50%,50%,13,4,3,0,4,2,6,2,10,2,5,2,0,0,0,2,2,10,2.0,3.0,183,189,6,13,56.0,53.0,41.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-09-Tottenham-Stoke,premier-league,home,Tottenham,Stoke,09.12.2017,5,1,2017-2018,71%,29%,20,4,11,3,6,1,3,0,10,19,12,6,7,2,2,6,12,9,1.0,0.0,657,266,19,16,100.0,77.0,89.0,33.0,68%,32%,7,1,4,0,2,1,1,0,6,8,5,2,3,2,0,3,5,5,310,150,13,9,49.0,41.0,41.0,17.0,74%,26%,13,3,7,3,4,0,2,0,4,11,7,4,4,0,2,3,7,4,1.0,0.0,347,116,6,7,51.0,36.0,48.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-09-West Ham-Chelsea,premier-league,home,West Ham,Chelsea,09.12.2017,1,0,2017-2018,31%,69%,5,19,2,2,1,8,2,9,12,13,4,3,3,2,2,1,10,10,6.0,1.0,300,682,20,25,89.0,109.0,35.0,69.0,33%,67%,4,9,2,2,1,3,1,4,8,5,3,2,1,1,2,1,4,7,162,338,6,11,50.0,46.0,23.0,27.0,29%,71%,1,10,0,0,0,5,1,5,4,8,1,1,2,1,0,0,6,3,5.0,0.0,138,344,14,14,39.0,63.0,12.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-10-Liverpool-Everton,premier-league,home,Liverpool,Everton,10.12.2017,1,1,2017-2018,79%,21%,23,3,3,2,12,1,8,0,11,8,12,1,1,0,1,2,8,11,1.0,3.0,732,201,12,19,107.0,63.0,88.0,15.0,79%,21%,12,1,1,1,5,0,6,0,6,4,3,0,0,0,1,0,4,6,375,102,9,10,61.0,33.0,46.0,5.0,79%,21%,11,2,2,1,7,1,2,0,5,4,9,1,1,0,0,2,4,5,1.0,1.0,357,99,3,9,46.0,30.0,42.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-10-Manchester Utd-Manchester City,premier-league,home,Manchester Utd,Manchester City,10.12.2017,1,2,2017-2018,35%,65%,8,14,5,7,2,3,1,4,10,20,2,8,4,0,5,4,16,10,4.0,2.0,325,606,22,18,88.0,100.0,36.0,69.0,25%,75%,3,9,2,4,0,2,1,3,4,10,1,3,0,0,3,1,10,4,121,379,11,9,40.0,55.0,16.0,32.0,45%,55%,5,5,3,3,2,1,0,1,6,10,1,5,4,0,2,3,6,6,3.0,1.0,204,227,11,9,48.0,45.0,20.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-10-Southampton-Arsenal,premier-league,home,Southampton,Arsenal,10.12.2017,1,1,2017-2018,33%,67%,6,11,3,6,2,4,1,1,11,16,4,5,4,1,5,2,12,10,2.0,2.0,378,758,14,12,115.0,141.0,47.0,96.0,36%,64%,2,5,2,3,0,1,0,1,5,10,3,2,3,0,3,1,7,5,206,371,6,7,53.0,67.0,28.0,41.0,30%,70%,4,6,1,3,2,3,1,0,6,6,1,3,1,1,2,1,5,5,2.0,2.0,172,387,8,5,62.0,74.0,19.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-12-Burnley-Stoke,premier-league,home,Burnley,Stoke,12.12.2017,1,0,2017-2018,51%,49%,10,14,2,7,5,6,3,1,16,11,6,4,4,2,7,1,6,14,0.0,0.0,393,377,14,17,164.0,140.0,99.0,79.0,49%,51%,5,7,0,3,2,3,3,1,6,7,4,3,3,1,3,0,3,5,181,182,12,5,64.0,66.0,51.0,40.0,53%,47%,5,7,2,4,3,3,0,0,10,4,2,1,1,1,4,1,3,9,0.0,0.0,212,195,2,12,100.0,74.0,48.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-12-Crystal Palace-Watford,premier-league,home,Crystal Palace,Watford,12.12.2017,2,1,2017-2018,53%,47%,14,7,4,2,6,3,4,2,18,17,4,6,3,0,1,2,14,18,2.0,3.0,414,352,13,19,99.0,90.0,90.0,79.0,48%,52%,5,5,0,1,4,2,1,2,6,6,3,4,1,0,0,0,6,6,191,205,9,10,51.0,52.0,48.0,38.0,58%,42%,9,2,4,1,2,1,3,0,12,11,1,2,2,0,1,2,8,12,2.0,3.0,223,147,4,9,48.0,38.0,42.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-12-Huddersfield-Chelsea,premier-league,home,Huddersfield,Chelsea,12.12.2017,1,3,2017-2018,36%,64%,7,12,2,5,4,4,1,3,13,13,1,3,2,10,2,1,11,4,0.0,0.0,433,769,7,10,66.0,97.0,24.0,59.0,34%,66%,1,7,0,3,0,2,1,2,5,7,1,1,1,4,1,0,6,1,201,385,3,4,30.0,50.0,7.0,38.0,38%,62%,6,5,2,2,4,2,0,1,8,6,0,2,1,6,1,1,5,3,0.0,0.0,232,384,4,6,36.0,47.0,17.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-13-Liverpool-West Brom,premier-league,home,Liverpool,West Brom,13.12.2017,0,0,2017-2018,71%,29%,14,6,5,1,3,4,6,1,10,17,5,7,1,4,1,5,16,6,1.0,1.0,715,286,19,24,137.0,89.0,118.0,72.0,69%,31%,7,3,1,0,1,2,5,1,5,8,2,2,1,3,0,1,7,2,374,158,11,9,72.0,47.0,58.0,39.0,73%,27%,7,3,4,1,2,2,1,0,5,9,3,5,0,1,1,4,9,4,1.0,1.0,341,128,8,15,65.0,42.0,60.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-13-Manchester Utd-Bournemouth,premier-league,home,Manchester Utd,Bournemouth,13.12.2017,1,0,2017-2018,56%,44%,9,14,2,7,3,4,4,3,12,16,4,9,2,0,7,1,14,12,1.0,2.0,567,426,13,9,94.0,87.0,78.0,72.0,56%,44%,3,8,1,3,1,2,1,3,7,11,1,5,2,0,3,0,9,7,253,194,6,6,42.0,41.0,41.0,27.0,56%,44%,6,6,1,4,2,2,3,0,5,5,3,4,0,0,4,1,5,5,0.0,1.0,314,232,7,3,52.0,46.0,37.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-13-Newcastle-Everton,premier-league,home,Newcastle,Everton,13.12.2017,0,1,2017-2018,55%,45%,16,7,4,4,4,3,8,0,13,12,4,1,2,3,3,4,10,11,3.0,2.0,506,427,17,25,120.0,86.0,58.0,18.0,51%,49%,9,4,2,3,3,1,4,0,4,4,2,0,1,1,2,2,3,3,261,260,9,5,59.0,38.0,32.0,7.0,59%,41%,7,3,2,1,1,2,4,0,9,8,2,1,1,2,1,2,7,8,2.0,2.0,245,167,8,20,61.0,48.0,26.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-13-Southampton-Leicester,premier-league,home,Southampton,Leicester,13.12.2017,1,4,2017-2018,54%,46%,12,16,4,11,5,2,3,3,11,16,9,9,3,1,7,3,13,9,1.0,0.0,417,369,17,21,104.0,111.0,72.0,63.0,55%,45%,5,13,1,8,2,0,2,5,5,6,5,6,1,1,5,1,5,4,216,176,10,12,60.0,69.0,38.0,38.0,53%,47%,7,3,3,3,3,2,1,-2,6,10,4,3,2,0,2,2,8,5,1.0,0.0,201,193,7,9,44.0,42.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-13-Swansea-Manchester City,premier-league,home,Swansea,Manchester City,13.12.2017,0,4,2017-2018,22%,78%,7,23,3,10,2,10,2,3,7,14,2,5,2,1,6,3,12,6,0.0,0.0,224,831,12,16,76.0,135.0,37.0,102.0,23%,77%,1,12,1,5,0,5,0,2,2,4,0,3,1,0,3,1,3,2,127,413,10,2,33.0,67.0,7.0,56.0,21%,79%,6,11,2,5,2,5,2,1,5,10,2,2,1,1,3,2,9,4,0.0,0.0,97,418,2,14,43.0,68.0,30.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-13-Tottenham-Brighton,premier-league,home,Tottenham,Brighton,13.12.2017,2,0,2017-2018,75%,25%,25,7,8,4,6,2,11,1,11,7,10,2,3,1,4,6,5,10,1.0,1.0,752,244,15,13,185.0,90.0,142.0,37.0,77%,23%,13,2,4,1,4,1,5,0,3,3,4,1,0,0,1,3,4,3,363,106,9,8,91.0,48.0,72.0,14.0,73%,27%,12,5,4,3,2,1,6,1,8,4,6,1,3,1,3,3,1,7,0.0,0.0,389,138,6,5,94.0,42.0,70.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-13-West Ham-Arsenal,premier-league,home,West Ham,Arsenal,13.12.2017,0,0,2017-2018,30%,70%,6,22,0,3,4,8,2,11,10,13,1,7,4,0,3,0,9,9,2.0,0.0,302,700,11,17,80.0,106.0,37.0,72.0,32%,68%,1,11,0,1,1,5,0,5,8,8,0,3,3,0,1,0,5,7,158,326,5,6,42.0,49.0,16.0,23.0,28%,72%,5,11,0,2,3,3,2,6,2,5,1,4,1,0,2,0,4,2,1.0,0.0,144,374,6,11,38.0,57.0,21.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-16-Arsenal-Newcastle,premier-league,home,Arsenal,Newcastle,16.12.2017,1,0,2017-2018,71%,29%,23,10,5,2,11,4,7,4,11,14,7,5,1,2,2,4,13,9,2.0,1.0,760,301,16,22,170.0,105.0,84.0,64.0,74%,26%,12,2,3,1,5,1,4,0,6,8,3,4,1,1,1,2,7,5,402,138,6,9,84.0,48.0,45.0,29.0,68%,32%,11,8,2,1,6,3,3,4,5,6,4,1,0,1,1,2,6,4,2.0,0.0,358,163,10,13,86.0,57.0,39.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-16-Brighton-Burnley,premier-league,home,Brighton,Burnley,16.12.2017,0,0,2017-2018,58%,42%,12,11,2,6,6,0,4,5,14,15,8,2,2,2,6,2,13,13,4.0,2.0,474,358,11,11,107.0,83.0,61.0,37.0,63%,37%,8,3,2,1,3,0,3,2,6,7,4,1,2,0,1,2,5,7,265,162,5,5,56.0,32.0,39.0,15.0,53%,47%,4,8,0,5,3,0,1,3,8,8,4,1,0,2,5,0,8,6,4.0,2.0,209,196,6,6,51.0,51.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-16-Chelsea-Southampton,premier-league,home,Chelsea,Southampton,16.12.2017,1,0,2017-2018,54%,46%,24,6,8,2,8,2,8,2,18,11,8,4,3,2,2,7,8,16,1.0,3.0,549,477,12,21,104.0,83.0,86.0,35.0,56%,44%,9,2,4,0,3,1,2,1,7,6,3,1,0,0,0,3,6,7,282,228,5,6,46.0,42.0,34.0,16.0,52%,48%,15,4,4,2,5,1,6,1,11,5,5,3,3,2,2,4,2,9,1.0,2.0,267,249,7,15,58.0,41.0,52.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-16-Leicester-Crystal Palace,premier-league,home,Leicester,Crystal Palace,16.12.2017,0,3,2017-2018,56%,44%,11,13,2,6,5,3,4,4,13,12,6,4,0,0,3,2,12,13,4.0,2.0,382,305,12,25,87.0,81.0,66.0,53.0,57%,43%,5,8,1,4,2,1,2,3,5,2,3,0,0,0,2,1,2,5,255,204,8,12,47.0,40.0,29.0,19.0,55%,45%,6,5,1,2,3,2,2,1,8,10,3,4,0,0,1,1,10,8,4.0,2.0,127,101,4,13,40.0,41.0,37.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-16-Manchester City-Tottenham,premier-league,home,Manchester City,Tottenham,16.12.2017,4,1,2017-2018,53%,47%,20,7,11,2,7,4,2,1,21,16,5,1,4,2,1,7,13,20,2.0,4.0,453,413,18,13,95.0,70.0,61.0,35.0,54%,46%,10,2,5,0,3,2,2,0,11,9,2,0,2,2,0,4,8,9,249,219,6,9,53.0,34.0,33.0,11.0,52%,48%,10,5,6,2,4,2,0,1,10,7,3,1,2,0,1,3,5,11,1.0,4.0,204,194,12,4,42.0,36.0,28.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-16-Stoke-West Ham,premier-league,home,Stoke,West Ham,16.12.2017,0,3,2017-2018,54%,46%,17,14,0,7,8,6,9,1,14,12,7,9,0,1,4,0,12,13,2.0,1.0,417,371,28,8,142.0,120.0,109.0,72.0,50%,50%,6,6,0,4,4,2,2,0,7,9,2,4,0,0,3,0,9,7,191,190,14,5,70.0,61.0,42.0,35.0,58%,42%,11,8,0,3,4,4,7,1,7,3,5,5,0,1,1,0,3,6,1.0,1.0,226,181,14,3,72.0,59.0,67.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-16-Watford-Huddersfield,premier-league,home,Watford,Huddersfield,16.12.2017,1,4,2017-2018,59%,41%,13,15,3,9,6,4,4,2,20,14,8,7,3,3,5,2,12,17,2.0,3.0,450,308,19,22,94.0,65.0,83.0,79.0,54%,46%,2,7,0,4,2,2,0,1,13,9,3,4,2,3,2,0,7,10,199,165,10,8,44.0,34.0,28.0,46.0,64%,36%,11,8,3,5,4,2,4,1,7,5,5,3,1,0,3,2,5,7,1.0,2.0,251,143,9,14,50.0,31.0,55.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
premier-league-2017-2018-2017-12-17-Bournemouth-Liverpool,premier-league,home,Bournemouth,Liverpool,17.12.2017,0,4,2017-2018,44%,56%,6,21,2,7,2,12,2,2,14,7,2,3,2,4,3,2,5,10,1.0,1.0,511,655,9,12,81.0,103.0,36.0,48.0,45%,55%,3,11,1,5,1,5,1,1,4,6,1,2,2,1,2,1,4,3,253,317,5,5,40.0,54.0,14.0,26.0,43%,57%,3,10,1,2,1,7,1,1,10,1,1,1,0,3,1,1,1,7,0.0,1.0,258,338,4,7,41.0,49.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
