match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
serie-a-2016-2017-2016-10-30-Atalanta-Genoa,serie-a,home,Atalanta,Genoa,30.10.2016,3,0,2016-2017,43%,57%,15.0,10.0,9.0,2.0,5.0,5.0,1.0,3.0,16.0,14.0,3.0,3.0,2.0,2.0,2.0,6.0,12.0,14.0,1.0,2.0,37%,63%,10.0,3.0,6.0,0.0,3.0,2.0,1.0,1.0,9.0,9.0,1.0,3.0,1.0,1.0,0.0,4.0,8.0,8.0,49%,51%,5.0,7.0,3.0,2.0,2.0,3.0,0.0,2.0,7.0,5.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-30-Crotone-Chievo,serie-a,home,Crotone,Chievo,30.10.2016,2,0,2016-2017,37%,63%,9.0,17.0,7.0,3.0,1.0,7.0,1.0,7.0,22.0,21.0,4.0,5.0,2.0,2.0,3.0,5.0,19.0,21.0,1.0,2.0,46%,54%,3.0,8.0,2.0,1.0,1.0,2.0,0.0,5.0,11.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,8.0,11.0,28%,72%,6.0,9.0,5.0,2.0,0.0,5.0,1.0,2.0,11.0,12.0,3.0,1.0,1.0,1.0,2.0,4.0,11.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-30-Empoli-AS Roma,serie-a,home,Empoli,AS Roma,30.10.2016,0,0,2016-2017,35%,65%,8.0,23.0,3.0,5.0,5.0,9.0,0.0,9.0,17.0,18.0,4.0,8.0,0.0,4.0,5.0,3.0,18.0,13.0,6.0,3.0,39%,61%,3.0,12.0,0.0,2.0,3.0,6.0,0.0,4.0,8.0,9.0,2.0,3.0,0.0,2.0,2.0,0.0,9.0,6.0,31%,69%,5.0,11.0,3.0,3.0,2.0,3.0,0.0,5.0,9.0,9.0,2.0,5.0,0.0,2.0,3.0,3.0,9.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-30-Lazio-Sassuolo,serie-a,home,Lazio,Sassuolo,30.10.2016,2,1,2016-2017,55%,45%,14.0,14.0,6.0,5.0,3.0,8.0,5.0,1.0,12.0,18.0,10.0,4.0,2.0,1.0,4.0,4.0,17.0,11.0,2.0,1.0,58%,42%,9.0,7.0,3.0,4.0,3.0,3.0,3.0,0.0,8.0,9.0,6.0,2.0,1.0,1.0,4.0,3.0,8.0,7.0,52%,48%,5.0,7.0,3.0,1.0,0.0,5.0,2.0,1.0,4.0,9.0,4.0,2.0,1.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-30-Sampdoria-Inter,serie-a,home,Sampdoria,Inter,30.10.2016,1,0,2016-2017,44%,56%,9.0,14.0,3.0,3.0,5.0,9.0,1.0,2.0,21.0,18.0,4.0,5.0,3.0,7.0,3.0,2.0,15.0,14.0,1.0,3.0,50%,50%,8.0,6.0,2.0,2.0,5.0,3.0,1.0,1.0,9.0,8.0,3.0,4.0,1.0,4.0,2.0,1.0,7.0,5.0,37%,63%,1.0,8.0,1.0,1.0,0.0,6.0,0.0,1.0,12.0,10.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-31-Cagliari-Palermo,serie-a,home,Cagliari,Palermo,31.10.2016,2,1,2016-2017,41%,59%,8.0,12.0,4.0,3.0,2.0,4.0,2.0,5.0,16.0,22.0,2.0,4.0,3.0,0.0,2.0,2.0,19.0,16.0,5.0,3.0,47%,53%,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,12.0,11.0,0.0,2.0,2.0,0.0,1.0,2.0,9.0,12.0,35%,65%,3.0,9.0,2.0,2.0,1.0,3.0,0.0,4.0,4.0,11.0,2.0,2.0,1.0,0.0,1.0,0.0,10.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-31-Udinese-Torino,serie-a,home,Udinese,Torino,31.10.2016,2,2,2016-2017,42%,58%,16.0,13.0,5.0,3.0,7.0,5.0,4.0,5.0,20.0,13.0,4.0,4.0,0.0,2.0,1.0,3.0,13.0,19.0,2.0,3.0,45%,55%,5.0,5.0,0.0,2.0,3.0,1.0,2.0,2.0,9.0,8.0,1.0,2.0,0.0,0.0,1.0,0.0,8.0,10.0,38%,62%,11.0,8.0,5.0,1.0,4.0,4.0,2.0,3.0,11.0,5.0,3.0,2.0,0.0,2.0,0.0,3.0,5.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-05-Napoli-Lazio,serie-a,home,Napoli,Lazio,05.11.2016,1,1,2016-2017,65%,35%,18.0,7.0,8.0,3.0,6.0,4.0,4.0,0.0,16.0,14.0,9.0,2.0,2.0,1.0,2.0,7.0,12.0,15.0,0.0,2.0,65%,35%,7.0,4.0,2.0,1.0,3.0,3.0,2.0,0.0,8.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,7.0,65%,35%,11.0,3.0,6.0,2.0,3.0,1.0,2.0,0.0,8.0,9.0,7.0,0.0,1.0,0.0,1.0,5.0,8.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-05-Torino-Cagliari,serie-a,home,Torino,Cagliari,05.11.2016,5,1,2016-2017,63%,37%,23.0,10.0,9.0,7.0,9.0,2.0,5.0,1.0,12.0,16.0,5.0,4.0,1.0,3.0,6.0,4.0,15.0,10.0,1.0,2.0,54%,46%,12.0,5.0,5.0,4.0,4.0,1.0,3.0,0.0,8.0,10.0,3.0,0.0,0.0,2.0,3.0,2.0,10.0,6.0,72%,28%,11.0,5.0,4.0,3.0,5.0,1.0,2.0,1.0,4.0,6.0,2.0,4.0,1.0,1.0,3.0,2.0,5.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-06-AS Roma-Bologna,serie-a,home,AS Roma,Bologna,06.11.2016,3,0,2016-2017,54%,46%,22.0,13.0,8.0,5.0,9.0,5.0,5.0,3.0,10.0,18.0,3.0,6.0,0.0,2.0,5.0,5.0,18.0,9.0,1.0,0.0,51%,49%,9.0,5.0,2.0,3.0,6.0,2.0,1.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,3.0,1.0,9.0,5.0,57%,43%,13.0,8.0,6.0,2.0,3.0,3.0,4.0,3.0,6.0,9.0,3.0,3.0,0.0,2.0,2.0,4.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-06-Chievo-Juventus,serie-a,home,Chievo,Juventus,06.11.2016,1,2,2016-2017,41%,59%,9.0,17.0,2.0,6.0,6.0,8.0,1.0,3.0,15.0,21.0,2.0,4.0,1.0,3.0,4.0,1.0,20.0,14.0,5.0,4.0,34%,66%,4.0,10.0,0.0,2.0,3.0,6.0,1.0,2.0,7.0,10.0,2.0,1.0,0.0,1.0,2.0,0.0,10.0,6.0,49%,51%,5.0,7.0,2.0,4.0,3.0,2.0,0.0,1.0,8.0,11.0,0.0,3.0,1.0,2.0,2.0,1.0,10.0,8.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-06-Fiorentina-Sampdoria,serie-a,home,Fiorentina,Sampdoria,06.11.2016,1,1,2016-2017,53%,47%,20.0,17.0,5.0,6.0,10.0,9.0,5.0,2.0,17.0,24.0,11.0,2.0,6.0,3.0,5.0,4.0,18.0,14.0,3.0,2.0,54%,46%,12.0,6.0,3.0,1.0,4.0,4.0,5.0,1.0,6.0,13.0,7.0,1.0,5.0,1.0,1.0,2.0,8.0,5.0,52%,48%,8.0,11.0,2.0,5.0,6.0,5.0,0.0,1.0,11.0,11.0,4.0,1.0,1.0,2.0,4.0,2.0,10.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-06-Genoa-Udinese,serie-a,home,Genoa,Udinese,06.11.2016,1,1,2016-2017,64%,36%,16.0,10.0,4.0,3.0,6.0,7.0,6.0,0.0,13.0,18.0,3.0,1.0,3.0,1.0,2.0,3.0,15.0,12.0,2.0,1.0,62%,38%,7.0,5.0,1.0,3.0,2.0,2.0,4.0,0.0,8.0,10.0,3.0,0.0,3.0,1.0,2.0,0.0,7.0,7.0,66%,34%,9.0,5.0,3.0,0.0,4.0,5.0,2.0,0.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-06-Inter-Crotone,serie-a,home,Inter,Crotone,06.11.2016,3,0,2016-2017,74%,26%,25.0,4.0,9.0,0.0,11.0,3.0,5.0,1.0,10.0,12.0,18.0,4.0,3.0,1.0,0.0,6.0,9.0,10.0,1.0,2.0,74%,26%,9.0,2.0,3.0,0.0,3.0,1.0,3.0,1.0,4.0,8.0,7.0,0.0,2.0,1.0,0.0,3.0,6.0,3.0,74%,26%,16.0,2.0,6.0,0.0,8.0,2.0,2.0,0.0,6.0,4.0,11.0,4.0,1.0,0.0,0.0,3.0,3.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-06-Palermo-AC Milan,serie-a,home,Palermo,AC Milan,06.11.2016,1,2,2016-2017,52%,48%,15.0,12.0,7.0,6.0,5.0,6.0,3.0,0.0,16.0,25.0,6.0,5.0,2.0,3.0,4.0,6.0,23.0,14.0,2.0,1.0,50%,50%,4.0,6.0,3.0,2.0,1.0,4.0,0.0,0.0,7.0,11.0,4.0,2.0,2.0,1.0,1.0,3.0,9.0,7.0,54%,46%,11.0,6.0,4.0,4.0,4.0,2.0,3.0,0.0,9.0,14.0,2.0,3.0,0.0,2.0,3.0,3.0,14.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-06-Pescara-Empoli,serie-a,home,Pescara,Empoli,06.11.2016,0,4,2016-2017,54%,46%,22.0,9.0,7.0,6.0,9.0,3.0,6.0,0.0,14.0,18.0,8.0,1.0,3.0,2.0,2.0,7.0,15.0,11.0,2.0,2.0,55%,45%,13.0,4.0,4.0,3.0,4.0,1.0,5.0,0.0,8.0,9.0,3.0,0.0,0.0,1.0,0.0,4.0,9.0,5.0,53%,47%,9.0,5.0,3.0,3.0,5.0,2.0,1.0,0.0,6.0,9.0,5.0,1.0,3.0,1.0,2.0,3.0,6.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-06-Sassuolo-Atalanta,serie-a,home,Sassuolo,Atalanta,06.11.2016,0,3,2016-2017,52%,48%,15.0,15.0,3.0,8.0,7.0,3.0,5.0,4.0,20.0,10.0,3.0,7.0,0.0,0.0,5.0,3.0,10.0,20.0,4.0,2.0,52%,48%,7.0,9.0,3.0,6.0,3.0,0.0,1.0,3.0,10.0,3.0,1.0,7.0,0.0,0.0,3.0,3.0,3.0,10.0,52%,48%,8.0,6.0,0.0,2.0,4.0,3.0,4.0,1.0,10.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,10.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-19-Chievo-Cagliari,serie-a,home,Chievo,Cagliari,19.11.2016,1,0,2016-2017,53%,47%,12.0,10.0,2.0,2.0,9.0,7.0,1.0,1.0,19.0,21.0,5.0,9.0,4.0,1.0,2.0,1.0,17.0,18.0,3.0,3.0,52%,48%,4.0,4.0,1.0,0.0,3.0,4.0,0.0,0.0,9.0,13.0,2.0,3.0,3.0,0.0,0.0,1.0,10.0,9.0,54%,46%,8.0,6.0,1.0,2.0,6.0,3.0,1.0,1.0,10.0,8.0,3.0,6.0,1.0,1.0,2.0,0.0,7.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-19-Juventus-Pescara,serie-a,home,Juventus,Pescara,19.11.2016,3,0,2016-2017,62%,38%,14.0,9.0,5.0,3.0,7.0,3.0,2.0,3.0,17.0,11.0,5.0,1.0,0.0,1.0,3.0,2.0,11.0,15.0,0.0,2.0,69%,31%,5.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,9.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,55%,45%,9.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,8.0,5.0,2.0,1.0,0.0,1.0,2.0,2.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-19-Udinese-Napoli,serie-a,home,Udinese,Napoli,19.11.2016,1,2,2016-2017,30%,70%,7.0,10.0,3.0,4.0,2.0,3.0,2.0,3.0,8.0,10.0,4.0,7.0,1.0,2.0,2.0,2.0,9.0,7.0,1.0,0.0,28%,72%,4.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,6.0,3.0,1.0,1.0,0.0,0.0,2.0,5.0,4.0,32%,68%,3.0,7.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,6.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-20-AC Milan-Inter,serie-a,home,AC Milan,Inter,20.11.2016,2,2,2016-2017,34%,66%,10.0,22.0,4.0,7.0,4.0,10.0,2.0,5.0,15.0,19.0,1.0,8.0,3.0,1.0,5.0,2.0,16.0,14.0,2.0,4.0,37%,63%,3.0,10.0,3.0,2.0,0.0,7.0,0.0,1.0,7.0,12.0,0.0,5.0,2.0,0.0,2.0,2.0,10.0,7.0,31%,69%,7.0,12.0,1.0,5.0,4.0,3.0,2.0,4.0,8.0,7.0,1.0,3.0,1.0,1.0,3.0,0.0,6.0,7.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-20-Atalanta-AS Roma,serie-a,home,Atalanta,AS Roma,20.11.2016,2,1,2016-2017,49%,51%,21.0,9.0,6.0,5.0,7.0,3.0,8.0,1.0,16.0,18.0,10.0,6.0,3.0,2.0,4.0,4.0,15.0,14.0,1.0,2.0,44%,56%,6.0,8.0,2.0,4.0,3.0,3.0,1.0,1.0,6.0,6.0,0.0,4.0,1.0,0.0,3.0,2.0,5.0,5.0,54%,46%,15.0,1.0,4.0,1.0,4.0,0.0,7.0,0.0,10.0,12.0,10.0,2.0,2.0,2.0,1.0,2.0,10.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-20-Bologna-Palermo,serie-a,home,Bologna,Palermo,20.11.2016,3,1,2016-2017,49%,51%,8.0,8.0,4.0,4.0,3.0,3.0,1.0,1.0,19.0,21.0,4.0,6.0,6.0,4.0,3.0,1.0,15.0,15.0,1.0,1.0,57%,43%,4.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,11.0,12.0,3.0,0.0,4.0,2.0,1.0,1.0,8.0,9.0,41%,59%,4.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,8.0,9.0,1.0,6.0,2.0,2.0,2.0,0.0,7.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-20-Crotone-Torino,serie-a,home,Crotone,Torino,20.11.2016,0,2,2016-2017,25%,75%,15.0,16.0,5.0,4.0,4.0,4.0,6.0,8.0,8.0,14.0,6.0,5.0,3.0,2.0,2.0,5.0,11.0,6.0,1.0,1.0,23%,77%,7.0,6.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,2.0,4.0,2.0,0.0,1.0,3.0,4.0,2.0,27%,73%,8.0,10.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,8.0,4.0,1.0,1.0,2.0,1.0,2.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-20-Empoli-Fiorentina,serie-a,home,Empoli,Fiorentina,20.11.2016,0,4,2016-2017,49%,51%,13.0,24.0,6.0,13.0,4.0,8.0,3.0,3.0,13.0,11.0,5.0,4.0,5.0,1.0,9.0,6.0,7.0,12.0,1.0,3.0,47%,53%,5.0,9.0,1.0,6.0,2.0,1.0,2.0,2.0,6.0,8.0,4.0,3.0,4.0,1.0,5.0,1.0,4.0,5.0,51%,49%,8.0,15.0,5.0,7.0,2.0,7.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,4.0,5.0,3.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-20-Lazio-Genoa,serie-a,home,Lazio,Genoa,20.11.2016,3,1,2016-2017,49%,51%,18.0,13.0,4.0,3.0,8.0,7.0,6.0,3.0,20.0,15.0,3.0,5.0,2.0,3.0,2.0,1.0,15.0,19.0,1.0,3.0,56%,44%,10.0,4.0,2.0,1.0,4.0,3.0,4.0,0.0,9.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,8.0,42%,58%,8.0,9.0,2.0,2.0,4.0,4.0,2.0,3.0,11.0,8.0,2.0,4.0,1.0,1.0,1.0,0.0,9.0,11.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-20-Sampdoria-Sassuolo,serie-a,home,Sampdoria,Sassuolo,20.11.2016,3,2,2016-2017,59%,41%,21.0,11.0,8.0,5.0,9.0,5.0,4.0,1.0,19.0,20.0,9.0,1.0,3.0,3.0,3.0,5.0,17.0,17.0,4.0,3.0,60%,40%,10.0,3.0,2.0,0.0,5.0,3.0,3.0,0.0,8.0,8.0,3.0,0.0,2.0,1.0,0.0,2.0,6.0,7.0,58%,42%,11.0,8.0,6.0,5.0,4.0,2.0,1.0,1.0,11.0,12.0,6.0,1.0,1.0,2.0,3.0,3.0,11.0,10.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-26-Empoli-AC Milan,serie-a,home,Empoli,AC Milan,26.11.2016,1,4,2016-2017,39%,61%,15.0,16.0,4.0,6.0,8.0,4.0,3.0,6.0,23.0,10.0,2.0,6.0,1.0,5.0,2.0,3.0,11.0,17.0,2.0,3.0,40%,60%,9.0,10.0,3.0,3.0,6.0,2.0,0.0,5.0,11.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,5.0,7.0,38%,62%,6.0,6.0,1.0,3.0,2.0,2.0,3.0,1.0,12.0,7.0,2.0,2.0,1.0,2.0,0.0,1.0,6.0,10.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-26-Torino-Chievo,serie-a,home,Torino,Chievo,26.11.2016,2,1,2016-2017,49%,51%,16.0,10.0,4.0,3.0,7.0,7.0,5.0,0.0,13.0,16.0,10.0,2.0,1.0,3.0,2.0,2.0,13.0,10.0,2.0,1.0,53%,47%,7.0,4.0,2.0,1.0,3.0,3.0,2.0,0.0,4.0,7.0,4.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,44%,56%,9.0,6.0,2.0,2.0,4.0,4.0,3.0,0.0,9.0,9.0,6.0,2.0,0.0,3.0,1.0,2.0,8.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-27-AS Roma-Pescara,serie-a,home,AS Roma,Pescara,27.11.2016,3,2,2016-2017,61%,39%,14.0,14.0,7.0,7.0,4.0,5.0,3.0,2.0,20.0,22.0,8.0,7.0,3.0,1.0,5.0,4.0,20.0,21.0,3.0,3.0,65%,35%,9.0,7.0,4.0,3.0,2.0,3.0,3.0,1.0,9.0,9.0,3.0,4.0,0.0,1.0,3.0,2.0,9.0,8.0,56%,44%,5.0,7.0,3.0,4.0,2.0,2.0,0.0,1.0,11.0,13.0,5.0,3.0,3.0,0.0,2.0,2.0,11.0,13.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-27-Bologna-Atalanta,serie-a,home,Bologna,Atalanta,27.11.2016,0,2,2016-2017,52%,48%,9.0,14.0,2.0,2.0,4.0,11.0,3.0,1.0,14.0,15.0,6.0,9.0,0.0,2.0,0.0,2.0,15.0,12.0,5.0,2.0,54%,46%,5.0,6.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,5.0,4.0,3.0,0.0,1.0,0.0,1.0,5.0,4.0,50%,50%,4.0,8.0,1.0,1.0,1.0,7.0,2.0,0.0,9.0,10.0,2.0,6.0,0.0,1.0,0.0,1.0,10.0,8.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-27-Cagliari-Udinese,serie-a,home,Cagliari,Udinese,27.11.2016,2,1,2016-2017,44%,56%,7.0,20.0,3.0,5.0,4.0,7.0,0.0,8.0,18.0,19.0,3.0,4.0,3.0,0.0,4.0,1.0,16.0,19.0,4.0,3.0,51%,49%,3.0,7.0,1.0,1.0,2.0,5.0,0.0,1.0,8.0,10.0,2.0,1.0,2.0,0.0,1.0,0.0,8.0,9.0,37%,63%,4.0,13.0,2.0,4.0,2.0,2.0,0.0,7.0,10.0,9.0,1.0,3.0,1.0,0.0,3.0,1.0,8.0,10.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-27-Crotone-Sampdoria,serie-a,home,Crotone,Sampdoria,27.11.2016,1,1,2016-2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-27-Genoa-Juventus,serie-a,home,Genoa,Juventus,27.11.2016,3,1,2016-2017,35%,65%,12.0,12.0,6.0,2.0,6.0,8.0,0.0,2.0,9.0,27.0,3.0,6.0,1.0,1.0,1.0,3.0,26.0,8.0,3.0,2.0,34%,66%,9.0,3.0,5.0,1.0,4.0,2.0,0.0,0.0,1.0,15.0,1.0,2.0,1.0,0.0,1.0,2.0,14.0,1.0,36%,64%,3.0,9.0,1.0,1.0,2.0,6.0,0.0,2.0,8.0,12.0,2.0,4.0,0.0,1.0,0.0,1.0,12.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-27-Palermo-Lazio,serie-a,home,Palermo,Lazio,27.11.2016,0,1,2016-2017,40%,60%,18.0,19.0,4.0,6.0,11.0,7.0,3.0,6.0,19.0,18.0,4.0,5.0,3.0,1.0,5.0,4.0,15.0,18.0,3.0,1.0,38%,62%,10.0,10.0,4.0,4.0,5.0,4.0,1.0,2.0,9.0,9.0,3.0,2.0,1.0,0.0,3.0,4.0,8.0,9.0,42%,58%,8.0,9.0,0.0,2.0,6.0,3.0,2.0,4.0,10.0,9.0,1.0,3.0,2.0,1.0,2.0,0.0,7.0,9.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-11-28-Inter-Fiorentina,serie-a,home,Inter,Fiorentina,28.11.2016,4,2,2016-2017,45%,55%,22.0,12.0,9.0,6.0,7.0,4.0,6.0,2.0,17.0,29.0,7.0,2.0,1.0,3.0,4.0,5.0,28.0,15.0,5.0,3.0,38%,62%,9.0,7.0,4.0,4.0,2.0,1.0,3.0,2.0,8.0,12.0,3.0,2.0,1.0,2.0,3.0,1.0,11.0,7.0,52%,48%,13.0,5.0,5.0,2.0,5.0,3.0,3.0,0.0,9.0,17.0,4.0,0.0,0.0,1.0,1.0,4.0,17.0,8.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
