match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
serie-a-2016-2017-2016-09-17-Lazio-Pescara,serie-a,home,Lazio,Pescara,17.09.2016,3,0,2016-2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-17-Napoli-Bologna,serie-a,home,Napoli,Bologna,17.09.2016,3,1,2016-2017,61%,39%,21.0,9.0,10.0,3.0,7.0,2.0,4.0,4.0,13.0,13.0,6.0,3.0,2.0,5.0,2.0,7.0,11.0,7.0,0.0,1.0,66%,34%,11.0,2.0,6.0,1.0,3.0,0.0,2.0,1.0,10.0,8.0,3.0,3.0,1.0,3.0,1.0,5.0,7.0,6.0,56%,44%,10.0,7.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,3.0,0.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-18-Cagliari-Atalanta,serie-a,home,Cagliari,Atalanta,18.09.2016,3,0,2016-2017,40%,60%,12.0,7.0,9.0,2.0,2.0,5.0,1.0,0.0,19.0,14.0,3.0,4.0,4.0,0.0,2.0,6.0,10.0,19.0,2.0,2.0,45%,55%,6.0,6.0,5.0,2.0,1.0,4.0,0.0,0.0,11.0,7.0,2.0,1.0,1.0,0.0,2.0,4.0,7.0,12.0,34%,66%,6.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,8.0,7.0,1.0,3.0,3.0,0.0,0.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-18-Crotone-Palermo,serie-a,home,Crotone,Palermo,18.09.2016,1,1,2016-2017,28%,72%,11.0,12.0,1.0,5.0,5.0,5.0,5.0,2.0,16.0,21.0,3.0,7.0,2.0,7.0,4.0,0.0,19.0,9.0,3.0,2.0,25%,75%,3.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,10.0,10.0,1.0,3.0,0.0,4.0,1.0,0.0,10.0,6.0,31%,69%,8.0,8.0,0.0,4.0,3.0,3.0,5.0,1.0,6.0,11.0,2.0,4.0,2.0,3.0,3.0,0.0,9.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-18-Fiorentina-AS Roma,serie-a,home,Fiorentina,AS Roma,18.09.2016,1,0,2016-2017,46%,54%,8.0,14.0,4.0,3.0,2.0,7.0,2.0,4.0,12.0,11.0,5.0,6.0,1.0,1.0,3.0,3.0,10.0,11.0,1.0,1.0,44%,56%,4.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,6.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,7.0,6.0,48%,52%,4.0,10.0,4.0,2.0,0.0,4.0,0.0,4.0,6.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-18-Inter-Juventus,serie-a,home,Inter,Juventus,18.09.2016,2,1,2016-2017,48%,52%,16.0,9.0,3.0,2.0,8.0,4.0,5.0,3.0,18.0,13.0,5.0,4.0,0.0,2.0,1.0,1.0,13.0,18.0,4.0,3.0,45%,55%,7.0,3.0,0.0,1.0,4.0,1.0,3.0,1.0,11.0,5.0,1.0,3.0,0.0,1.0,1.0,0.0,5.0,10.0,51%,49%,9.0,6.0,3.0,1.0,4.0,3.0,2.0,2.0,7.0,8.0,4.0,1.0,0.0,1.0,0.0,1.0,8.0,8.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-18-Sassuolo-Genoa,serie-a,home,Sassuolo,Genoa,18.09.2016,2,0,2016-2017,44%,56%,11.0,17.0,6.0,5.0,3.0,8.0,2.0,4.0,20.0,16.0,3.0,8.0,1.0,3.0,5.0,4.0,15.0,17.0,0.0,4.0,47%,53%,4.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,10.0,6.0,2.0,2.0,1.0,2.0,0.0,0.0,5.0,8.0,41%,59%,7.0,14.0,6.0,5.0,0.0,5.0,1.0,4.0,10.0,10.0,1.0,6.0,0.0,1.0,5.0,4.0,10.0,9.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-18-Torino-Empoli,serie-a,home,Torino,Empoli,18.09.2016,0,0,2016-2017,46%,54%,14.0,5.0,5.0,2.0,8.0,3.0,1.0,0.0,10.0,24.0,8.0,5.0,5.0,3.0,2.0,5.0,19.0,7.0,4.0,3.0,48%,52%,11.0,2.0,5.0,0.0,6.0,2.0,0.0,0.0,7.0,10.0,5.0,2.0,1.0,2.0,0.0,5.0,9.0,5.0,44%,56%,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,14.0,3.0,3.0,4.0,1.0,2.0,0.0,10.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-18-Udinese-Chievo,serie-a,home,Udinese,Chievo,18.09.2016,1,2,2016-2017,38%,62%,8.0,20.0,4.0,6.0,2.0,8.0,2.0,6.0,21.0,16.0,5.0,7.0,0.0,2.0,4.0,3.0,16.0,19.0,3.0,4.0,41%,59%,3.0,7.0,2.0,2.0,0.0,5.0,1.0,0.0,11.0,7.0,3.0,0.0,0.0,0.0,2.0,1.0,7.0,11.0,34%,66%,5.0,13.0,2.0,4.0,2.0,3.0,1.0,6.0,10.0,9.0,2.0,7.0,0.0,2.0,2.0,2.0,9.0,8.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-20-AC Milan-Lazio,serie-a,home,AC Milan,Lazio,20.09.2016,2,0,2016-2017,52%,48%,17.0,20.0,8.0,5.0,6.0,12.0,3.0,3.0,12.0,15.0,3.0,8.0,1.0,2.0,5.0,6.0,16.0,12.0,1.0,4.0,57%,43%,6.0,7.0,5.0,3.0,1.0,4.0,0.0,0.0,6.0,4.0,2.0,3.0,0.0,1.0,3.0,4.0,4.0,6.0,46%,54%,11.0,13.0,3.0,2.0,5.0,8.0,3.0,3.0,6.0,11.0,1.0,5.0,1.0,1.0,2.0,2.0,12.0,6.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-AS Roma-Crotone,serie-a,home,AS Roma,Crotone,21.09.2016,4,0,2016-2017,73%,27%,20.0,11.0,7.0,3.0,8.0,4.0,5.0,4.0,12.0,12.0,11.0,5.0,1.0,5.0,3.0,3.0,12.0,7.0,0.0,1.0,70%,30%,9.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,7.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,76%,24%,11.0,7.0,4.0,2.0,4.0,3.0,3.0,2.0,5.0,7.0,4.0,4.0,0.0,3.0,2.0,2.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-Atalanta-Palermo,serie-a,home,Atalanta,Palermo,21.09.2016,0,1,2016-2017,48%,52%,16.0,7.0,5.0,2.0,7.0,4.0,4.0,1.0,12.0,23.0,7.0,5.0,4.0,1.0,1.0,5.0,20.0,12.0,3.0,2.0,48%,52%,8.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,9.0,11.0,4.0,2.0,1.0,1.0,1.0,3.0,10.0,9.0,48%,52%,8.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,12.0,3.0,3.0,3.0,0.0,0.0,2.0,10.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-Bologna-Sampdoria,serie-a,home,Bologna,Sampdoria,21.09.2016,2,0,2016-2017,40%,60%,11.0,10.0,4.0,3.0,5.0,5.0,2.0,2.0,15.0,16.0,2.0,4.0,2.0,3.0,3.0,2.0,16.0,12.0,1.0,3.0,37%,63%,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,7.0,1.0,2.0,0.0,2.0,2.0,1.0,7.0,4.0,43%,57%,6.0,6.0,2.0,1.0,3.0,4.0,1.0,1.0,9.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,8.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-Chievo-Sassuolo,serie-a,home,Chievo,Sassuolo,21.09.2016,2,1,2016-2017,43%,57%,5.0,7.0,3.0,2.0,0.0,2.0,2.0,3.0,17.0,19.0,7.0,9.0,5.0,2.0,1.0,1.0,14.0,15.0,2.0,1.0,48%,52%,2.0,5.0,2.0,1.0,0.0,1.0,0.0,3.0,9.0,9.0,4.0,4.0,2.0,2.0,0.0,0.0,7.0,7.0,38%,62%,3.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,8.0,10.0,3.0,5.0,3.0,0.0,1.0,1.0,7.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-Empoli-Inter,serie-a,home,Empoli,Inter,21.09.2016,0,2,2016-2017,53%,47%,9.0,13.0,3.0,4.0,5.0,5.0,1.0,4.0,17.0,15.0,5.0,4.0,3.0,2.0,2.0,3.0,14.0,15.0,1.0,4.0,46%,54%,3.0,10.0,2.0,3.0,0.0,4.0,1.0,3.0,10.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,8.0,60%,40%,6.0,3.0,1.0,1.0,5.0,1.0,0.0,1.0,7.0,9.0,3.0,2.0,1.0,0.0,1.0,1.0,8.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-Genoa-Napoli,serie-a,home,Genoa,Napoli,21.09.2016,0,0,2016-2017,36%,64%,12.0,14.0,5.0,3.0,2.0,9.0,5.0,2.0,14.0,20.0,5.0,8.0,4.0,3.0,3.0,5.0,16.0,11.0,4.0,2.0,37%,63%,3.0,7.0,2.0,2.0,0.0,4.0,1.0,1.0,8.0,7.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,6.0,35%,65%,9.0,7.0,3.0,1.0,2.0,5.0,4.0,1.0,6.0,13.0,4.0,5.0,2.0,1.0,1.0,3.0,11.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-Juventus-Cagliari,serie-a,home,Juventus,Cagliari,21.09.2016,4,0,2016-2017,61%,39%,28.0,2.0,13.0,0.0,9.0,2.0,6.0,0.0,13.0,20.0,9.0,0.0,1.0,1.0,0.0,9.0,19.0,12.0,1.0,3.0,65%,35%,17.0,0.0,10.0,0.0,4.0,0.0,3.0,0.0,7.0,8.0,4.0,0.0,0.0,1.0,0.0,7.0,8.0,6.0,57%,43%,11.0,2.0,3.0,0.0,5.0,2.0,3.0,0.0,6.0,12.0,5.0,0.0,1.0,0.0,0.0,2.0,11.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-Pescara-Torino,serie-a,home,Pescara,Torino,21.09.2016,0,0,2016-2017,60%,40%,19.0,11.0,4.0,3.0,11.0,6.0,4.0,2.0,16.0,14.0,9.0,4.0,1.0,1.0,3.0,4.0,13.0,15.0,3.0,4.0,58%,42%,4.0,5.0,2.0,1.0,2.0,4.0,0.0,0.0,9.0,7.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,8.0,62%,38%,15.0,6.0,2.0,2.0,9.0,2.0,4.0,2.0,7.0,7.0,9.0,3.0,1.0,0.0,2.0,2.0,7.0,7.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-21-Udinese-Fiorentina,serie-a,home,Udinese,Fiorentina,21.09.2016,2,2,2016-2017,31%,69%,14.0,7.0,5.0,3.0,6.0,0.0,3.0,4.0,17.0,16.0,4.0,3.0,1.0,2.0,2.0,3.0,16.0,15.0,1.0,3.0,29%,71%,9.0,2.0,4.0,0.0,3.0,0.0,2.0,2.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,33%,67%,5.0,5.0,1.0,3.0,3.0,0.0,1.0,2.0,8.0,10.0,1.0,3.0,1.0,2.0,2.0,1.0,11.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-24-Napoli-Chievo,serie-a,home,Napoli,Chievo,24.09.2016,2,0,2016-2017,55%,45%,13.0,7.0,5.0,2.0,7.0,2.0,1.0,3.0,18.0,12.0,4.0,2.0,0.0,1.0,2.0,3.0,12.0,16.0,2.0,4.0,60%,40%,9.0,3.0,4.0,0.0,5.0,1.0,0.0,2.0,11.0,5.0,3.0,1.0,0.0,0.0,0.0,2.0,5.0,10.0,50%,50%,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,1.0,2.0,1.0,7.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-24-Palermo-Juventus,serie-a,home,Palermo,Juventus,24.09.2016,0,1,2016-2017,47%,53%,4.0,14.0,2.0,6.0,1.0,6.0,1.0,2.0,11.0,16.0,2.0,9.0,1.0,2.0,5.0,2.0,16.0,9.0,3.0,3.0,38%,62%,2.0,9.0,1.0,4.0,1.0,4.0,0.0,1.0,4.0,9.0,1.0,5.0,0.0,1.0,4.0,1.0,9.0,3.0,56%,44%,2.0,5.0,1.0,2.0,0.0,2.0,1.0,1.0,7.0,7.0,1.0,4.0,1.0,1.0,1.0,1.0,7.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-25-Fiorentina-AC Milan,serie-a,home,Fiorentina,AC Milan,25.09.2016,0,0,2016-2017,62%,38%,20.0,12.0,5.0,1.0,9.0,6.0,6.0,5.0,13.0,12.0,6.0,3.0,2.0,2.0,1.0,5.0,10.0,12.0,2.0,4.0,57%,43%,8.0,5.0,0.0,0.0,7.0,3.0,1.0,2.0,8.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,8.0,67%,33%,12.0,7.0,5.0,1.0,2.0,3.0,5.0,3.0,5.0,6.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-25-Genoa-Pescara,serie-a,home,Genoa,Pescara,25.09.2016,1,1,2016-2017,43%,57%,8.0,11.0,4.0,4.0,2.0,6.0,2.0,1.0,13.0,24.0,1.0,5.0,2.0,4.0,3.0,3.0,22.0,10.0,4.0,3.0,53%,47%,3.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,13.0,1.0,1.0,1.0,2.0,2.0,1.0,12.0,2.0,33%,67%,5.0,7.0,3.0,2.0,1.0,4.0,1.0,1.0,10.0,11.0,0.0,4.0,1.0,2.0,1.0,2.0,10.0,8.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-25-Inter-Bologna,serie-a,home,Inter,Bologna,25.09.2016,1,1,2016-2017,61%,39%,22.0,8.0,6.0,3.0,13.0,2.0,3.0,3.0,7.0,14.0,11.0,4.0,3.0,0.0,2.0,5.0,12.0,7.0,0.0,4.0,63%,37%,9.0,3.0,4.0,1.0,4.0,2.0,1.0,0.0,4.0,6.0,5.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,59%,41%,13.0,5.0,2.0,2.0,9.0,0.0,2.0,3.0,3.0,8.0,6.0,4.0,2.0,0.0,2.0,2.0,7.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-25-Lazio-Empoli,serie-a,home,Lazio,Empoli,25.09.2016,2,0,2016-2017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-25-Sassuolo-Udinese,serie-a,home,Sassuolo,Udinese,25.09.2016,1,0,2016-2017,56%,44%,12.0,11.0,5.0,3.0,5.0,4.0,2.0,4.0,13.0,15.0,6.0,9.0,2.0,1.0,3.0,4.0,14.0,12.0,3.0,2.0,60%,40%,5.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,9.0,6.0,0.0,1.0,0.0,0.0,2.0,8.0,3.0,52%,48%,7.0,9.0,2.0,3.0,3.0,3.0,2.0,3.0,10.0,6.0,0.0,9.0,1.0,1.0,3.0,2.0,6.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-25-Torino-AS Roma,serie-a,home,Torino,AS Roma,25.09.2016,3,1,2016-2017,31%,69%,18.0,21.0,9.0,5.0,5.0,13.0,4.0,3.0,11.0,15.0,7.0,13.0,2.0,0.0,4.0,6.0,15.0,12.0,1.0,4.0,30%,70%,8.0,11.0,4.0,3.0,2.0,7.0,2.0,1.0,3.0,9.0,3.0,7.0,2.0,0.0,3.0,3.0,8.0,3.0,32%,68%,10.0,10.0,5.0,2.0,3.0,6.0,2.0,2.0,8.0,6.0,4.0,6.0,0.0,0.0,1.0,3.0,7.0,9.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-26-Cagliari-Sampdoria,serie-a,home,Cagliari,Sampdoria,26.09.2016,2,1,2016-2017,40%,60%,9.0,18.0,3.0,2.0,2.0,8.0,4.0,8.0,16.0,27.0,3.0,10.0,10.0,1.0,1.0,1.0,16.0,15.0,2.0,3.0,41%,59%,4.0,8.0,2.0,1.0,1.0,2.0,1.0,5.0,9.0,15.0,2.0,4.0,7.0,1.0,1.0,1.0,8.0,8.0,39%,61%,5.0,10.0,1.0,1.0,1.0,6.0,3.0,3.0,7.0,12.0,1.0,6.0,3.0,0.0,0.0,0.0,8.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-09-26-Crotone-Atalanta,serie-a,home,Crotone,Atalanta,26.09.2016,1,3,2016-2017,55%,45%,10.0,12.0,3.0,8.0,6.0,4.0,1.0,0.0,16.0,22.0,6.0,3.0,1.0,2.0,5.0,2.0,21.0,14.0,3.0,1.0,53%,47%,2.0,11.0,0.0,7.0,2.0,4.0,0.0,0.0,9.0,5.0,0.0,2.0,0.0,1.0,4.0,0.0,5.0,8.0,57%,43%,8.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,7.0,17.0,6.0,1.0,1.0,1.0,1.0,2.0,16.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-01-Pescara-Chievo,serie-a,home,Pescara,Chievo,01.10.2016,0,2,2016-2017,59%,41%,11.0,15.0,2.0,4.0,5.0,7.0,4.0,4.0,14.0,14.0,11.0,5.0,3.0,0.0,2.0,2.0,11.0,14.0,1.0,3.0,60%,40%,5.0,12.0,2.0,2.0,2.0,6.0,1.0,4.0,8.0,6.0,4.0,4.0,1.0,0.0,2.0,2.0,5.0,8.0,58%,42%,6.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,6.0,8.0,7.0,1.0,2.0,0.0,0.0,0.0,6.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-01-Udinese-Lazio,serie-a,home,Udinese,Lazio,01.10.2016,0,3,2016-2017,46%,54%,15.0,15.0,3.0,5.0,6.0,5.0,6.0,5.0,13.0,7.0,5.0,9.0,3.0,2.0,2.0,3.0,4.0,12.0,2.0,1.0,38%,62%,5.0,4.0,0.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,3.0,5.0,55%,45%,10.0,11.0,3.0,4.0,3.0,4.0,4.0,3.0,8.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-02-AC Milan-Sassuolo,serie-a,home,AC Milan,Sassuolo,02.10.2016,4,3,2016-2017,53%,47%,15.0,7.0,6.0,5.0,4.0,0.0,5.0,2.0,10.0,10.0,5.0,4.0,0.0,2.0,2.0,2.0,10.0,10.0,1.0,5.0,62%,38%,7.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0,6.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,5.0,44%,56%,8.0,5.0,5.0,3.0,2.0,0.0,1.0,2.0,4.0,8.0,3.0,3.0,0.0,1.0,1.0,2.0,8.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-02-AS Roma-Inter,serie-a,home,AS Roma,Inter,02.10.2016,2,1,2016-2017,36%,64%,19.0,17.0,8.0,5.0,9.0,9.0,2.0,3.0,18.0,10.0,3.0,10.0,2.0,1.0,4.0,6.0,9.0,17.0,1.0,2.0,38%,62%,12.0,10.0,5.0,3.0,6.0,5.0,1.0,2.0,6.0,6.0,2.0,8.0,1.0,0.0,3.0,4.0,5.0,6.0,34%,66%,7.0,7.0,3.0,2.0,3.0,4.0,1.0,1.0,12.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-02-Atalanta-Napoli,serie-a,home,Atalanta,Napoli,02.10.2016,1,0,2016-2017,31%,69%,10.0,13.0,4.0,3.0,4.0,8.0,2.0,2.0,16.0,11.0,4.0,12.0,0.0,3.0,3.0,3.0,11.0,13.0,3.0,3.0,32%,68%,6.0,9.0,2.0,3.0,3.0,5.0,1.0,1.0,8.0,5.0,2.0,5.0,0.0,3.0,3.0,1.0,5.0,5.0,30%,70%,4.0,4.0,2.0,0.0,1.0,3.0,1.0,1.0,8.0,6.0,2.0,7.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-02-Bologna-Genoa,serie-a,home,Bologna,Genoa,02.10.2016,0,1,2016-2017,43%,57%,6.0,13.0,3.0,4.0,2.0,6.0,1.0,3.0,28.0,8.0,7.0,3.0,0.0,6.0,3.0,3.0,8.0,22.0,1.0,5.0,58%,42%,2.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,16.0,6.0,3.0,3.0,0.0,1.0,0.0,1.0,6.0,15.0,28%,72%,4.0,10.0,2.0,4.0,1.0,4.0,1.0,2.0,12.0,2.0,4.0,0.0,0.0,5.0,3.0,2.0,2.0,7.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
serie-a-2016-2017-2016-10-02-Cagliari-Crotone,serie-a,home,Cagliari,Crotone,02.10.2016,2,1,2016-2017,52%,48%,14.0,22.0,9.0,8.0,5.0,12.0,0.0,2.0,19.0,14.0,6.0,14.0,0.0,5.0,7.0,7.0,14.0,14.0,0.0,4.0,59%,41%,8.0,9.0,7.0,2.0,1.0,6.0,0.0,1.0,11.0,7.0,5.0,5.0,0.0,4.0,2.0,6.0,7.0,7.0,44%,56%,6.0,13.0,2.0,6.0,4.0,6.0,0.0,1.0,8.0,7.0,1.0,9.0,0.0,1.0,5.0,1.0,7.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
