match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Red Cards,opponent 1st half Red Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Tackles,opponent Match Tackles,1st half Tackles,opponent 1st half Tackles,2nd half Tackles,opponent 2nd half Tackles
serie-a-2017-2018-2018-03-31-Bologna-AS Roma,serie-a,home,Bologna,AS Roma,31.03.2018,1,1,2017-2018,31%,69%,6.0,17.0,1.0,5.0,2.0,8.0,3.0,4.0,12.0,18.0,3.0,11.0,5.0,3.0,4.0,0.0,14.0,7.0,31.0,52.0,30.0,45.0,35%,65%,5.0,9.0,1.0,3.0,2.0,5.0,2.0,1.0,6.0,7.0,1.0,4.0,1.0,2.0,3.0,0.0,6.0,4.0,12.0,22.0,12.0,17.0,27%,73%,1.0,8.0,0.0,2.0,0.0,3.0,1.0,3.0,6.0,11.0,2.0,7.0,4.0,1.0,1.0,0.0,8.0,3.0,19.0,30.0,18.0,28.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-03-31-Cagliari-Torino,serie-a,home,Cagliari,Torino,31.03.2018,0,4,2017-2018,46%,54%,9.0,13.0,2.0,6.0,5.0,3.0,2.0,4.0,17.0,11.0,5.0,7.0,1.0,0.0,2.0,2.0,10.0,16.0,92.0,98.0,88.0,75.0,46%,54%,6.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,10.0,7.0,2.0,1.0,1.0,0.0,0.0,1.0,6.0,9.0,46.0,45.0,49.0,23.0,46%,54%,3.0,11.0,1.0,6.0,1.0,1.0,1.0,4.0,7.0,4.0,3.0,6.0,0.0,0.0,2.0,1.0,4.0,7.0,46.0,53.0,39.0,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-03-31-Chievo-Sampdoria,serie-a,home,Chievo,Sampdoria,31.03.2018,2,1,2017-2018,41%,59%,7.0,15.0,4.0,7.0,3.0,5.0,0.0,3.0,8.0,13.0,2.0,6.0,3.0,0.0,6.0,2.0,15.0,11.0,68.0,62.0,29.0,20.0,43%,57%,1.0,9.0,0.0,4.0,1.0,2.0,0.0,3.0,3.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,6.0,5.0,27.0,28.0,9.0,9.0,39%,61%,6.0,6.0,4.0,3.0,2.0,3.0,0.0,0.0,5.0,9.0,1.0,4.0,1.0,0.0,3.0,2.0,9.0,6.0,41.0,34.0,20.0,11.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-03-31-Fiorentina-Crotone,serie-a,home,Fiorentina,Crotone,31.03.2018,2,0,2017-2018,58%,42%,15.0,6.0,6.0,2.0,6.0,3.0,3.0,1.0,12.0,22.0,6.0,3.0,1.0,2.0,2.0,4.0,21.0,10.0,95.0,97.0,50.0,57.0,49%,51%,7.0,3.0,4.0,1.0,2.0,2.0,1.0,0.0,4.0,13.0,2.0,2.0,1.0,1.0,1.0,3.0,12.0,3.0,35.0,57.0,15.0,33.0,67%,33%,8.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,8.0,9.0,4.0,1.0,0.0,1.0,1.0,1.0,9.0,7.0,60.0,40.0,35.0,24.0,0.0,1.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-03-31-Genoa-Spal,serie-a,home,Genoa,Spal,31.03.2018,1,1,2017-2018,54%,46%,15.0,7.0,2.0,4.0,5.0,2.0,8.0,1.0,10.0,23.0,7.0,2.0,1.0,0.0,3.0,2.0,26.0,13.0,101.0,74.0,76.0,26.0,42%,58%,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,12.0,3.0,2.0,0.0,0.0,1.0,2.0,12.0,8.0,35.0,39.0,27.0,17.0,66%,34%,10.0,4.0,-1.0,3.0,4.0,1.0,7.0,0.0,4.0,11.0,4.0,0.0,1.0,0.0,2.0,0.0,14.0,5.0,66.0,35.0,49.0,9.0,0.0,1.0,4.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-03-31-Inter-Verona,serie-a,home,Inter,Verona,31.03.2018,3,0,2017-2018,68%,32%,23.0,8.0,4.0,1.0,13.0,5.0,6.0,2.0,9.0,11.0,5.0,3.0,5.0,0.0,1.0,1.0,7.0,11.0,113.0,70.0,73.0,41.0,71%,29%,10.0,4.0,2.0,0.0,5.0,2.0,3.0,2.0,8.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,4.0,8.0,52.0,29.0,40.0,16.0,65%,35%,13.0,4.0,2.0,1.0,8.0,3.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,61.0,41.0,33.0,25.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-03-31-Juventus-AC Milan,serie-a,home,Juventus,AC Milan,31.03.2018,3,1,2017-2018,52%,48%,7.0,10.0,4.0,5.0,2.0,5.0,1.0,0.0,18.0,11.0,2.0,3.0,4.0,1.0,4.0,1.0,9.0,17.0,36.0,36.0,23.0,26.0,45%,55%,4.0,4.0,2.0,1.0,1.0,3.0,1.0,0.0,9.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,5.0,9.0,11.0,13.0,6.0,9.0,59%,41%,3.0,6.0,2.0,4.0,1.0,2.0,0.0,0.0,9.0,6.0,1.0,1.0,3.0,1.0,4.0,0.0,4.0,8.0,25.0,23.0,17.0,17.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-03-31-Lazio-Benevento,serie-a,home,Lazio,Benevento,31.03.2018,6,2,2017-2018,68%,32%,27.0,6.0,14.0,3.0,9.0,3.0,4.0,0.0,11.0,19.0,8.0,2.0,5.0,1.0,1.0,8.0,14.0,11.0,98.0,59.0,111.0,37.0,65%,35%,10.0,4.0,2.0,2.0,7.0,2.0,1.0,0.0,6.0,14.0,2.0,2.0,4.0,0.0,1.0,1.0,10.0,6.0,44.0,30.0,52.0,22.0,71%,29%,17.0,2.0,12.0,1.0,2.0,1.0,3.0,0.0,5.0,5.0,6.0,0.0,1.0,1.0,0.0,7.0,4.0,5.0,54.0,29.0,59.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-03-31-Sassuolo-Napoli,serie-a,home,Sassuolo,Napoli,31.03.2018,1,1,2017-2018,25%,75%,10.0,12.0,4.0,4.0,5.0,5.0,1.0,3.0,8.0,13.0,4.0,5.0,6.0,4.0,3.0,3.0,16.0,10.0,92.0,120.0,54.0,117.0,28%,72%,4.0,5.0,2.0,2.0,2.0,2.0,0.0,1.0,5.0,7.0,1.0,1.0,3.0,3.0,2.0,1.0,8.0,7.0,46.0,50.0,23.0,49.0,22%,78%,6.0,7.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,8.0,3.0,46.0,70.0,31.0,68.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-03-Atalanta-Sampdoria,serie-a,home,Atalanta,Sampdoria,03.04.2018,1,2,2017-2018,60%,40%,16.0,10.0,1.0,3.0,6.0,5.0,9.0,2.0,11.0,13.0,10.0,7.0,4.0,1.0,1.0,0.0,9.0,10.0,114.0,76.0,99.0,83.0,60%,40%,9.0,3.0,0.0,2.0,4.0,1.0,5.0,0.0,2.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,64.0,36.0,54.0,23.0,60%,40%,7.0,7.0,1.0,1.0,2.0,4.0,4.0,2.0,9.0,7.0,5.0,6.0,3.0,1.0,0.0,0.0,5.0,7.0,50.0,40.0,45.0,60.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-03-Genoa-Cagliari,serie-a,home,Genoa,Cagliari,03.04.2018,2,1,2017-2018,49%,51%,8.0,9.0,2.0,4.0,4.0,4.0,2.0,1.0,17.0,22.0,4.0,3.0,5.0,1.0,3.0,0.0,17.0,16.0,93.0,106.0,85.0,73.0,56%,44%,3.0,5.0,0.0,3.0,2.0,1.0,1.0,1.0,6.0,14.0,2.0,0.0,4.0,1.0,3.0,0.0,9.0,5.0,51.0,47.0,48.0,27.0,42%,58%,5.0,4.0,2.0,1.0,2.0,3.0,1.0,0.0,11.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0,11.0,42.0,59.0,37.0,46.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-03-Udinese-Fiorentina,serie-a,home,Udinese,Fiorentina,03.04.2018,0,2,2017-2018,51%,49%,13.0,15.0,4.0,4.0,8.0,4.0,1.0,7.0,15.0,11.0,5.0,6.0,0.0,0.0,2.0,4.0,11.0,17.0,118.0,104.0,72.0,54.0,46%,54%,5.0,8.0,3.0,2.0,1.0,3.0,1.0,3.0,6.0,8.0,1.0,2.0,0.0,0.0,1.0,3.0,8.0,7.0,61.0,52.0,34.0,24.0,56%,44%,8.0,7.0,1.0,2.0,7.0,1.0,0.0,4.0,9.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,10.0,57.0,52.0,38.0,30.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-04-AC Milan-Inter,serie-a,home,AC Milan,Inter,04.04.2018,0,0,2017-2018,44%,56%,13.0,14.0,3.0,2.0,7.0,8.0,3.0,4.0,13.0,10.0,7.0,4.0,3.0,3.0,2.0,3.0,7.0,11.0,79.0,102.0,61.0,79.0,47%,53%,3.0,6.0,2.0,2.0,1.0,2.0,0.0,2.0,8.0,3.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,6.0,43.0,53.0,25.0,35.0,41%,59%,10.0,8.0,1.0,0.0,6.0,6.0,3.0,2.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,1.0,4.0,5.0,36.0,49.0,36.0,44.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-04-Benevento-Verona,serie-a,home,Benevento,Verona,04.04.2018,3,0,2017-2018,64%,36%,22.0,3.0,15.0,0.0,5.0,3.0,2.0,0.0,25.0,13.0,9.0,2.0,2.0,9.0,0.0,12.0,11.0,16.0,142.0,82.0,104.0,65.0,67%,33%,10.0,1.0,7.0,0.0,3.0,1.0,0.0,0.0,12.0,7.0,5.0,1.0,1.0,4.0,0.0,6.0,6.0,8.0,65.0,40.0,50.0,36.0,61%,39%,12.0,2.0,8.0,0.0,2.0,2.0,2.0,0.0,13.0,6.0,4.0,1.0,1.0,5.0,0.0,6.0,5.0,8.0,77.0,42.0,54.0,29.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-04-Chievo-Sassuolo,serie-a,home,Chievo,Sassuolo,04.04.2018,1,1,2017-2018,60%,40%,6.0,12.0,2.0,4.0,4.0,5.0,0.0,3.0,7.0,22.0,2.0,1.0,1.0,2.0,3.0,1.0,21.0,5.0,124.0,107.0,71.0,73.0,57%,43%,1.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,12.0,0.0,1.0,0.0,2.0,1.0,1.0,12.0,3.0,56.0,59.0,27.0,43.0,63%,37%,5.0,8.0,1.0,3.0,4.0,3.0,0.0,2.0,2.0,10.0,2.0,0.0,1.0,0.0,2.0,0.0,9.0,2.0,68.0,48.0,44.0,30.0,0.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-04-Torino-Crotone,serie-a,home,Torino,Crotone,04.04.2018,4,1,2017-2018,65%,35%,9.0,12.0,5.0,2.0,3.0,7.0,1.0,3.0,13.0,14.0,3.0,3.0,1.0,1.0,1.0,1.0,13.0,12.0,122.0,114.0,58.0,58.0,65%,35%,7.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,7.0,3.0,2.0,0.0,0.0,1.0,1.0,7.0,4.0,57.0,57.0,34.0,30.0,65%,35%,2.0,8.0,1.0,1.0,1.0,5.0,0.0,2.0,9.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,8.0,65.0,57.0,24.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-07-AS Roma-Fiorentina,serie-a,home,AS Roma,Fiorentina,07.04.2018,0,2,2017-2018,71%,29%,25.0,4.0,8.0,3.0,11.0,0.0,6.0,1.0,12.0,10.0,9.0,1.0,1.0,3.0,1.0,8.0,8.0,9.0,151.0,61.0,156.0,31.0,66%,34%,10.0,4.0,5.0,3.0,4.0,0.0,1.0,1.0,7.0,3.0,4.0,0.0,0.0,3.0,1.0,5.0,3.0,4.0,69.0,26.0,60.0,17.0,76%,24%,15.0,0.0,3.0,0.0,7.0,0.0,5.0,0.0,5.0,7.0,5.0,1.0,1.0,0.0,0.0,3.0,5.0,5.0,82.0,35.0,96.0,14.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-07-Benevento-Juventus,serie-a,home,Benevento,Juventus,07.04.2018,2,4,2017-2018,45%,55%,16.0,15.0,6.0,5.0,8.0,5.0,2.0,5.0,14.0,9.0,9.0,2.0,1.0,4.0,1.0,4.0,10.0,10.0,63.0,102.0,50.0,61.0,39%,61%,7.0,8.0,3.0,3.0,3.0,2.0,1.0,3.0,9.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,6.0,6.0,33.0,66.0,25.0,37.0,51%,49%,9.0,7.0,3.0,2.0,5.0,3.0,1.0,2.0,5.0,3.0,7.0,1.0,0.0,1.0,0.0,2.0,4.0,4.0,30.0,36.0,25.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-07-Sampdoria-Genoa,serie-a,home,Sampdoria,Genoa,07.04.2018,0,0,2017-2018,64%,36%,18.0,7.0,4.0,2.0,4.0,0.0,10.0,5.0,17.0,13.0,5.0,1.0,2.0,5.0,2.0,4.0,10.0,13.0,185.0,151.0,118.0,81.0,58%,42%,7.0,3.0,1.0,1.0,1.0,0.0,5.0,2.0,11.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,10.0,84.0,92.0,46.0,48.0,70%,30%,11.0,4.0,3.0,1.0,3.0,0.0,5.0,3.0,6.0,9.0,3.0,1.0,1.0,3.0,1.0,3.0,7.0,3.0,101.0,59.0,72.0,33.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-07-Spal-Atalanta,serie-a,home,Spal,Atalanta,07.04.2018,1,1,2017-2018,44%,56%,8.0,18.0,4.0,6.0,3.0,8.0,1.0,4.0,26.0,8.0,3.0,3.0,0.0,3.0,5.0,3.0,10.0,24.0,106.0,103.0,66.0,81.0,47%,53%,7.0,5.0,4.0,2.0,2.0,3.0,1.0,0.0,13.0,4.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,13.0,51.0,51.0,29.0,36.0,41%,59%,1.0,13.0,0.0,4.0,1.0,5.0,0.0,4.0,13.0,4.0,1.0,2.0,0.0,2.0,3.0,0.0,6.0,11.0,55.0,52.0,37.0,45.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-08-AC Milan-Sassuolo,serie-a,home,AC Milan,Sassuolo,08.04.2018,1,1,2017-2018,78%,22%,22.0,8.0,8.0,3.0,8.0,3.0,6.0,2.0,14.0,17.0,12.0,3.0,3.0,4.0,2.0,7.0,15.0,10.0,59.0,26.0,52.0,21.0,75%,25%,11.0,3.0,5.0,1.0,3.0,2.0,3.0,0.0,6.0,5.0,7.0,3.0,0.0,1.0,1.0,5.0,5.0,5.0,23.0,12.0,21.0,11.0,81%,19%,11.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,8.0,12.0,5.0,0.0,3.0,3.0,1.0,2.0,10.0,5.0,36.0,14.0,31.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-08-Crotone-Bologna,serie-a,home,Crotone,Bologna,08.04.2018,1,0,2017-2018,41%,59%,6.0,11.0,5.0,1.0,0.0,7.0,1.0,3.0,22.0,19.0,1.0,5.0,2.0,0.0,1.0,4.0,16.0,20.0,76.0,71.0,42.0,44.0,47%,53%,3.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,9.0,8.0,1.0,2.0,0.0,0.0,1.0,2.0,8.0,8.0,36.0,32.0,21.0,20.0,35%,65%,3.0,7.0,2.0,0.0,0.0,4.0,1.0,3.0,13.0,11.0,0.0,3.0,2.0,0.0,0.0,2.0,8.0,12.0,40.0,39.0,21.0,24.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-08-Napoli-Chievo,serie-a,home,Napoli,Chievo,08.04.2018,2,1,2017-2018,76%,24%,33.0,4.0,12.0,2.0,9.0,2.0,12.0,0.0,17.0,8.0,14.0,0.0,1.0,6.0,1.0,10.0,7.0,12.0,71.0,30.0,62.0,18.0,72%,28%,12.0,1.0,3.0,0.0,4.0,1.0,5.0,0.0,8.0,3.0,6.0,0.0,1.0,3.0,0.0,3.0,2.0,5.0,38.0,12.0,33.0,8.0,80%,20%,21.0,3.0,9.0,2.0,5.0,1.0,7.0,0.0,9.0,5.0,8.0,0.0,0.0,3.0,1.0,7.0,5.0,7.0,33.0,18.0,29.0,10.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-08-Torino-Inter,serie-a,home,Torino,Inter,08.04.2018,1,0,2017-2018,38%,62%,10.0,15.0,3.0,8.0,7.0,6.0,0.0,1.0,17.0,8.0,1.0,16.0,3.0,2.0,8.0,2.0,5.0,16.0,47.0,59.0,41.0,53.0,46%,54%,5.0,10.0,1.0,6.0,4.0,3.0,0.0,1.0,7.0,4.0,0.0,7.0,2.0,1.0,6.0,0.0,2.0,7.0,29.0,29.0,24.0,23.0,30%,70%,5.0,5.0,2.0,2.0,3.0,3.0,0.0,0.0,10.0,4.0,1.0,9.0,1.0,1.0,2.0,2.0,3.0,9.0,18.0,30.0,17.0,30.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-08-Udinese-Lazio,serie-a,home,Udinese,Lazio,08.04.2018,1,2,2017-2018,37%,63%,10.0,14.0,3.0,4.0,7.0,7.0,0.0,3.0,8.0,11.0,5.0,5.0,2.0,1.0,2.0,2.0,9.0,7.0,60.0,86.0,49.0,50.0,33%,67%,6.0,6.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,5.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,2.0,30.0,46.0,25.0,27.0,41%,59%,4.0,8.0,0.0,1.0,4.0,5.0,0.0,2.0,6.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,5.0,30.0,40.0,24.0,23.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-08-Verona-Cagliari,serie-a,home,Verona,Cagliari,08.04.2018,1,0,2017-2018,45%,55%,11.0,10.0,4.0,3.0,4.0,1.0,3.0,6.0,13.0,23.0,2.0,9.0,4.0,1.0,3.0,3.0,18.0,13.0,66.0,77.0,27.0,39.0,57%,43%,6.0,5.0,2.0,2.0,2.0,0.0,2.0,3.0,7.0,10.0,0.0,4.0,2.0,0.0,2.0,1.0,7.0,8.0,36.0,33.0,14.0,17.0,33%,67%,5.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,13.0,2.0,5.0,2.0,1.0,1.0,2.0,11.0,5.0,30.0,44.0,13.0,22.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-14-Atalanta-Inter,serie-a,home,Atalanta,Inter,14.04.2018,0,0,2017-2018,48%,52%,16.0,10.0,4.0,2.0,9.0,6.0,3.0,2.0,8.0,16.0,8.0,4.0,2.0,3.0,2.0,4.0,14.0,5.0,58.0,34.0,49.0,23.0,54%,46%,11.0,3.0,4.0,1.0,6.0,2.0,1.0,0.0,4.0,8.0,5.0,2.0,1.0,2.0,1.0,4.0,7.0,2.0,36.0,14.0,31.0,10.0,42%,58%,5.0,7.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,8.0,3.0,2.0,1.0,1.0,1.0,0.0,7.0,3.0,22.0,20.0,18.0,13.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-14-Cagliari-Udinese,serie-a,home,Cagliari,Udinese,14.04.2018,2,1,2017-2018,60%,40%,12.0,7.0,3.0,1.0,6.0,6.0,3.0,0.0,15.0,13.0,7.0,3.0,2.0,2.0,0.0,1.0,11.0,12.0,113.0,82.0,88.0,64.0,65%,35%,8.0,5.0,1.0,1.0,4.0,4.0,3.0,0.0,9.0,8.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,8.0,64.0,43.0,42.0,27.0,55%,45%,4.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,5.0,5.0,3.0,0.0,1.0,0.0,1.0,5.0,4.0,49.0,39.0,46.0,37.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-14-Chievo-Torino,serie-a,home,Chievo,Torino,14.04.2018,0,0,2017-2018,37%,63%,6.0,12.0,0.0,3.0,6.0,6.0,0.0,3.0,11.0,17.0,4.0,4.0,2.0,1.0,3.0,0.0,15.0,11.0,154.0,192.0,95.0,107.0,35%,65%,0.0,7.0,0.0,1.0,0.0,5.0,0.0,1.0,4.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,4.0,74.0,109.0,45.0,58.0,39%,61%,6.0,5.0,0.0,2.0,6.0,1.0,0.0,2.0,7.0,10.0,3.0,3.0,1.0,1.0,2.0,0.0,9.0,7.0,80.0,83.0,50.0,49.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2018-04-14-Genoa-Crotone,serie-a,home,Genoa,Crotone,14.04.2018,1,0,2017-2018,45%,55%,17.0,10.0,5.0,1.0,8.0,6.0,4.0,3.0,15.0,22.0,5.0,4.0,1.0,0.0,1.0,4.0,21.0,15.0,50.0,52.0,41.0,40.0,56%,44%,12.0,4.0,4.0,0.0,6.0,3.0,2.0,1.0,8.0,7.0,5.0,1.0,0.0,0.0,0.0,3.0,7.0,8.0,28.0,18.0,23.0,14.0,34%,66%,5.0,6.0,1.0,1.0,2.0,3.0,2.0,2.0,7.0,15.0,0.0,3.0,1.0,0.0,1.0,1.0,14.0,7.0,22.0,34.0,18.0,26.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
