match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Red Cards,opponent 1st half Red Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Tackles,opponent Match Tackles,1st half Tackles,opponent 1st half Tackles,2nd half Tackles,opponent 2nd half Tackles
serie-a-2017-2018-2017-10-25-Atalanta-Verona,serie-a,home,Atalanta,Verona,25.10.2017,3,0,2017-2018,64%,36%,23.0,11.0,7.0,3.0,11.0,3.0,5.0,5.0,15.0,9.0,5.0,5.0,2.0,1.0,3.0,4.0,7.0,14.0,164.0,98.0,102.0,43.0,65%,35%,12.0,8.0,3.0,2.0,6.0,3.0,3.0,3.0,8.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,7.0,82.0,48.0,46.0,21.0,63%,37%,11.0,3.0,4.0,1.0,5.0,0.0,2.0,2.0,7.0,6.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,7.0,82.0,50.0,56.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-25-Bologna-Lazio,serie-a,home,Bologna,Lazio,25.10.2017,1,2,2017-2018,50%,50%,9.0,14.0,3.0,3.0,4.0,11.0,2.0,0.0,14.0,12.0,10.0,4.0,1.0,5.0,1.0,2.0,12.0,9.0,119.0,110.0,82.0,68.0,49%,51%,4.0,10.0,2.0,3.0,1.0,7.0,1.0,0.0,5.0,3.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,62.0,43.0,38.0,36.0,51%,49%,5.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,9.0,9.0,5.0,1.0,0.0,2.0,0.0,0.0,10.0,7.0,57.0,67.0,44.0,32.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-25-Cagliari-Benevento,serie-a,home,Cagliari,Benevento,25.10.2017,2,1,2017-2018,40%,60%,13.0,9.0,5.0,3.0,4.0,4.0,4.0,2.0,16.0,28.0,5.0,2.0,4.0,2.0,2.0,3.0,26.0,15.0,77.0,65.0,64.0,44.0,44%,56%,9.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,9.0,13.0,2.0,0.0,2.0,1.0,0.0,2.0,11.0,8.0,43.0,30.0,37.0,18.0,36%,64%,4.0,9.0,2.0,3.0,1.0,4.0,1.0,2.0,7.0,15.0,3.0,2.0,2.0,1.0,2.0,1.0,15.0,7.0,34.0,35.0,27.0,26.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-25-Chievo-AC Milan,serie-a,home,Chievo,AC Milan,25.10.2017,1,4,2017-2018,42%,58%,9.0,18.0,3.0,4.0,4.0,8.0,2.0,6.0,13.0,15.0,1.0,1.0,3.0,2.0,0.0,2.0,12.0,11.0,87.0,145.0,35.0,57.0,44%,56%,5.0,10.0,1.0,2.0,3.0,5.0,1.0,3.0,6.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,8.0,5.0,42.0,68.0,16.0,28.0,40%,60%,4.0,8.0,2.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,6.0,45.0,77.0,19.0,29.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-25-Fiorentina-Torino,serie-a,home,Fiorentina,Torino,25.10.2017,3,0,2017-2018,47%,53%,16.0,5.0,7.0,0.0,5.0,4.0,4.0,1.0,21.0,23.0,5.0,6.0,1.0,0.0,0.0,4.0,22.0,22.0,104.0,95.0,66.0,54.0,40%,60%,5.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,13.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,11.0,13.0,46.0,48.0,30.0,32.0,54%,46%,11.0,2.0,6.0,0.0,2.0,2.0,3.0,0.0,8.0,11.0,5.0,1.0,0.0,0.0,0.0,4.0,11.0,9.0,58.0,47.0,36.0,22.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-25-Genoa-Napoli,serie-a,home,Genoa,Napoli,25.10.2017,2,3,2017-2018,30%,70%,8.0,19.0,4.0,6.0,2.0,12.0,2.0,1.0,5.0,10.0,1.0,4.0,2.0,0.0,3.0,2.0,8.0,5.0,80.0,168.0,44.0,92.0,30%,70%,3.0,11.0,2.0,5.0,0.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,2.0,44.0,83.0,24.0,36.0,30%,70%,5.0,8.0,2.0,1.0,2.0,7.0,1.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,3.0,36.0,85.0,20.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-25-Juventus-Spal,serie-a,home,Juventus,Spal,25.10.2017,4,1,2017-2018,69%,31%,16.0,6.0,6.0,2.0,4.0,2.0,6.0,2.0,15.0,20.0,5.0,2.0,4.0,2.0,1.0,2.0,16.0,13.0,127.0,72.0,94.0,38.0,72%,28%,9.0,3.0,2.0,1.0,2.0,2.0,5.0,0.0,4.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,8.0,4.0,75.0,35.0,62.0,10.0,66%,34%,7.0,3.0,4.0,1.0,2.0,0.0,1.0,2.0,11.0,12.0,2.0,1.0,4.0,1.0,1.0,2.0,8.0,9.0,52.0,37.0,32.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-25-Sassuolo-Udinese,serie-a,home,Sassuolo,Udinese,25.10.2017,0,1,2017-2018,67%,33%,11.0,8.0,3.0,2.0,3.0,6.0,5.0,0.0,19.0,15.0,6.0,3.0,0.0,0.0,1.0,3.0,15.0,19.0,105.0,86.0,107.0,58.0,64%,36%,6.0,5.0,1.0,1.0,2.0,4.0,3.0,0.0,11.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,11.0,54.0,41.0,44.0,31.0,70%,30%,5.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,8.0,9.0,4.0,2.0,0.0,0.0,1.0,2.0,9.0,8.0,51.0,45.0,63.0,27.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-28-AC Milan-Juventus,serie-a,home,AC Milan,Juventus,28.10.2017,0,2,2017-2018,54%,46%,12.0,9.0,4.0,4.0,4.0,3.0,4.0,2.0,13.0,25.0,5.0,6.0,4.0,3.0,2.0,4.0,21.0,10.0,143.0,121.0,93.0,74.0,57%,43%,8.0,5.0,3.0,2.0,2.0,1.0,3.0,2.0,6.0,13.0,4.0,3.0,2.0,1.0,1.0,3.0,11.0,5.0,67.0,52.0,45.0,38.0,51%,49%,4.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,7.0,12.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,5.0,76.0,69.0,48.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-28-AS Roma-Bologna,serie-a,home,AS Roma,Bologna,28.10.2017,1,0,2017-2018,52%,48%,15.0,10.0,3.0,2.0,6.0,3.0,6.0,5.0,16.0,13.0,7.0,5.0,3.0,3.0,2.0,2.0,10.0,13.0,111.0,106.0,100.0,62.0,56%,44%,9.0,8.0,2.0,2.0,5.0,2.0,2.0,4.0,9.0,4.0,7.0,3.0,0.0,2.0,2.0,1.0,4.0,6.0,50.0,55.0,49.0,37.0,48%,52%,6.0,2.0,1.0,0.0,1.0,1.0,4.0,1.0,7.0,9.0,0.0,2.0,3.0,1.0,0.0,1.0,6.0,7.0,61.0,51.0,51.0,25.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-29-Benevento-Lazio,serie-a,home,Benevento,Lazio,29.10.2017,1,5,2017-2018,48%,52%,19.0,12.0,6.0,9.0,10.0,1.0,3.0,2.0,12.0,13.0,2.0,6.0,1.0,3.0,4.0,5.0,12.0,10.0,135.0,115.0,67.0,80.0,47%,53%,3.0,8.0,0.0,6.0,3.0,1.0,0.0,1.0,6.0,8.0,1.0,2.0,0.0,1.0,3.0,0.0,8.0,5.0,62.0,60.0,19.0,43.0,49%,51%,16.0,4.0,6.0,3.0,7.0,0.0,3.0,1.0,6.0,5.0,1.0,4.0,1.0,2.0,1.0,5.0,4.0,5.0,73.0,55.0,48.0,37.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-29-Crotone-Fiorentina,serie-a,home,Crotone,Fiorentina,29.10.2017,2,1,2017-2018,36%,64%,11.0,16.0,5.0,3.0,6.0,12.0,0.0,1.0,20.0,21.0,3.0,5.0,3.0,3.0,2.0,3.0,19.0,17.0,73.0,89.0,39.0,54.0,41%,59%,8.0,8.0,4.0,2.0,4.0,5.0,0.0,1.0,5.0,7.0,3.0,1.0,0.0,0.0,1.0,2.0,8.0,5.0,40.0,44.0,23.0,25.0,31%,69%,3.0,8.0,1.0,1.0,2.0,7.0,0.0,0.0,15.0,14.0,0.0,4.0,3.0,3.0,1.0,1.0,11.0,12.0,33.0,45.0,16.0,29.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-29-Napoli-Sassuolo,serie-a,home,Napoli,Sassuolo,29.10.2017,3,1,2017-2018,73%,27%,26.0,8.0,9.0,1.0,11.0,5.0,6.0,2.0,15.0,15.0,6.0,5.0,1.0,2.0,0.0,6.0,14.0,13.0,134.0,70.0,105.0,36.0,76%,24%,13.0,4.0,4.0,1.0,6.0,1.0,3.0,2.0,7.0,5.0,3.0,3.0,0.0,1.0,0.0,2.0,5.0,6.0,73.0,35.0,60.0,15.0,70%,30%,13.0,4.0,5.0,0.0,5.0,4.0,3.0,0.0,8.0,10.0,3.0,2.0,1.0,1.0,0.0,4.0,9.0,7.0,61.0,35.0,45.0,21.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-29-Sampdoria-Chievo,serie-a,home,Sampdoria,Chievo,29.10.2017,4,1,2017-2018,53%,47%,15.0,13.0,7.0,6.0,5.0,7.0,3.0,0.0,18.0,11.0,8.0,6.0,2.0,6.0,5.0,3.0,9.0,11.0,131.0,99.0,63.0,65.0,50%,50%,7.0,11.0,3.0,4.0,2.0,7.0,2.0,0.0,10.0,8.0,2.0,3.0,2.0,3.0,3.0,0.0,6.0,6.0,60.0,53.0,24.0,31.0,56%,44%,8.0,2.0,4.0,2.0,3.0,0.0,1.0,0.0,8.0,3.0,6.0,3.0,0.0,3.0,2.0,3.0,3.0,5.0,71.0,46.0,39.0,34.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-29-Spal-Genoa,serie-a,home,Spal,Genoa,29.10.2017,1,0,2017-2018,34%,66%,8.0,13.0,4.0,2.0,1.0,7.0,3.0,4.0,27.0,17.0,4.0,5.0,2.0,3.0,2.0,3.0,15.0,24.0,101.0,122.0,62.0,94.0,31%,69%,4.0,9.0,1.0,2.0,1.0,4.0,2.0,3.0,11.0,11.0,4.0,4.0,2.0,2.0,2.0,1.0,9.0,9.0,44.0,60.0,27.0,43.0,37%,63%,4.0,4.0,3.0,0.0,0.0,3.0,1.0,1.0,16.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,15.0,57.0,62.0,35.0,51.0,0.0,0.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-29-Torino-Cagliari,serie-a,home,Torino,Cagliari,29.10.2017,2,1,2017-2018,54%,46%,20.0,9.0,6.0,3.0,11.0,2.0,3.0,4.0,22.0,12.0,7.0,6.0,2.0,1.0,2.0,4.0,10.0,20.0,125.0,112.0,70.0,54.0,59%,41%,9.0,2.0,5.0,1.0,4.0,0.0,0.0,1.0,10.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,9.0,70.0,64.0,45.0,26.0,49%,51%,11.0,7.0,1.0,2.0,7.0,2.0,3.0,3.0,12.0,8.0,3.0,5.0,2.0,1.0,2.0,0.0,6.0,11.0,55.0,48.0,25.0,28.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-29-Udinese-Atalanta,serie-a,home,Udinese,Atalanta,29.10.2017,2,1,2017-2018,35%,65%,7.0,7.0,4.0,2.0,3.0,2.0,0.0,3.0,15.0,14.0,5.0,7.0,0.0,1.0,1.0,2.0,15.0,15.0,126.0,153.0,82.0,98.0,37%,63%,6.0,4.0,3.0,1.0,3.0,1.0,0.0,2.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,2.0,7.0,4.0,53.0,75.0,40.0,45.0,33%,67%,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,12.0,7.0,2.0,3.0,0.0,1.0,1.0,0.0,8.0,11.0,73.0,78.0,42.0,53.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-10-30-Verona-Inter,serie-a,home,Verona,Inter,30.10.2017,1,2,2017-2018,40%,60%,10.0,17.0,2.0,4.0,1.0,10.0,7.0,3.0,8.0,9.0,4.0,7.0,0.0,0.0,2.0,1.0,12.0,9.0,126.0,157.0,81.0,103.0,37%,63%,3.0,8.0,1.0,2.0,0.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,52.0,93.0,31.0,59.0,43%,57%,7.0,9.0,1.0,2.0,1.0,6.0,5.0,1.0,5.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,9.0,6.0,74.0,64.0,50.0,44.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-04-Bologna-Crotone,serie-a,home,Bologna,Crotone,04.11.2017,2,3,2017-2018,66%,34%,14.0,10.0,5.0,6.0,6.0,2.0,3.0,2.0,14.0,12.0,5.0,2.0,0.0,0.0,3.0,3.0,13.0,14.0,146.0,87.0,95.0,62.0,68%,32%,13.0,4.0,5.0,3.0,4.0,0.0,4.0,1.0,7.0,7.0,4.0,1.0,0.0,0.0,2.0,3.0,8.0,7.0,67.0,44.0,44.0,29.0,64%,36%,1.0,6.0,0.0,3.0,2.0,2.0,-1.0,1.0,7.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,7.0,79.0,43.0,51.0,33.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-04-Genoa-Sampdoria,serie-a,home,Genoa,Sampdoria,04.11.2017,0,2,2017-2018,49%,51%,14.0,12.0,2.0,5.0,8.0,4.0,4.0,3.0,8.0,25.0,5.0,2.0,3.0,0.0,3.0,2.0,22.0,8.0,132.0,118.0,75.0,51.0,45%,55%,5.0,4.0,0.0,3.0,4.0,0.0,1.0,1.0,6.0,10.0,0.0,2.0,1.0,0.0,2.0,0.0,9.0,6.0,61.0,51.0,35.0,25.0,53%,47%,9.0,8.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,15.0,5.0,0.0,2.0,0.0,1.0,2.0,13.0,2.0,71.0,67.0,40.0,26.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-05-Atalanta-Spal,serie-a,home,Atalanta,Spal,05.11.2017,1,1,2017-2018,58%,42%,9.0,11.0,3.0,3.0,3.0,4.0,3.0,4.0,12.0,18.0,3.0,3.0,4.0,0.0,2.0,2.0,14.0,13.0,148.0,145.0,84.0,86.0,61%,39%,6.0,4.0,3.0,0.0,1.0,2.0,2.0,2.0,3.0,13.0,3.0,0.0,3.0,0.0,0.0,2.0,10.0,4.0,69.0,73.0,52.0,37.0,55%,45%,3.0,7.0,0.0,3.0,2.0,2.0,1.0,2.0,9.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,9.0,79.0,72.0,32.0,49.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-05-Cagliari-Verona,serie-a,home,Cagliari,Verona,05.11.2017,2,1,2017-2018,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-05-Chievo-Napoli,serie-a,home,Chievo,Napoli,05.11.2017,0,0,2017-2018,27%,73%,3.0,19.0,1.0,5.0,2.0,6.0,0.0,8.0,12.0,7.0,2.0,12.0,0.0,5.0,5.0,1.0,7.0,7.0,84.0,141.0,49.0,112.0,26%,74%,2.0,9.0,0.0,3.0,2.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,0.0,1.0,3.0,0.0,2.0,2.0,41.0,77.0,26.0,52.0,28%,72%,1.0,10.0,1.0,2.0,0.0,4.0,0.0,4.0,9.0,5.0,1.0,8.0,0.0,4.0,2.0,1.0,5.0,5.0,43.0,64.0,23.0,60.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-05-Fiorentina-AS Roma,serie-a,home,Fiorentina,AS Roma,05.11.2017,2,4,2017-2018,48%,52%,19.0,21.0,6.0,10.0,9.0,6.0,4.0,5.0,10.0,19.0,6.0,9.0,3.0,1.0,6.0,4.0,15.0,10.0,108.0,113.0,77.0,74.0,43%,57%,11.0,7.0,5.0,4.0,3.0,2.0,3.0,1.0,4.0,10.0,2.0,2.0,2.0,0.0,2.0,3.0,8.0,4.0,60.0,67.0,36.0,35.0,53%,47%,8.0,14.0,1.0,6.0,6.0,4.0,1.0,4.0,6.0,9.0,4.0,7.0,1.0,1.0,4.0,1.0,7.0,6.0,48.0,46.0,41.0,39.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-05-Inter-Torino,serie-a,home,Inter,Torino,05.11.2017,1,1,2017-2018,53%,47%,20.0,8.0,5.0,3.0,9.0,5.0,6.0,0.0,14.0,21.0,8.0,3.0,2.0,3.0,2.0,4.0,19.0,12.0,119.0,108.0,94.0,71.0,52%,48%,8.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,9.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,8.0,59.0,51.0,38.0,29.0,54%,46%,12.0,5.0,3.0,2.0,6.0,3.0,3.0,0.0,5.0,12.0,6.0,2.0,1.0,2.0,1.0,2.0,11.0,4.0,60.0,57.0,56.0,42.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-05-Juventus-Benevento,serie-a,home,Juventus,Benevento,05.11.2017,2,1,2017-2018,67%,33%,27.0,3.0,8.0,1.0,12.0,1.0,7.0,1.0,14.0,15.0,8.0,2.0,0.0,1.0,0.0,6.0,15.0,13.0,131.0,56.0,115.0,29.0,69%,31%,18.0,1.0,4.0,1.0,7.0,0.0,7.0,0.0,8.0,5.0,6.0,1.0,0.0,1.0,0.0,4.0,5.0,7.0,59.0,29.0,58.0,8.0,65%,35%,9.0,2.0,4.0,0.0,5.0,1.0,0.0,1.0,6.0,10.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,6.0,72.0,27.0,57.0,21.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-05-Sassuolo-AC Milan,serie-a,home,Sassuolo,AC Milan,05.11.2017,0,2,2017-2018,45%,55%,6.0,14.0,1.0,10.0,3.0,3.0,2.0,1.0,17.0,24.0,7.0,10.0,4.0,2.0,8.0,1.0,20.0,15.0,105.0,121.0,71.0,89.0,45%,55%,4.0,6.0,1.0,5.0,2.0,0.0,1.0,1.0,11.0,10.0,5.0,5.0,0.0,2.0,4.0,1.0,10.0,9.0,47.0,52.0,33.0,40.0,45%,55%,2.0,8.0,0.0,5.0,1.0,3.0,1.0,0.0,6.0,14.0,2.0,5.0,4.0,0.0,4.0,0.0,10.0,6.0,58.0,69.0,38.0,49.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-18-AS Roma-Lazio,serie-a,home,AS Roma,Lazio,18.11.2017,2,1,2017-2018,54%,46%,16.0,12.0,7.0,2.0,3.0,3.0,6.0,7.0,19.0,11.0,6.0,7.0,0.0,4.0,1.0,5.0,11.0,17.0,0.0,0.0,0.0,0.0,56%,44%,8.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,10.0,4.0,2.0,2.0,0.0,2.0,1.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,52%,48%,8.0,9.0,4.0,1.0,0.0,2.0,4.0,6.0,9.0,7.0,4.0,5.0,0.0,2.0,0.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-18-Napoli-AC Milan,serie-a,home,Napoli,AC Milan,18.11.2017,2,1,2017-2018,45%,55%,16.0,13.0,10.0,3.0,4.0,8.0,2.0,2.0,9.0,21.0,3.0,1.0,4.0,2.0,2.0,8.0,17.0,7.0,0.0,0.0,0.0,0.0,53%,47%,13.0,4.0,7.0,0.0,4.0,4.0,2.0,0.0,5.0,8.0,3.0,0.0,1.0,1.0,0.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,37%,63%,3.0,9.0,3.0,3.0,0.0,4.0,0.0,2.0,4.0,13.0,0.0,1.0,3.0,1.0,2.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2017-2018-2017-11-19-Benevento-Sassuolo,serie-a,home,Benevento,Sassuolo,19.11.2017,1,2,2017-2018,50%,50%,13.0,15.0,6.0,5.0,5.0,7.0,2.0,3.0,10.0,26.0,6.0,5.0,4.0,0.0,3.0,5.0,26.0,11.0,0.0,0.0,0.0,0.0,61%,39%,3.0,5.0,1.0,0.0,2.0,4.0,0.0,1.0,6.0,18.0,4.0,0.0,4.0,1.0,0.0,1.0,14.0,7.0,0.0,0.0,0.0,0.0,39%,61%,10.0,10.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,8.0,2.0,5.0,0.0,-1.0,3.0,4.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
