match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,Match Red Cards,opponent Match Red Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,1st half Red Cards,opponent 1st half Red Cards,Match Tackles,opponent Match Tackles,1st half Tackles,opponent 1st half Tackles,2nd half Tackles,opponent 2nd half Tackles,Extra timeBall Possession,opponent Extra timeBall Possession,Extra timeGoal Attempts,opponent Extra timeGoal Attempts,Extra timeShots on Goal,opponent Extra timeShots on Goal,Extra timeShots off Goal,opponent Extra timeShots off Goal,Extra timeBlocked Shots,opponent Extra timeBlocked Shots,Extra timeFree Kicks,opponent Extra timeFree Kicks,Extra timeCorner Kicks,opponent Extra timeCorner Kicks,Extra timeOffsides,opponent Extra timeOffsides,Extra timeGoalkeeper Saves,opponent Extra timeGoalkeeper Saves,Extra timeFouls,opponent Extra timeFouls,Extra timeYellow Cards,opponent Extra timeYellow Cards,Extra timeTotal Passes,opponent Extra timeTotal Passes,Extra timeTackles,opponent Extra timeTackles,Extra timeAttacks,opponent Extra timeAttacks,Extra timeDangerous Attacks,opponent Extra timeDangerous Attacks,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
ligue-1-2018-2019-2018-10-07-Bordeaux-Nantes,ligue-1,home,Bordeaux,Nantes,07.10.2018,3,0,2018-2019,55%,45%,16.0,12.0,7.0,2.0,6.0,5.0,3.0,5.0,15.0,20.0,4.0,6.0,1.0,1.0,2.0,4.0,19.0,15.0,1.0,1.0,111.0,132.0,25.0,69.0,54%,46%,7.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,9.0,9.0,2.0,1.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,1.0,60.0,67.0,10.0,29.0,56%,44%,9.0,10.0,4.0,1.0,4.0,4.0,1.0,5.0,6.0,11.0,2.0,5.0,1.0,0.0,1.0,4.0,10.0,6.0,1.0,0.0,51.0,65.0,15.0,40.0,0.0,0.0,539.0,427.0,432.0,303.0,249.0,203.0,194.0,134.0,0.0,0.0,290.0,224.0,238.0,169.0,0.0,0.0,21.0,16.0,14.0,10.0,7.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-07-Marseille-Caen,ligue-1,home,Marseille,Caen,07.10.2018,2,0,2018-2019,60%,40%,17.0,7.0,6.0,2.0,5.0,3.0,6.0,2.0,14.0,15.0,4.0,2.0,1.0,0.0,2.0,4.0,14.0,14.0,3.0,5.0,122.0,90.0,43.0,24.0,69%,31%,13.0,2.0,5.0,0.0,4.0,2.0,4.0,0.0,8.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,8.0,0.0,2.0,74.0,38.0,28.0,5.0,51%,49%,4.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,11.0,1.0,2.0,0.0,0.0,2.0,1.0,11.0,6.0,3.0,3.0,48.0,52.0,15.0,19.0,0.0,0.0,497.0,323.0,416.0,244.0,273.0,126.0,237.0,84.0,0.0,0.0,224.0,197.0,179.0,160.0,0.0,0.0,20.0,24.0,8.0,16.0,12.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-07-Monaco-Rennes,ligue-1,home,Monaco,Rennes,07.10.2018,1,2,2018-2019,47%,53%,8.0,11.0,2.0,4.0,3.0,5.0,3.0,2.0,17.0,20.0,2.0,3.0,1.0,1.0,2.0,1.0,18.0,16.0,5.0,1.0,107.0,100.0,39.0,45.0,53%,47%,4.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,6.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,67.0,52.0,27.0,18.0,41%,59%,4.0,7.0,1.0,3.0,2.0,2.0,1.0,2.0,11.0,13.0,1.0,1.0,1.0,1.0,2.0,0.0,11.0,10.0,5.0,1.0,40.0,48.0,12.0,27.0,1.0,0.0,404.0,455.0,333.0,385.0,274.0,241.0,238.0,201.0,0.0,0.0,130.0,214.0,95.0,184.0,1.0,0.0,13.0,17.0,3.0,11.0,10.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-07-Paris SG-Lyon,ligue-1,home,Paris SG,Lyon,07.10.2018,5,0,2018-2019,48%,52%,14.0,16.0,8.0,6.0,2.0,4.0,4.0,6.0,16.0,15.0,2.0,10.0,4.0,1.0,6.0,3.0,11.0,16.0,2.0,4.0,79.0,103.0,28.0,53.0,37%,63%,2.0,9.0,1.0,3.0,0.0,3.0,1.0,3.0,5.0,11.0,0.0,5.0,2.0,0.0,3.0,0.0,9.0,6.0,2.0,2.0,32.0,62.0,9.0,29.0,59%,41%,12.0,7.0,7.0,3.0,2.0,1.0,3.0,3.0,11.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,10.0,0.0,2.0,47.0,41.0,19.0,24.0,1.0,1.0,433.0,449.0,371.0,388.0,146.0,243.0,114.0,211.0,0.0,0.0,287.0,206.0,257.0,177.0,1.0,1.0,23.0,16.0,8.0,8.0,15.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-19-Lyon-Nimes,ligue-1,home,Lyon,Nimes,19.10.2018,2,0,2018-2019,60%,40%,13.0,23.0,5.0,6.0,5.0,10.0,3.0,7.0,11.0,12.0,7.0,7.0,3.0,0.0,6.0,3.0,10.0,11.0,1.0,2.0,128.0,98.0,48.0,49.0,65%,35%,7.0,10.0,3.0,3.0,2.0,3.0,2.0,4.0,10.0,6.0,2.0,6.0,2.0,0.0,3.0,2.0,5.0,10.0,1.0,2.0,65.0,41.0,18.0,24.0,55%,45%,6.0,13.0,2.0,3.0,3.0,7.0,1.0,3.0,1.0,6.0,5.0,1.0,1.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,63.0,57.0,30.0,25.0,0.0,0.0,551.0,358.0,466.0,279.0,279.0,137.0,250.0,108.0,0.0,0.0,272.0,221.0,216.0,171.0,0.0,0.0,18.0,25.0,8.0,8.0,10.0,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-20-Caen-Guingamp,ligue-1,home,Caen,Guingamp,20.10.2018,0,0,2018-2019,61%,39%,4.0,7.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,18.0,3.0,2.0,1.0,1.0,2.0,2.0,17.0,5.0,0.0,0.0,144.0,120.0,37.0,36.0,57%,43%,2.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,10.0,2.0,1.0,1.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0,61.0,71.0,9.0,11.0,65%,35%,2.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,8.0,1.0,1.0,0.0,0.0,2.0,1.0,8.0,3.0,0.0,0.0,83.0,49.0,28.0,25.0,0.0,0.0,577.0,378.0,480.0,274.0,285.0,213.0,232.0,165.0,0.0,0.0,292.0,165.0,248.0,109.0,0.0,0.0,28.0,12.0,15.0,4.0,13.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-20-Dijon-Lille,ligue-1,home,Dijon,Lille,20.10.2018,1,2,2018-2019,57%,43%,17.0,8.0,7.0,3.0,4.0,3.0,6.0,2.0,13.0,21.0,10.0,5.0,2.0,0.0,1.0,6.0,20.0,13.0,2.0,2.0,100.0,96.0,46.0,36.0,54%,46%,4.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,7.0,10.0,5.0,2.0,0.0,0.0,0.0,2.0,11.0,6.0,1.0,0.0,45.0,56.0,14.0,14.0,60%,40%,13.0,2.0,5.0,1.0,3.0,0.0,5.0,1.0,6.0,11.0,5.0,3.0,2.0,0.0,1.0,4.0,9.0,7.0,1.0,2.0,55.0,40.0,32.0,22.0,0.0,0.0,460.0,350.0,387.0,266.0,260.0,223.0,224.0,186.0,0.0,0.0,200.0,127.0,163.0,80.0,0.0,0.0,14.0,16.0,6.0,5.0,8.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-20-Nantes-Toulouse,ligue-1,home,Nantes,Toulouse,20.10.2018,4,0,2018-2019,49%,51%,18.0,5.0,9.0,2.0,8.0,1.0,1.0,2.0,16.0,16.0,4.0,3.0,4.0,3.0,2.0,5.0,12.0,13.0,3.0,1.0,111.0,110.0,45.0,34.0,54%,46%,9.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,6.0,7.0,3.0,0.0,2.0,3.0,0.0,2.0,5.0,3.0,1.0,1.0,69.0,50.0,30.0,15.0,44%,56%,9.0,4.0,5.0,2.0,4.0,1.0,0.0,1.0,10.0,9.0,1.0,3.0,2.0,0.0,2.0,3.0,7.0,10.0,2.0,0.0,42.0,60.0,15.0,19.0,0.0,0.0,443.0,477.0,336.0,361.0,279.0,243.0,221.0,174.0,0.0,0.0,164.0,234.0,115.0,187.0,0.0,0.0,23.0,13.0,10.0,7.0,13.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-20-Paris SG-Amiens,ligue-1,home,Paris SG,Amiens,20.10.2018,5,0,2018-2019,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-20-Reims-Angers,ligue-1,home,Reims,Angers,20.10.2018,1,1,2018-2019,55%,45%,12.0,16.0,5.0,6.0,5.0,6.0,2.0,4.0,9.0,17.0,8.0,6.0,4.0,2.0,5.0,4.0,13.0,7.0,1.0,0.0,142.0,109.0,46.0,40.0,49%,51%,2.0,12.0,0.0,4.0,2.0,4.0,0.0,4.0,6.0,10.0,2.0,5.0,3.0,2.0,3.0,0.0,7.0,4.0,0.0,0.0,52.0,55.0,21.0,27.0,61%,39%,10.0,4.0,5.0,2.0,3.0,2.0,2.0,0.0,3.0,7.0,6.0,1.0,1.0,0.0,2.0,4.0,6.0,3.0,1.0,0.0,90.0,54.0,25.0,13.0,0.0,0.0,448.0,373.0,349.0,280.0,197.0,209.0,156.0,167.0,0.0,0.0,251.0,164.0,193.0,113.0,0.0,0.0,20.0,24.0,6.0,12.0,14.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-20-Strasbourg-Monaco,ligue-1,home,Strasbourg,Monaco,20.10.2018,2,1,2018-2019,47%,53%,8.0,12.0,5.0,5.0,2.0,4.0,1.0,3.0,15.0,11.0,4.0,6.0,0.0,4.0,4.0,3.0,13.0,11.0,2.0,3.0,97.0,105.0,34.0,38.0,48%,52%,4.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,7.0,6.0,3.0,1.0,0.0,4.0,3.0,1.0,7.0,3.0,1.0,0.0,48.0,52.0,14.0,17.0,46%,54%,4.0,6.0,3.0,2.0,1.0,3.0,0.0,1.0,8.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0,6.0,8.0,1.0,3.0,49.0,53.0,20.0,21.0,0.0,1.0,390.0,435.0,306.0,358.0,208.0,226.0,170.0,190.0,0.0,1.0,182.0,209.0,136.0,168.0,0.0,0.0,15.0,13.0,8.0,10.0,7.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-21-Montpellier-Bordeaux,ligue-1,home,Montpellier,Bordeaux,21.10.2018,2,0,2018-2019,42%,58%,13.0,12.0,4.0,3.0,8.0,7.0,1.0,2.0,13.0,12.0,2.0,3.0,0.0,2.0,3.0,2.0,13.0,11.0,2.0,3.0,127.0,116.0,45.0,33.0,48%,52%,7.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,7.0,2.0,1.0,79.0,46.0,33.0,12.0,36%,64%,6.0,11.0,2.0,3.0,4.0,6.0,0.0,2.0,6.0,9.0,1.0,2.0,0.0,2.0,3.0,1.0,10.0,4.0,0.0,2.0,48.0,70.0,12.0,21.0,0.0,0.0,388.0,561.0,289.0,471.0,236.0,267.0,183.0,222.0,0.0,0.0,152.0,294.0,106.0,249.0,0.0,0.0,17.0,12.0,10.0,7.0,7.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-21-Nice-Marseille,ligue-1,home,Nice,Marseille,21.10.2018,0,1,2018-2019,58%,42%,14.0,9.0,3.0,1.0,5.0,4.0,6.0,4.0,10.0,13.0,5.0,7.0,1.0,1.0,0.0,3.0,12.0,9.0,3.0,1.0,124.0,95.0,77.0,44.0,52%,48%,6.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,58.0,53.0,26.0,26.0,64%,36%,8.0,5.0,0.0,0.0,4.0,2.0,4.0,3.0,5.0,9.0,2.0,5.0,0.0,1.0,0.0,0.0,9.0,4.0,3.0,1.0,66.0,42.0,51.0,18.0,0.0,0.0,561.0,409.0,469.0,316.0,276.0,246.0,233.0,200.0,0.0,0.0,285.0,163.0,236.0,116.0,0.0,0.0,14.0,12.0,8.0,7.0,6.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-21-St Etienne-Rennes,ligue-1,home,St Etienne,Rennes,21.10.2018,1,1,2018-2019,53%,47%,8.0,15.0,2.0,5.0,4.0,8.0,2.0,2.0,12.0,12.0,2.0,4.0,0.0,2.0,4.0,1.0,13.0,11.0,1.0,1.0,110.0,112.0,41.0,28.0,46%,54%,4.0,8.0,2.0,2.0,1.0,4.0,1.0,2.0,6.0,5.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,5.0,0.0,1.0,49.0,67.0,15.0,12.0,60%,40%,4.0,7.0,0.0,3.0,3.0,4.0,1.0,0.0,6.0,7.0,2.0,2.0,0.0,0.0,3.0,0.0,8.0,6.0,1.0,0.0,61.0,45.0,26.0,16.0,0.0,0.0,479.0,424.0,381.0,343.0,201.0,226.0,145.0,180.0,0.0,0.0,278.0,198.0,236.0,163.0,0.0,0.0,21.0,30.0,13.0,10.0,8.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-26-Nimes-St Etienne,ligue-1,home,Nimes,St Etienne,26.10.2018,1,1,2018-2019,51%,49%,13.0,13.0,6.0,5.0,6.0,2.0,1.0,6.0,17.0,9.0,7.0,4.0,3.0,3.0,4.0,5.0,6.0,15.0,1.0,3.0,127.0,94.0,72.0,42.0,50%,50%,6.0,6.0,4.0,3.0,1.0,0.0,1.0,3.0,8.0,6.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,6.0,0.0,0.0,53.0,50.0,38.0,18.0,52%,48%,7.0,7.0,2.0,2.0,5.0,2.0,0.0,3.0,9.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,9.0,1.0,3.0,74.0,44.0,34.0,24.0,0.0,0.0,415.0,412.0,317.0,314.0,211.0,228.0,163.0,178.0,0.0,0.0,204.0,184.0,154.0,136.0,0.0,0.0,17.0,16.0,10.0,5.0,7.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-27-Amiens-Nantes,ligue-1,home,Amiens,Nantes,27.10.2018,1,2,2018-2019,61%,39%,18.0,12.0,8.0,5.0,5.0,4.0,5.0,3.0,12.0,17.0,10.0,2.0,1.0,2.0,3.0,7.0,16.0,10.0,1.0,2.0,138.0,87.0,54.0,22.0,61%,39%,9.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,6.0,8.0,7.0,0.0,0.0,1.0,1.0,5.0,8.0,5.0,1.0,2.0,75.0,37.0,22.0,10.0,61%,39%,9.0,8.0,3.0,3.0,4.0,3.0,2.0,2.0,6.0,9.0,3.0,2.0,1.0,1.0,2.0,2.0,8.0,5.0,0.0,0.0,63.0,50.0,32.0,12.0,0.0,0.0,485.0,323.0,372.0,197.0,253.0,163.0,192.0,88.0,0.0,0.0,232.0,160.0,180.0,109.0,0.0,0.0,11.0,24.0,7.0,10.0,4.0,14.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-27-Angers-Lyon,ligue-1,home,Angers,Lyon,27.10.2018,1,2,2018-2019,31%,69%,14.0,9.0,4.0,5.0,8.0,3.0,2.0,1.0,14.0,10.0,7.0,0.0,1.0,4.0,3.0,3.0,9.0,10.0,2.0,5.0,91.0,142.0,48.0,51.0,29%,71%,10.0,3.0,3.0,2.0,6.0,1.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,2.0,3.0,4.0,2.0,1.0,1.0,43.0,75.0,32.0,23.0,33%,67%,4.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,12.0,6.0,2.0,0.0,1.0,4.0,1.0,0.0,5.0,8.0,1.0,4.0,48.0,67.0,16.0,28.0,1.0,0.0,284.0,665.0,203.0,590.0,129.0,351.0,94.0,307.0,0.0,0.0,155.0,314.0,109.0,283.0,1.0,0.0,20.0,22.0,10.0,15.0,10.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-27-Guingamp-Strasbourg,ligue-1,home,Guingamp,Strasbourg,27.10.2018,1,1,2018-2019,36%,64%,10.0,12.0,4.0,5.0,4.0,4.0,2.0,3.0,14.0,9.0,6.0,5.0,0.0,0.0,4.0,3.0,10.0,14.0,1.0,1.0,95.0,149.0,42.0,59.0,38%,62%,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,47.0,89.0,27.0,22.0,34%,66%,7.0,9.0,3.0,4.0,3.0,2.0,1.0,3.0,7.0,5.0,1.0,5.0,0.0,0.0,3.0,3.0,7.0,7.0,1.0,1.0,48.0,60.0,15.0,37.0,0.0,0.0,329.0,585.0,245.0,495.0,174.0,306.0,129.0,256.0,0.0,0.0,155.0,279.0,116.0,239.0,0.0,0.0,28.0,12.0,14.0,5.0,14.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-27-Lille-Caen,ligue-1,home,Lille,Caen,27.10.2018,1,0,2018-2019,58%,42%,11.0,5.0,4.0,1.0,3.0,3.0,4.0,1.0,24.0,14.0,9.0,4.0,1.0,2.0,1.0,3.0,13.0,20.0,0.0,2.0,140.0,91.0,43.0,25.0,63%,37%,7.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,13.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0,5.0,13.0,0.0,2.0,69.0,42.0,25.0,11.0,53%,47%,4.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,11.0,9.0,4.0,2.0,1.0,2.0,1.0,0.0,8.0,7.0,0.0,0.0,71.0,49.0,18.0,14.0,0.0,0.0,442.0,318.0,339.0,234.0,252.0,146.0,193.0,96.0,0.0,0.0,190.0,172.0,146.0,138.0,0.0,0.0,12.0,17.0,4.0,8.0,8.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2018-2019-2018-10-27-Monaco-Dijon,ligue-1,home,Monaco,Dijon,27.10.2018,2,2,2018-2019,47%,53%,12.0,11.0,5.0,3.0,5.0,6.0,2.0,2.0,16.0,15.0,6.0,4.0,0.0,1.0,1.0,3.0,15.0,14.0,2.0,3.0,108.0,124.0,49.0,32.0,42%,58%,6.0,6.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,43.0,71.0,20.0,17.0,52%,48%,6.0,5.0,3.0,1.0,2.0,4.0,1.0,0.0,11.0,10.0,2.0,4.0,0.0,1.0,0.0,2.0,10.0,9.0,2.0,3.0,65.0,53.0,29.0,15.0,0.0,0.0,397.0,456.0,321.0,384.0,212.0,292.0,177.0,267.0,0.0,0.0,185.0,164.0,144.0,117.0,0.0,0.0,14.0,13.0,8.0,10.0,6.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
