match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Pass Success %,opponent Match Pass Success %,1st half Pass Success %,opponent 1st half Pass Success %,2nd half Pass Success %,opponent 2nd half Pass Success %,1st half Red Cards,opponent 1st half Red Cards,Match Total Passes,opponent Match Total Passes,Match Tackles,opponent Match Tackles,1st half Total Passes,opponent 1st half Total Passes,1st half Tackles,opponent 1st half Tackles,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Tackles,opponent 2nd half Tackles,Extra timeBall Possession,opponent Extra timeBall Possession,Extra timeGoal Attempts,opponent Extra timeGoal Attempts,Extra timeShots on Goal,opponent Extra timeShots on Goal,Extra timeShots off Goal,opponent Extra timeShots off Goal,Extra timeBlocked Shots,opponent Extra timeBlocked Shots,Extra timeFree Kicks,opponent Extra timeFree Kicks,Extra timeCorner Kicks,opponent Extra timeCorner Kicks,Extra timeOffsides,opponent Extra timeOffsides,Extra timeGoalkeeper Saves,opponent Extra timeGoalkeeper Saves,Extra timeFouls,opponent Extra timeFouls,Extra timeYellow Cards,opponent Extra timeYellow Cards,Extra timeTotal Passes,opponent Extra timeTotal Passes,Extra timeTackles,opponent Extra timeTackles,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
premier-league-2016-2017-2016-12-31-Southampton-West Brom,premier-league,home,Southampton,West Brom,31.12.2016,1,2,2016-2017,68%,32%,10.0,7.0,1.0,3.0,7.0,3.0,2.0,1.0,18.0,14.0,8.0,3.0,1.0,1.0,1.0,0.0,13.0,17.0,3.0,3.0,72%,28%,7.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,12.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,11.0,1.0,1.0,64%,36%,3.0,5.0,0.0,2.0,3.0,2.0,0.0,1.0,6.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,7.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,278.0,22.0,22.0,277.0,105.0,9.0,9.0,295.0,173.0,13.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2016-12-31-Swansea-Bournemouth,premier-league,home,Swansea,Bournemouth,31.12.2016,0,3,2016-2017,45%,55%,14.0,11.0,5.0,6.0,5.0,5.0,4.0,0.0,10.0,15.0,4.0,3.0,1.0,2.0,3.0,5.0,14.0,9.0,2.0,0.0,40%,60%,2.0,7.0,0.0,4.0,2.0,3.0,0.0,0.0,3.0,10.0,0.0,2.0,1.0,1.0,2.0,0.0,9.0,2.0,2.0,0.0,50%,50%,12.0,4.0,5.0,2.0,3.0,2.0,4.0,0.0,7.0,5.0,4.0,1.0,0.0,1.0,1.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,571.0,14.0,16.0,215.0,320.0,7.0,9.0,236.0,251.0,7.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-01-Arsenal-Crystal Palace,premier-league,home,Arsenal,Crystal Palace,01.01.2017,2,0,2016-2017,64%,36%,22.0,7.0,7.0,4.0,5.0,2.0,10.0,1.0,10.0,11.0,8.0,4.0,2.0,3.0,4.0,5.0,9.0,7.0,1.0,1.0,63%,37%,10.0,1.0,5.0,1.0,3.0,0.0,2.0,0.0,5.0,6.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,0.0,0.0,65%,35%,12.0,6.0,2.0,3.0,2.0,2.0,8.0,1.0,5.0,5.0,5.0,3.0,0.0,1.0,3.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,351.0,26.0,17.0,320.0,186.0,13.0,9.0,319.0,165.0,13.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-01-Watford-Tottenham,premier-league,home,Watford,Tottenham,01.01.2017,1,4,2016-2017,34%,66%,6.0,19.0,2.0,6.0,1.0,11.0,3.0,2.0,9.0,18.0,0.0,3.0,5.0,3.0,2.0,1.0,11.0,6.0,3.0,0.0,36%,64%,2.0,13.0,0.0,4.0,0.0,7.0,2.0,2.0,3.0,8.0,0.0,2.0,3.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,32%,68%,4.0,6.0,2.0,2.0,1.0,4.0,1.0,0.0,6.0,10.0,0.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,578.0,19.0,22.0,172.0,286.0,11.0,10.0,121.0,292.0,8.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-02-Everton-Southampton,premier-league,home,Everton,Southampton,02.01.2017,3,0,2016-2017,54%,46%,17.0,12.0,6.0,3.0,5.0,6.0,6.0,3.0,15.0,10.0,10.0,8.0,4.0,2.0,3.0,3.0,5.0,14.0,0.0,1.0,54%,46%,8.0,7.0,2.0,1.0,1.0,4.0,5.0,2.0,7.0,4.0,6.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,0.0,1.0,54%,46%,9.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,8.0,6.0,4.0,5.0,3.0,0.0,2.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,403.0,23.0,24.0,263.0,216.0,10.0,12.0,224.0,187.0,13.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-02-Manchester City-Burnley,premier-league,home,Manchester City,Burnley,02.01.2017,2,1,2016-2017,55%,45%,14.0,11.0,3.0,3.0,4.0,6.0,7.0,2.0,14.0,14.0,8.0,8.0,3.0,3.0,2.0,1.0,11.0,11.0,4.0,3.0,60%,40%,5.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,6.0,10.0,4.0,2.0,3.0,1.0,0.0,1.0,7.0,5.0,1.0,1.0,50%,50%,9.0,8.0,2.0,3.0,3.0,4.0,4.0,1.0,8.0,4.0,4.0,6.0,0.0,2.0,2.0,0.0,4.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,450.0,357.0,9.0,15.0,266.0,177.0,8.0,4.0,184.0,180.0,1.0,11.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-02-Middlesbrough-Leicester,premier-league,home,Middlesbrough,Leicester,02.01.2017,0,0,2016-2017,62%,38%,9.0,10.0,1.0,4.0,5.0,4.0,3.0,2.0,9.0,10.0,2.0,2.0,0.0,0.0,4.0,1.0,10.0,9.0,3.0,0.0,57%,43%,3.0,5.0,0.0,2.0,1.0,2.0,2.0,1.0,6.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,6.0,2.0,0.0,67%,33%,6.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,331.0,18.0,22.0,230.0,178.0,11.0,12.0,300.0,153.0,7.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-02-Sunderland-Liverpool,premier-league,home,Sunderland,Liverpool,02.01.2017,2,2,2016-2017,29%,71%,10.0,21.0,5.0,15.0,0.0,3.0,5.0,3.0,11.0,13.0,2.0,5.0,3.0,3.0,13.0,3.0,10.0,10.0,2.0,3.0,28%,72%,5.0,12.0,4.0,6.0,0.0,3.0,1.0,3.0,4.0,6.0,2.0,3.0,2.0,0.0,5.0,3.0,4.0,5.0,1.0,1.0,30%,70%,5.0,9.0,1.0,9.0,0.0,0.0,4.0,0.0,7.0,7.0,0.0,2.0,1.0,3.0,8.0,0.0,6.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,695.0,22.0,9.0,143.0,368.0,14.0,2.0,148.0,327.0,8.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-02-West Brom-Hull,premier-league,home,West Brom,Hull,02.01.2017,3,1,2016-2017,41%,59%,8.0,17.0,5.0,6.0,0.0,9.0,3.0,2.0,4.0,5.0,7.0,9.0,1.0,0.0,5.0,2.0,5.0,4.0,0.0,0.0,45%,55%,4.0,11.0,2.0,5.0,0.0,4.0,2.0,2.0,2.0,5.0,2.0,6.0,0.0,0.0,4.0,2.0,5.0,2.0,0.0,0.0,37%,63%,4.0,6.0,3.0,1.0,0.0,5.0,1.0,0.0,2.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.0,532.0,16.0,14.0,200.0,256.0,7.0,9.0,147.0,276.0,9.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-02-West Ham-Manchester Utd,premier-league,home,West Ham,Manchester Utd,02.01.2017,0,2,2016-2017,36%,64%,8.0,13.0,2.0,6.0,5.0,5.0,1.0,2.0,18.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,9.0,13.0,2.0,2.0,37%,63%,6.0,3.0,1.0,1.0,4.0,2.0,1.0,0.0,11.0,2.0,2.0,0.0,0.0,4.0,1.0,1.0,3.0,7.0,1.0,1.0,35%,65%,2.0,10.0,1.0,5.0,1.0,3.0,0.0,2.0,7.0,6.0,0.0,1.0,0.0,1.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,396.0,713.0,13.0,18.0,209.0,374.0,7.0,9.0,187.0,339.0,6.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-03-Bournemouth-Arsenal,premier-league,home,Bournemouth,Arsenal,03.01.2017,3,3,2016-2017,40%,60%,12.0,14.0,6.0,4.0,4.0,5.0,2.0,5.0,14.0,12.0,4.0,7.0,2.0,3.0,1.0,3.0,10.0,12.0,3.0,3.0,44%,56%,7.0,3.0,3.0,0.0,3.0,2.0,1.0,1.0,6.0,8.0,2.0,2.0,2.0,2.0,0.0,1.0,6.0,5.0,1.0,2.0,36%,64%,5.0,11.0,3.0,4.0,1.0,3.0,1.0,4.0,8.0,4.0,2.0,5.0,0.0,1.0,1.0,2.0,4.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,571.0,12.0,16.0,222.0,284.0,5.0,7.0,155.0,287.0,7.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-03-Crystal Palace-Swansea,premier-league,home,Crystal Palace,Swansea,03.01.2017,1,2,2016-2017,47%,53%,7.0,11.0,3.0,4.0,2.0,5.0,2.0,2.0,15.0,14.0,4.0,5.0,1.0,1.0,2.0,2.0,13.0,14.0,2.0,1.0,40%,60%,3.0,7.0,1.0,3.0,1.0,4.0,1.0,0.0,6.0,6.0,1.0,2.0,0.0,1.0,2.0,1.0,6.0,5.0,0.0,1.0,54%,46%,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,8.0,3.0,3.0,1.0,0.0,0.0,1.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,477.0,17.0,12.0,194.0,278.0,8.0,9.0,217.0,199.0,9.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-03-Stoke-Watford,premier-league,home,Stoke,Watford,03.01.2017,2,0,2016-2017,54%,46%,17.0,9.0,5.0,2.0,8.0,4.0,4.0,3.0,15.0,13.0,7.0,6.0,3.0,0.0,2.0,3.0,10.0,15.0,1.0,2.0,57%,43%,8.0,3.0,2.0,0.0,3.0,2.0,3.0,1.0,6.0,9.0,5.0,0.0,1.0,0.0,0.0,1.0,8.0,6.0,1.0,0.0,51%,49%,9.0,6.0,3.0,2.0,5.0,2.0,1.0,2.0,9.0,4.0,2.0,6.0,2.0,0.0,2.0,2.0,2.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,350.0,8.0,16.0,215.0,168.0,4.0,6.0,186.0,182.0,4.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-04-Tottenham-Chelsea,premier-league,home,Tottenham,Chelsea,04.01.2017,2,0,2016-2017,46%,54%,9.0,11.0,2.0,2.0,6.0,6.0,1.0,3.0,12.0,10.0,1.0,6.0,2.0,4.0,2.0,0.0,9.0,8.0,3.0,2.0,55%,45%,4.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,7.0,8.0,1.0,1.0,1.0,2.0,0.0,0.0,8.0,5.0,2.0,2.0,36%,64%,5.0,9.0,1.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,0.0,5.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,523.0,24.0,18.0,265.0,218.0,14.0,8.0,175.0,305.0,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-14-Burnley-Southampton,premier-league,home,Burnley,Southampton,14.01.2017,1,0,2016-2017,41%,59%,9.0,20.0,3.0,5.0,4.0,8.0,2.0,7.0,16.0,14.0,2.0,7.0,0.0,2.0,5.0,2.0,14.0,14.0,1.0,2.0,43%,57%,2.0,9.0,0.0,1.0,2.0,3.0,0.0,5.0,8.0,7.0,2.0,3.0,0.0,2.0,1.0,0.0,7.0,6.0,0.0,1.0,39%,61%,7.0,11.0,3.0,4.0,2.0,5.0,2.0,2.0,8.0,7.0,0.0,4.0,0.0,0.0,4.0,2.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,414.0,13.0,13.0,165.0,216.0,8.0,6.0,129.0,198.0,5.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-14-Hull-Bournemouth,premier-league,home,Hull,Bournemouth,14.01.2017,3,1,2016-2017,39%,61%,14.0,8.0,3.0,6.0,9.0,1.0,2.0,1.0,14.0,15.0,4.0,5.0,3.0,3.0,5.0,0.0,13.0,11.0,0.0,1.0,43%,57%,7.0,6.0,1.0,4.0,4.0,1.0,2.0,1.0,6.0,3.0,4.0,4.0,0.0,1.0,3.0,0.0,4.0,5.0,0.0,0.0,35%,65%,7.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,8.0,12.0,0.0,1.0,3.0,2.0,2.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,570.0,14.0,8.0,210.0,297.0,4.0,7.0,141.0,273.0,10.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-14-Leicester-Chelsea,premier-league,home,Leicester,Chelsea,14.01.2017,0,3,2016-2017,35%,65%,7.0,8.0,2.0,3.0,5.0,2.0,0.0,3.0,11.0,10.0,3.0,5.0,2.0,1.0,0.0,2.0,8.0,9.0,1.0,0.0,39%,61%,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,7.0,6.0,1.0,3.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,31%,69%,4.0,5.0,1.0,2.0,3.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,630.0,13.0,7.0,173.0,268.0,8.0,2.0,165.0,362.0,5.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-14-Sunderland-Stoke,premier-league,home,Sunderland,Stoke,14.01.2017,1,3,2016-2017,51%,49%,14.0,14.0,3.0,6.0,5.0,3.0,6.0,5.0,11.0,22.0,5.0,2.0,5.0,1.0,3.0,2.0,16.0,11.0,3.0,1.0,46%,54%,6.0,8.0,2.0,5.0,2.0,0.0,2.0,3.0,5.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,5.0,0.0,0.0,56%,44%,8.0,6.0,1.0,1.0,3.0,3.0,4.0,2.0,6.0,14.0,4.0,0.0,4.0,0.0,1.0,1.0,10.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,427.0,14.0,13.0,197.0,230.0,10.0,10.0,232.0,197.0,4.0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-14-Swansea-Arsenal,premier-league,home,Swansea,Arsenal,14.01.2017,0,4,2016-2017,43%,57%,12.0,14.0,3.0,6.0,6.0,2.0,3.0,6.0,9.0,14.0,3.0,2.0,2.0,0.0,2.0,3.0,12.0,8.0,2.0,0.0,41%,59%,5.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,4.0,9.0,2.0,1.0,1.0,0.0,1.0,1.0,8.0,4.0,1.0,0.0,45%,55%,7.0,11.0,2.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,606.0,11.0,17.0,224.0,331.0,2.0,8.0,220.0,275.0,9.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-14-Tottenham-West Brom,premier-league,home,Tottenham,West Brom,14.01.2017,4,0,2016-2017,73%,27%,21.0,3.0,11.0,0.0,7.0,2.0,3.0,1.0,13.0,12.0,8.0,0.0,1.0,1.0,0.0,7.0,11.0,12.0,0.0,2.0,78%,22%,10.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,6.0,6.0,7.0,0.0,1.0,1.0,0.0,2.0,5.0,5.0,0.0,0.0,68%,32%,11.0,3.0,7.0,0.0,3.0,2.0,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,248.0,21.0,13.0,352.0,103.0,11.0,6.0,318.0,145.0,10.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-14-Watford-Middlesbrough,premier-league,home,Watford,Middlesbrough,14.01.2017,0,0,2016-2017,47%,53%,12.0,5.0,5.0,1.0,6.0,4.0,1.0,0.0,18.0,17.0,3.0,1.0,2.0,3.0,1.0,5.0,15.0,15.0,3.0,1.0,39%,61%,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,8.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,8.0,0.0,0.0,55%,45%,10.0,4.0,4.0,1.0,5.0,3.0,1.0,0.0,9.0,9.0,3.0,0.0,0.0,2.0,1.0,4.0,9.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,414.0,10.0,16.0,176.0,279.0,2.0,7.0,172.0,135.0,8.0,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-14-West Ham-Crystal Palace,premier-league,home,West Ham,Crystal Palace,14.01.2017,3,0,2016-2017,44%,56%,14.0,10.0,3.0,1.0,7.0,6.0,4.0,3.0,15.0,11.0,2.0,2.0,1.0,1.0,1.0,0.0,10.0,14.0,4.0,2.0,45%,55%,5.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,6.0,2.0,1.0,43%,57%,9.0,7.0,3.0,0.0,5.0,4.0,1.0,3.0,9.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,432.0,19.0,18.0,188.0,227.0,10.0,11.0,154.0,205.0,9.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
premier-league-2016-2017-2017-01-15-Everton-Manchester City,premier-league,home,Everton,Manchester City,15.01.2017,4,0,2016-2017,29%,71%,6.0,13.0,4.0,5.0,1.0,4.0,1.0,4.0,11.0,20.0,3.0,6.0,4.0,4.0,5.0,0.0,17.0,7.0,2.0,2.0,29%,71%,1.0,6.0,1.0,2.0,0.0,1.0,0.0,3.0,4.0,9.0,2.0,3.0,3.0,2.0,2.0,0.0,7.0,2.0,0.0,0.0,29%,71%,5.0,7.0,3.0,3.0,1.0,3.0,1.0,1.0,7.0,11.0,1.0,3.0,1.0,2.0,3.0,0.0,10.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,649.0,22.0,10.0,151.0,376.0,14.0,4.0,110.0,273.0,8.0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
