match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,Match Attacks,opponent Match Attacks,Match Dangerous Attacks,opponent Match Dangerous Attacks,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,1st half Total Passes,opponent 1st half Total Passes,1st half Completed Passes,opponent 1st half Completed Passes,1st half Tackles,opponent 1st half Tackles,1st half Attacks,opponent 1st half Attacks,1st half Dangerous Attacks,opponent 1st half Dangerous Attacks,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,2nd half Attacks,opponent 2nd half Attacks,2nd half Dangerous Attacks,opponent 2nd half Dangerous Attacks,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,1st half Red Cards,opponent 1st half Red Cards
bundesliga-2018-2019-2018-11-04-B. Monchengladbach-Dusseldorf,bundesliga,home,B. Monchengladbach,Dusseldorf,04.11.2018,3,0,2018-2019,55%,45%,21.0,13.0,7.0,6.0,8.0,6.0,6.0,1.0,9.0,18.0,10.0,4.0,0.0,0.0,6.0,4.0,15.0,8.0,1.0,2.0,544.0,403.0,481.0,316.0,7.0,22.0,127.0,81.0,66.0,44.0,54%,46%,11.0,5.0,3.0,1.0,6.0,3.0,2.0,1.0,6.0,10.0,5.0,2.0,0.0,0.0,1.0,3.0,7.0,6.0,0.0,1.0,272.0,234.0,231.0,173.0,3.0,13.0,83.0,46.0,40.0,28.0,56%,44%,10.0,8.0,4.0,5.0,2.0,3.0,4.0,0.0,3.0,8.0,5.0,2.0,0.0,0.0,5.0,1.0,8.0,2.0,272.0,169.0,250.0,143.0,4.0,9.0,44.0,35.0,26.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-04-Mainz-Werder Bremen,bundesliga,home,Mainz,Werder Bremen,04.11.2018,2,1,2018-2019,36%,64%,13.0,14.0,6.0,4.0,7.0,6.0,0.0,4.0,10.0,14.0,3.0,6.0,6.0,1.0,3.0,4.0,7.0,8.0,0.0,2.0,360.0,652.0,269.0,547.0,14.0,20.0,112.0,119.0,42.0,66.0,43%,57%,9.0,4.0,4.0,0.0,5.0,3.0,0.0,1.0,2.0,8.0,2.0,1.0,4.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,248.0,343.0,207.0,289.0,6.0,13.0,63.0,55.0,27.0,21.0,29%,71%,4.0,10.0,2.0,4.0,2.0,3.0,0.0,3.0,8.0,6.0,1.0,5.0,2.0,1.0,3.0,1.0,3.0,6.0,112.0,309.0,62.0,258.0,8.0,7.0,49.0,64.0,15.0,45.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-09-Hannover-Wolfsburg,bundesliga,home,Hannover,Wolfsburg,09.11.2018,2,1,2018-2019,30%,70%,10.0,19.0,4.0,9.0,5.0,8.0,1.0,2.0,9.0,16.0,3.0,5.0,1.0,0.0,8.0,2.0,14.0,8.0,4.0,2.0,230.0,532.0,159.0,437.0,16.0,20.0,83.0,151.0,31.0,71.0,36%,64%,6.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,4.0,7.0,2.0,3.0,0.0,0.0,1.0,2.0,6.0,2.0,0.0,0.0,143.0,250.0,103.0,199.0,8.0,11.0,57.0,63.0,17.0,25.0,24%,76%,4.0,16.0,1.0,8.0,2.0,6.0,1.0,2.0,5.0,9.0,1.0,2.0,1.0,0.0,7.0,0.0,8.0,6.0,87.0,282.0,56.0,238.0,8.0,9.0,26.0,88.0,14.0,46.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-10-Dortmund-Bayern Munich,bundesliga,home,Dortmund,Bayern Munich,10.11.2018,3,2,2018-2019,43%,57%,11.0,9.0,5.0,3.0,5.0,3.0,1.0,3.0,12.0,5.0,0.0,6.0,1.0,5.0,1.0,2.0,4.0,8.0,3.0,3.0,467.0,606.0,374.0,511.0,21.0,19.0,86.0,147.0,37.0,70.0,41%,59%,1.0,6.0,1.0,2.0,0.0,1.0,0.0,3.0,5.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,241.0,328.0,198.0,286.0,14.0,11.0,38.0,75.0,14.0,33.0,45%,55%,10.0,3.0,4.0,1.0,5.0,2.0,1.0,0.0,7.0,3.0,0.0,3.0,1.0,4.0,0.0,1.0,2.0,4.0,226.0,278.0,176.0,225.0,7.0,8.0,48.0,72.0,23.0,37.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-10-Dusseldorf-Hertha Berlin,bundesliga,home,Dusseldorf,Hertha Berlin,10.11.2018,4,1,2018-2019,48%,52%,20.0,11.0,9.0,5.0,10.0,3.0,1.0,3.0,16.0,19.0,2.0,6.0,3.0,0.0,4.0,5.0,15.0,15.0,1.0,3.0,452.0,477.0,373.0,391.0,12.0,5.0,106.0,106.0,38.0,34.0,33%,67%,9.0,4.0,3.0,2.0,6.0,2.0,0.0,0.0,9.0,10.0,0.0,4.0,2.0,0.0,2.0,3.0,7.0,10.0,0.0,2.0,150.0,289.0,111.0,242.0,5.0,4.0,51.0,65.0,10.0,26.0,63%,37%,11.0,7.0,6.0,3.0,4.0,1.0,1.0,3.0,7.0,9.0,2.0,2.0,1.0,0.0,2.0,2.0,8.0,5.0,302.0,188.0,262.0,149.0,7.0,1.0,55.0,41.0,28.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
bundesliga-2018-2019-2018-11-10-Freiburg-Mainz,bundesliga,home,Freiburg,Mainz,10.11.2018,1,3,2018-2019,58%,42%,15.0,12.0,4.0,9.0,9.0,1.0,2.0,2.0,11.0,21.0,3.0,4.0,2.0,0.0,6.0,3.0,19.0,10.0,1.0,2.0,445.0,337.0,343.0,236.0,19.0,15.0,117.0,106.0,37.0,59.0,49%,51%,4.0,7.0,1.0,6.0,1.0,0.0,2.0,1.0,3.0,12.0,1.0,2.0,2.0,0.0,4.0,1.0,11.0,2.0,0.0,0.0,198.0,210.0,147.0,165.0,10.0,5.0,44.0,72.0,7.0,36.0,67%,33%,11.0,5.0,3.0,3.0,8.0,1.0,0.0,1.0,8.0,9.0,2.0,2.0,0.0,0.0,2.0,2.0,8.0,8.0,247.0,127.0,196.0,71.0,9.0,10.0,73.0,34.0,30.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-10-Hoffenheim-Augsburg,bundesliga,home,Hoffenheim,Augsburg,10.11.2018,2,1,2018-2019,50%,50%,18.0,22.0,7.0,7.0,8.0,12.0,3.0,3.0,9.0,14.0,6.0,6.0,0.0,2.0,6.0,5.0,14.0,6.0,1.0,1.0,488.0,479.0,411.0,395.0,12.0,11.0,125.0,131.0,52.0,68.0,48%,52%,8.0,10.0,2.0,2.0,5.0,7.0,1.0,1.0,4.0,8.0,2.0,1.0,0.0,1.0,2.0,2.0,8.0,3.0,0.0,1.0,251.0,265.0,211.0,227.0,9.0,5.0,62.0,77.0,26.0,29.0,52%,48%,10.0,12.0,5.0,5.0,3.0,5.0,2.0,2.0,5.0,6.0,4.0,5.0,0.0,1.0,4.0,3.0,6.0,3.0,237.0,214.0,200.0,168.0,3.0,6.0,63.0,54.0,26.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-10-Nurnberg-Stuttgart,bundesliga,home,Nurnberg,Stuttgart,10.11.2018,0,2,2018-2019,51%,49%,10.0,13.0,3.0,4.0,6.0,7.0,1.0,2.0,10.0,15.0,3.0,9.0,1.0,0.0,2.0,3.0,14.0,10.0,1.0,0.0,408.0,388.0,306.0,283.0,12.0,13.0,110.0,113.0,35.0,50.0,41%,59%,3.0,6.0,0.0,0.0,3.0,4.0,0.0,2.0,3.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,180.0,245.0,130.0,189.0,4.0,6.0,44.0,70.0,17.0,25.0,61%,39%,7.0,7.0,3.0,4.0,3.0,3.0,1.0,0.0,7.0,8.0,3.0,4.0,0.0,0.0,2.0,3.0,8.0,7.0,228.0,143.0,176.0,94.0,8.0,7.0,66.0,43.0,18.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-10-Werder Bremen-B. Monchengladbach,bundesliga,home,Werder Bremen,B. Monchengladbach,10.11.2018,1,3,2018-2019,54%,46%,20.0,16.0,5.0,6.0,8.0,8.0,7.0,2.0,10.0,11.0,9.0,5.0,3.0,7.0,3.0,4.0,7.0,2.0,0.0,0.0,581.0,500.0,474.0,417.0,15.0,12.0,130.0,108.0,68.0,34.0,47%,53%,6.0,7.0,2.0,1.0,2.0,4.0,2.0,2.0,6.0,5.0,1.0,3.0,2.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,277.0,297.0,228.0,256.0,12.0,7.0,56.0,67.0,12.0,16.0,61%,39%,14.0,9.0,3.0,5.0,6.0,4.0,5.0,0.0,4.0,6.0,8.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,304.0,203.0,246.0,161.0,3.0,5.0,74.0,41.0,56.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-11-Eintracht Frankfurt-Schalke,bundesliga,home,Eintracht Frankfurt,Schalke,11.11.2018,3,0,2018-2019,50%,50%,14.0,5.0,4.0,1.0,8.0,3.0,2.0,1.0,17.0,10.0,10.0,4.0,3.0,3.0,1.0,1.0,7.0,13.0,0.0,2.0,367.0,367.0,283.0,271.0,17.0,24.0,149.0,87.0,41.0,20.0,54%,46%,5.0,3.0,0.0,0.0,4.0,2.0,1.0,1.0,8.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,1.0,196.0,173.0,157.0,129.0,10.0,3.0,77.0,53.0,26.0,12.0,46%,54%,9.0,2.0,4.0,1.0,4.0,1.0,1.0,0.0,9.0,8.0,4.0,0.0,3.0,1.0,1.0,1.0,5.0,7.0,171.0,194.0,126.0,142.0,7.0,21.0,72.0,34.0,15.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-11-RB Leipzig-Bayer Leverkusen,bundesliga,home,RB Leipzig,Bayer Leverkusen,11.11.2018,3,0,2018-2019,43%,57%,14.0,7.0,7.0,2.0,4.0,4.0,3.0,1.0,19.0,14.0,4.0,3.0,2.0,7.0,2.0,4.0,12.0,12.0,0.0,1.0,435.0,570.0,325.0,473.0,15.0,11.0,122.0,116.0,46.0,29.0,50%,50%,8.0,3.0,3.0,0.0,3.0,2.0,2.0,1.0,9.0,8.0,3.0,1.0,1.0,2.0,0.0,2.0,7.0,6.0,0.0,1.0,283.0,281.0,223.0,231.0,7.0,7.0,71.0,62.0,26.0,10.0,36%,64%,6.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0,10.0,6.0,1.0,2.0,1.0,5.0,2.0,2.0,5.0,6.0,152.0,289.0,102.0,242.0,8.0,4.0,51.0,54.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-23-Bayer Leverkusen-Stuttgart,bundesliga,home,Bayer Leverkusen,Stuttgart,23.11.2018,2,0,2018-2019,60%,40%,17.0,10.0,4.0,2.0,9.0,6.0,4.0,2.0,10.0,13.0,6.0,9.0,3.0,0.0,2.0,2.0,13.0,8.0,3.0,3.0,563.0,366.0,475.0,270.0,9.0,14.0,109.0,103.0,44.0,57.0,60%,40%,9.0,3.0,2.0,1.0,5.0,2.0,2.0,0.0,5.0,7.0,1.0,3.0,1.0,0.0,1.0,2.0,7.0,4.0,3.0,3.0,304.0,192.0,261.0,146.0,6.0,9.0,48.0,51.0,21.0,30.0,60%,40%,8.0,7.0,2.0,1.0,4.0,4.0,2.0,2.0,5.0,6.0,5.0,6.0,2.0,0.0,1.0,0.0,6.0,4.0,259.0,174.0,214.0,124.0,3.0,5.0,61.0,52.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-24-Augsburg-Eintracht Frankfurt,bundesliga,home,Augsburg,Eintracht Frankfurt,24.11.2018,1,3,2018-2019,60%,40%,25.0,15.0,10.0,7.0,9.0,4.0,6.0,4.0,9.0,4.0,8.0,5.0,5.0,3.0,4.0,9.0,3.0,12.0,1.0,2.0,504.0,355.0,400.0,242.0,22.0,20.0,134.0,114.0,68.0,29.0,52%,48%,8.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,6.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,6.0,0.0,2.0,213.0,199.0,157.0,142.0,11.0,11.0,56.0,62.0,29.0,16.0,68%,32%,17.0,9.0,7.0,4.0,6.0,2.0,4.0,3.0,3.0,2.0,6.0,1.0,2.0,1.0,2.0,6.0,1.0,6.0,291.0,156.0,243.0,100.0,11.0,9.0,78.0,52.0,39.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-24-Bayern Munich-Dusseldorf,bundesliga,home,Bayern Munich,Dusseldorf,24.11.2018,3,3,2018-2019,78%,22%,17.0,9.0,5.0,5.0,8.0,3.0,4.0,1.0,7.0,5.0,9.0,2.0,2.0,1.0,2.0,2.0,4.0,7.0,0.0,1.0,882.0,238.0,790.0,159.0,13.0,12.0,168.0,66.0,80.0,30.0,78%,22%,10.0,6.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,453.0,123.0,412.0,81.0,6.0,3.0,86.0,31.0,45.0,14.0,78%,22%,7.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,429.0,115.0,378.0,78.0,7.0,9.0,82.0,35.0,35.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-24-Hertha Berlin-Hoffenheim,bundesliga,home,Hertha Berlin,Hoffenheim,24.11.2018,3,3,2018-2019,57%,43%,23.0,13.0,8.0,6.0,12.0,5.0,3.0,2.0,15.0,10.0,8.0,5.0,2.0,4.0,3.0,5.0,9.0,13.0,1.0,2.0,475.0,361.0,399.0,269.0,13.0,17.0,117.0,94.0,49.0,39.0,52%,48%,9.0,8.0,2.0,3.0,6.0,3.0,1.0,2.0,5.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,249.0,231.0,207.0,178.0,6.0,7.0,56.0,50.0,22.0,23.0,62%,38%,14.0,5.0,6.0,3.0,6.0,2.0,2.0,0.0,10.0,6.0,6.0,3.0,1.0,4.0,2.0,4.0,5.0,8.0,226.0,130.0,192.0,91.0,7.0,10.0,61.0,44.0,27.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-24-Mainz-Dortmund,bundesliga,home,Mainz,Dortmund,24.11.2018,1,2,2018-2019,34%,66%,15.0,11.0,7.0,7.0,3.0,2.0,5.0,2.0,11.0,8.0,6.0,5.0,4.0,1.0,5.0,6.0,9.0,11.0,2.0,1.0,349.0,691.0,252.0,594.0,12.0,18.0,130.0,112.0,42.0,52.0,26%,74%,7.0,6.0,4.0,4.0,1.0,1.0,2.0,1.0,8.0,6.0,3.0,4.0,1.0,1.0,4.0,4.0,6.0,8.0,2.0,1.0,134.0,394.0,92.0,355.0,5.0,8.0,56.0,59.0,13.0,23.0,42%,58%,8.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,3.0,3.0,215.0,297.0,160.0,239.0,7.0,10.0,74.0,53.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-24-Schalke-Nurnberg,bundesliga,home,Schalke,Nurnberg,24.11.2018,5,2,2018-2019,56%,44%,20.0,12.0,10.0,6.0,7.0,4.0,3.0,2.0,15.0,6.0,7.0,2.0,2.0,1.0,4.0,5.0,7.0,12.0,1.0,2.0,494.0,398.0,420.0,323.0,19.0,19.0,117.0,83.0,61.0,24.0,55%,45%,10.0,7.0,6.0,4.0,2.0,1.0,2.0,2.0,7.0,4.0,3.0,2.0,0.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,245.0,191.0,202.0,149.0,11.0,8.0,64.0,41.0,24.0,14.0,57%,43%,10.0,5.0,4.0,2.0,5.0,3.0,1.0,0.0,8.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,7.0,249.0,207.0,218.0,174.0,8.0,11.0,53.0,42.0,37.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
bundesliga-2018-2019-2018-11-24-Wolfsburg-RB Leipzig,bundesliga,home,Wolfsburg,RB Leipzig,24.11.2018,1,0,2018-2019,46%,54%,5.0,10.0,3.0,4.0,2.0,2.0,0.0,4.0,15.0,11.0,2.0,9.0,2.0,0.0,4.0,2.0,10.0,13.0,1.0,2.0,400.0,462.0,285.0,338.0,11.0,21.0,111.0,143.0,27.0,63.0,55%,45%,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,6.0,5.0,2.0,5.0,2.0,0.0,1.0,1.0,5.0,5.0,0.0,1.0,249.0,190.0,191.0,126.0,2.0,11.0,60.0,57.0,20.0,22.0,37%,63%,3.0,6.0,2.0,3.0,1.0,0.0,0.0,3.0,9.0,6.0,0.0,4.0,0.0,0.0,3.0,1.0,5.0,8.0,151.0,272.0,94.0,212.0,9.0,10.0,51.0,86.0,7.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-25-B. Monchengladbach-Hannover,bundesliga,home,B. Monchengladbach,Hannover,25.11.2018,4,1,2018-2019,62%,38%,20.0,6.0,6.0,3.0,7.0,1.0,7.0,2.0,15.0,12.0,5.0,5.0,3.0,4.0,2.0,2.0,8.0,10.0,1.0,1.0,603.0,353.0,535.0,280.0,19.0,10.0,132.0,74.0,54.0,33.0,66%,34%,9.0,3.0,2.0,3.0,3.0,0.0,4.0,0.0,5.0,6.0,4.0,2.0,0.0,3.0,2.0,0.0,6.0,3.0,0.0,0.0,297.0,149.0,259.0,117.0,9.0,5.0,69.0,25.0,37.0,16.0,58%,42%,11.0,3.0,4.0,0.0,4.0,1.0,3.0,2.0,10.0,6.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,7.0,306.0,204.0,276.0,163.0,10.0,5.0,63.0,49.0,17.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-25-Freiburg-Werder Bremen,bundesliga,home,Freiburg,Werder Bremen,25.11.2018,1,1,2018-2019,47%,53%,23.0,19.0,9.0,8.0,9.0,7.0,5.0,4.0,11.0,8.0,5.0,3.0,3.0,1.0,7.0,8.0,6.0,10.0,0.0,2.0,450.0,522.0,357.0,425.0,25.0,13.0,127.0,147.0,52.0,49.0,51%,49%,10.0,9.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,5.0,2.0,0.0,2.0,0.0,4.0,3.0,4.0,4.0,0.0,1.0,243.0,232.0,196.0,182.0,11.0,7.0,63.0,74.0,25.0,17.0,43%,57%,13.0,10.0,5.0,4.0,6.0,4.0,2.0,2.0,7.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,2.0,6.0,207.0,290.0,161.0,243.0,14.0,6.0,64.0,73.0,27.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-11-30-Dusseldorf-Mainz,bundesliga,home,Dusseldorf,Mainz,30.11.2018,0,1,2018-2019,52%,48%,20.0,15.0,7.0,3.0,5.0,7.0,8.0,5.0,11.0,9.0,12.0,5.0,0.0,2.0,2.0,7.0,8.0,7.0,1.0,1.0,466.0,443.0,378.0,363.0,22.0,15.0,126.0,88.0,58.0,32.0,46%,54%,8.0,7.0,2.0,0.0,2.0,5.0,4.0,2.0,3.0,6.0,4.0,3.0,0.0,1.0,0.0,2.0,6.0,2.0,1.0,0.0,244.0,276.0,199.0,237.0,12.0,7.0,58.0,51.0,21.0,12.0,58%,42%,12.0,8.0,5.0,3.0,3.0,2.0,4.0,3.0,8.0,3.0,8.0,2.0,0.0,1.0,2.0,5.0,2.0,5.0,222.0,167.0,179.0,126.0,10.0,8.0,68.0,37.0,37.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-01-Dortmund-Freiburg,bundesliga,home,Dortmund,Freiburg,01.12.2018,2,0,2018-2019,67%,33%,11.0,5.0,4.0,1.0,4.0,4.0,3.0,0.0,12.0,9.0,2.0,3.0,1.0,1.0,1.0,2.0,6.0,11.0,1.0,1.0,770.0,369.0,696.0,297.0,17.0,22.0,168.0,73.0,70.0,25.0,71%,29%,7.0,4.0,2.0,1.0,2.0,3.0,3.0,0.0,4.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,1.0,397.0,164.0,362.0,127.0,10.0,9.0,88.0,34.0,40.0,11.0,63%,37%,4.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,8.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,6.0,373.0,205.0,334.0,170.0,7.0,13.0,80.0,39.0,30.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-01-Hannover-Hertha Berlin,bundesliga,home,Hannover,Hertha Berlin,01.12.2018,0,2,2018-2019,60%,40%,11.0,13.0,2.0,8.0,4.0,3.0,5.0,2.0,18.0,12.0,3.0,6.0,1.0,3.0,6.0,2.0,9.0,14.0,2.0,3.0,540.0,364.0,429.0,247.0,12.0,21.0,136.0,130.0,53.0,40.0,57%,43%,2.0,6.0,1.0,2.0,1.0,3.0,0.0,1.0,9.0,8.0,0.0,5.0,1.0,1.0,1.0,1.0,5.0,7.0,0.0,2.0,259.0,187.0,194.0,129.0,8.0,7.0,58.0,71.0,12.0,23.0,63%,37%,9.0,7.0,1.0,6.0,3.0,0.0,5.0,1.0,9.0,4.0,3.0,1.0,0.0,2.0,5.0,1.0,4.0,7.0,281.0,177.0,235.0,118.0,4.0,14.0,78.0,59.0,41.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-01-Hoffenheim-Schalke,bundesliga,home,Hoffenheim,Schalke,01.12.2018,1,1,2018-2019,49%,51%,20.0,15.0,7.0,5.0,8.0,8.0,5.0,2.0,15.0,16.0,4.0,10.0,3.0,1.0,4.0,6.0,11.0,13.0,3.0,3.0,560.0,596.0,278.0,308.0,20.0,14.0,124.0,92.0,73.0,47.0,56%,44%,13.0,7.0,4.0,2.0,6.0,5.0,3.0,0.0,6.0,8.0,4.0,4.0,1.0,0.0,2.0,4.0,5.0,5.0,2.0,1.0,224.0,169.0,186.0,139.0,12.0,5.0,69.0,36.0,52.0,18.0,42%,58%,7.0,8.0,3.0,3.0,2.0,3.0,2.0,2.0,9.0,8.0,0.0,6.0,2.0,1.0,2.0,2.0,6.0,8.0,336.0,427.0,92.0,169.0,8.0,9.0,55.0,56.0,21.0,29.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-01-Stuttgart-Augsburg,bundesliga,home,Stuttgart,Augsburg,01.12.2018,1,0,2018-2019,36%,64%,14.0,18.0,3.0,4.0,6.0,7.0,5.0,7.0,11.0,15.0,3.0,8.0,3.0,1.0,4.0,2.0,11.0,10.0,4.0,2.0,274.0,477.0,178.0,368.0,18.0,9.0,94.0,119.0,22.0,63.0,39%,61%,7.0,8.0,1.0,2.0,4.0,4.0,2.0,2.0,6.0,9.0,1.0,4.0,2.0,0.0,2.0,0.0,7.0,6.0,1.0,1.0,156.0,242.0,112.0,184.0,9.0,4.0,52.0,53.0,9.0,29.0,33%,67%,7.0,10.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,6.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,118.0,235.0,66.0,184.0,9.0,5.0,42.0,66.0,13.0,34.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
bundesliga-2018-2019-2018-12-01-Werder Bremen-Bayern Munich,bundesliga,home,Werder Bremen,Bayern Munich,01.12.2018,1,2,2018-2019,44%,56%,9.0,16.0,3.0,5.0,2.0,8.0,4.0,3.0,10.0,15.0,3.0,10.0,2.0,1.0,3.0,2.0,13.0,8.0,3.0,2.0,458.0,585.0,360.0,496.0,12.0,10.0,93.0,133.0,39.0,60.0,44%,56%,4.0,8.0,3.0,3.0,1.0,4.0,0.0,1.0,4.0,3.0,1.0,4.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,0.0,257.0,313.0,208.0,276.0,10.0,6.0,43.0,68.0,17.0,35.0,44%,56%,5.0,8.0,0.0,2.0,1.0,4.0,4.0,2.0,6.0,12.0,2.0,6.0,2.0,0.0,1.0,0.0,10.0,5.0,201.0,272.0,152.0,220.0,2.0,4.0,50.0,65.0,22.0,25.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
