match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in,Match Total Passes,opponent Match Total Passes,1st half Total Passes,opponent 1st half Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
serie-a-2015-2016-2015-12-12-Udinese-Inter,serie-a,home,Udinese,Inter,12.12.2015,0,4,2015-2016,55%,45%,22.0,13.0,7.0,7.0,7.0,6.0,8.0,0.0,17.0,15.0,9.0,2.0,3.0,2.0,3.0,7.0,12.0,15.0,3.0,3.0,55%,45%,14.0,6.0,4.0,3.0,3.0,3.0,7.0,0.0,7.0,7.0,6.0,0.0,1.0,1.0,1.0,4.0,6.0,6.0,55%,45%,8.0,7.0,3.0,4.0,4.0,3.0,1.0,0.0,10.0,8.0,3.0,2.0,2.0,1.0,2.0,3.0,6.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-13-AC Milan-Verona,serie-a,home,AC Milan,Verona,13.12.2015,1,1,2015-2016,57%,43%,17.0,11.0,6.0,2.0,8.0,6.0,3.0,3.0,18.0,18.0,9.0,7.0,8.0,2.0,1.0,5.0,11.0,16.0,3.0,6.0,53%,47%,6.0,6.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,7.0,5.0,7.0,2.0,0.0,1.0,1.0,4.0,3.0,61%,39%,11.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,15.0,11.0,4.0,0.0,6.0,2.0,0.0,4.0,7.0,13.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-13-Chievo-Atalanta,serie-a,home,Chievo,Atalanta,13.12.2015,1,0,2015-2016,54%,46%,15.0,6.0,3.0,2.0,6.0,3.0,6.0,1.0,16.0,19.0,5.0,1.0,6.0,0.0,2.0,2.0,14.0,17.0,3.0,3.0,49%,51%,4.0,5.0,0.0,2.0,2.0,3.0,2.0,0.0,8.0,10.0,2.0,1.0,3.0,0.0,2.0,0.0,7.0,8.0,60%,40%,11.0,1.0,3.0,0.0,4.0,0.0,4.0,1.0,8.0,9.0,3.0,0.0,3.0,0.0,0.0,2.0,7.0,9.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-13-Empoli-Carpi,serie-a,home,Empoli,Carpi,13.12.2015,3,0,2015-2016,66%,34%,13.0,14.0,4.0,4.0,6.0,8.0,3.0,2.0,20.0,9.0,2.0,4.0,2.0,7.0,4.0,1.0,7.0,13.0,0.0,2.0,67%,33%,9.0,6.0,1.0,1.0,5.0,4.0,3.0,1.0,10.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,65%,35%,4.0,8.0,3.0,3.0,1.0,4.0,0.0,1.0,10.0,6.0,1.0,3.0,0.0,5.0,3.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-13-Juventus-Fiorentina,serie-a,home,Juventus,Fiorentina,13.12.2015,3,1,2015-2016,38%,62%,16.0,6.0,6.0,1.0,7.0,4.0,3.0,1.0,21.0,15.0,3.0,1.0,1.0,1.0,0.0,3.0,17.0,20.0,3.0,5.0,40%,60%,7.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,10.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,10.0,36%,64%,9.0,2.0,4.0,0.0,3.0,2.0,2.0,0.0,11.0,9.0,3.0,0.0,0.0,1.0,0.0,2.0,11.0,10.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-13-Napoli-AS Roma,serie-a,home,Napoli,AS Roma,13.12.2015,0,0,2015-2016,60%,40%,12.0,5.0,4.0,0.0,7.0,4.0,1.0,1.0,17.0,17.0,7.0,1.0,4.0,2.0,0.0,4.0,13.0,17.0,2.0,3.0,61%,39%,4.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,6.0,8.0,3.0,1.0,2.0,1.0,0.0,0.0,6.0,6.0,59%,41%,8.0,2.0,4.0,0.0,4.0,1.0,0.0,1.0,11.0,9.0,4.0,0.0,2.0,1.0,0.0,4.0,7.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-14-Lazio-Sampdoria,serie-a,home,Lazio,Sampdoria,14.12.2015,1,1,2015-2016,57%,43%,14.0,10.0,2.0,4.0,10.0,5.0,2.0,1.0,17.0,19.0,7.0,0.0,2.0,2.0,3.0,1.0,16.0,15.0,2.0,4.0,59%,41%,7.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,8.0,13.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,8.0,55%,45%,7.0,6.0,1.0,3.0,6.0,3.0,0.0,0.0,9.0,6.0,6.0,0.0,1.0,2.0,2.0,0.0,5.0,7.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-19-Bologna-Empoli,serie-a,home,Bologna,Empoli,19.12.2015,2,3,2015-2016,50%,50%,13.0,18.0,4.0,7.0,5.0,4.0,4.0,7.0,17.0,22.0,9.0,6.0,6.0,2.0,4.0,2.0,17.0,15.0,2.0,4.0,46%,54%,6.0,11.0,2.0,3.0,4.0,4.0,0.0,4.0,7.0,4.0,3.0,6.0,0.0,1.0,1.0,0.0,4.0,6.0,54%,46%,7.0,7.0,2.0,4.0,1.0,0.0,4.0,3.0,10.0,18.0,6.0,0.0,6.0,1.0,3.0,2.0,13.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-AS Roma-Genoa,serie-a,home,AS Roma,Genoa,20.12.2015,2,0,2015-2016,52%,48%,7.0,12.0,3.0,4.0,3.0,4.0,1.0,4.0,7.0,12.0,5.0,8.0,1.0,2.0,4.0,1.0,13.0,5.0,3.0,1.0,60%,40%,3.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,9.0,2.0,4.0,1.0,1.0,2.0,0.0,9.0,4.0,44%,56%,4.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-Atalanta-Napoli,serie-a,home,Atalanta,Napoli,20.12.2015,1,3,2015-2016,47%,53%,16.0,16.0,5.0,5.0,7.0,8.0,4.0,3.0,17.0,12.0,7.0,4.0,2.0,2.0,2.0,4.0,13.0,15.0,1.0,3.0,43%,57%,8.0,7.0,3.0,1.0,4.0,5.0,1.0,1.0,8.0,7.0,5.0,2.0,1.0,2.0,1.0,3.0,6.0,6.0,51%,49%,8.0,9.0,2.0,4.0,3.0,3.0,3.0,2.0,9.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,7.0,9.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-Carpi-Juventus,serie-a,home,Carpi,Juventus,20.12.2015,2,3,2015-2016,34%,66%,11.0,10.0,3.0,6.0,4.0,2.0,4.0,2.0,21.0,14.0,3.0,3.0,0.0,6.0,3.0,1.0,16.0,15.0,1.0,0.0,28%,72%,4.0,9.0,1.0,5.0,1.0,2.0,2.0,2.0,9.0,4.0,0.0,2.0,0.0,3.0,3.0,0.0,5.0,6.0,40%,60%,7.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,12.0,10.0,3.0,1.0,0.0,3.0,0.0,1.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-Fiorentina-Chievo,serie-a,home,Fiorentina,Chievo,20.12.2015,2,0,2015-2016,67%,33%,13.0,6.0,8.0,0.0,3.0,1.0,2.0,5.0,22.0,19.0,7.0,2.0,0.0,8.0,0.0,6.0,19.0,14.0,1.0,2.0,70%,30%,9.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,12.0,10.0,3.0,0.0,0.0,6.0,0.0,3.0,10.0,6.0,64%,36%,4.0,6.0,3.0,0.0,0.0,1.0,1.0,5.0,10.0,9.0,4.0,2.0,0.0,2.0,0.0,3.0,9.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-Frosinone-AC Milan,serie-a,home,Frosinone,AC Milan,20.12.2015,2,4,2015-2016,31%,69%,15.0,23.0,5.0,10.0,7.0,6.0,3.0,7.0,13.0,18.0,2.0,11.0,4.0,2.0,6.0,3.0,14.0,11.0,5.0,3.0,24%,76%,9.0,10.0,2.0,4.0,4.0,2.0,3.0,4.0,6.0,7.0,2.0,9.0,2.0,2.0,4.0,1.0,5.0,4.0,38%,62%,6.0,13.0,3.0,6.0,3.0,4.0,0.0,3.0,7.0,11.0,0.0,2.0,2.0,0.0,2.0,2.0,9.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-Inter-Lazio,serie-a,home,Inter,Lazio,20.12.2015,1,2,2015-2016,65%,35%,7.0,7.0,1.0,3.0,3.0,2.0,3.0,2.0,25.0,16.0,5.0,4.0,3.0,0.0,1.0,1.0,16.0,25.0,1.0,4.0,63%,37%,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,9.0,7.0,2.0,2.0,1.0,0.0,0.0,1.0,7.0,9.0,67%,33%,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,16.0,9.0,3.0,2.0,2.0,0.0,1.0,0.0,9.0,16.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-Sampdoria-Palermo,serie-a,home,Sampdoria,Palermo,20.12.2015,2,0,2015-2016,60%,40%,16.0,11.0,6.0,5.0,6.0,6.0,4.0,0.0,27.0,14.0,6.0,3.0,3.0,4.0,5.0,4.0,12.0,25.0,2.0,4.0,65%,35%,10.0,5.0,3.0,2.0,4.0,3.0,3.0,0.0,9.0,7.0,4.0,1.0,0.0,2.0,2.0,3.0,7.0,9.0,55%,45%,6.0,6.0,3.0,3.0,2.0,3.0,1.0,0.0,18.0,7.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,16.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-Torino-Udinese,serie-a,home,Torino,Udinese,20.12.2015,0,1,2015-2016,51%,49%,10.0,12.0,1.0,6.0,6.0,5.0,3.0,1.0,19.0,24.0,7.0,7.0,2.0,1.0,5.0,1.0,22.0,16.0,2.0,3.0,38%,62%,6.0,6.0,1.0,4.0,4.0,1.0,1.0,1.0,12.0,7.0,2.0,6.0,0.0,1.0,3.0,1.0,7.0,9.0,64%,36%,4.0,6.0,0.0,2.0,2.0,4.0,2.0,0.0,7.0,17.0,5.0,1.0,2.0,0.0,2.0,0.0,15.0,7.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2015-12-20-Verona-Sassuolo,serie-a,home,Verona,Sassuolo,20.12.2015,1,1,2015-2016,46%,54%,10.0,16.0,6.0,5.0,3.0,9.0,1.0,2.0,16.0,18.0,6.0,8.0,3.0,2.0,4.0,5.0,15.0,14.0,2.0,1.0,43%,57%,3.0,7.0,1.0,2.0,1.0,3.0,1.0,2.0,8.0,7.0,2.0,6.0,0.0,2.0,1.0,0.0,7.0,6.0,49%,51%,7.0,9.0,5.0,3.0,2.0,6.0,0.0,0.0,8.0,11.0,4.0,2.0,3.0,0.0,3.0,5.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-05-Genoa-Sampdoria,serie-a,home,Genoa,Sampdoria,05.01.2016,2,3,2015-2016,60%,40%,18.0,11.0,10.0,5.0,4.0,4.0,4.0,2.0,18.0,19.0,12.0,5.0,2.0,2.0,2.0,8.0,18.0,16.0,6.0,1.0,60%,40%,5.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,10.0,9.0,4.0,4.0,0.0,0.0,1.0,1.0,9.0,10.0,60%,40%,13.0,5.0,9.0,2.0,2.0,2.0,2.0,1.0,8.0,10.0,8.0,1.0,2.0,2.0,1.0,7.0,9.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-AC Milan-Bologna,serie-a,home,AC Milan,Bologna,06.01.2016,0,1,2015-2016,59%,41%,17.0,7.0,4.0,3.0,6.0,3.0,7.0,1.0,14.0,20.0,10.0,0.0,4.0,1.0,2.0,4.0,16.0,12.0,6.0,5.0,61%,39%,7.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,6.0,10.0,6.0,0.0,2.0,0.0,0.0,4.0,8.0,5.0,57%,43%,10.0,6.0,0.0,3.0,4.0,3.0,6.0,0.0,8.0,10.0,4.0,0.0,2.0,1.0,2.0,0.0,8.0,7.0,5.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-Chievo-AS Roma,serie-a,home,Chievo,AS Roma,06.01.2016,3,3,2015-2016,55%,45%,12.0,14.0,6.0,5.0,5.0,6.0,1.0,3.0,15.0,13.0,8.0,2.0,1.0,3.0,2.0,3.0,12.0,13.0,3.0,2.0,60%,40%,6.0,7.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,8.0,3.0,50%,50%,6.0,7.0,3.0,2.0,3.0,4.0,0.0,1.0,10.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,4.0,10.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-Empoli-Inter,serie-a,home,Empoli,Inter,06.01.2016,0,1,2015-2016,48%,52%,16.0,14.0,4.0,3.0,10.0,7.0,2.0,4.0,10.0,11.0,8.0,5.0,2.0,1.0,2.0,4.0,9.0,10.0,2.0,2.0,46%,54%,7.0,8.0,2.0,1.0,3.0,4.0,2.0,3.0,7.0,7.0,3.0,3.0,1.0,1.0,0.0,2.0,6.0,6.0,50%,50%,9.0,6.0,2.0,2.0,7.0,3.0,0.0,1.0,3.0,4.0,5.0,2.0,1.0,0.0,2.0,2.0,3.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-Juventus-Verona,serie-a,home,Juventus,Verona,06.01.2016,3,0,2015-2016,53%,47%,15.0,7.0,6.0,1.0,7.0,4.0,2.0,2.0,13.0,18.0,9.0,2.0,1.0,2.0,1.0,3.0,17.0,11.0,3.0,2.0,50%,50%,9.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,6.0,9.0,3.0,2.0,0.0,0.0,1.0,2.0,9.0,6.0,56%,44%,6.0,4.0,2.0,0.0,3.0,3.0,1.0,1.0,7.0,9.0,6.0,0.0,1.0,2.0,0.0,1.0,8.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-Lazio-Carpi,serie-a,home,Lazio,Carpi,06.01.2016,0,0,2015-2016,64%,36%,15.0,5.0,0.0,2.0,10.0,2.0,5.0,1.0,11.0,17.0,9.0,7.0,5.0,2.0,2.0,0.0,12.0,9.0,2.0,1.0,62%,38%,6.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,5.0,7.0,3.0,4.0,3.0,2.0,0.0,0.0,4.0,3.0,67%,33%,9.0,3.0,0.0,2.0,5.0,1.0,4.0,0.0,6.0,10.0,6.0,3.0,2.0,0.0,2.0,0.0,8.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-Napoli-Torino,serie-a,home,Napoli,Torino,06.01.2016,2,1,2015-2016,60%,40%,17.0,9.0,8.0,4.0,8.0,4.0,1.0,1.0,23.0,11.0,7.0,5.0,0.0,2.0,3.0,6.0,12.0,21.0,2.0,4.0,61%,39%,10.0,6.0,6.0,3.0,4.0,2.0,0.0,1.0,8.0,4.0,5.0,3.0,0.0,0.0,2.0,4.0,5.0,8.0,59%,41%,7.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,15.0,7.0,2.0,2.0,0.0,2.0,1.0,2.0,7.0,13.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-Palermo-Fiorentina,serie-a,home,Palermo,Fiorentina,06.01.2016,1,3,2015-2016,40%,60%,11.0,11.0,3.0,5.0,5.0,6.0,3.0,0.0,17.0,25.0,4.0,3.0,2.0,1.0,2.0,2.0,23.0,16.0,3.0,3.0,36%,64%,1.0,8.0,0.0,3.0,1.0,5.0,0.0,0.0,7.0,10.0,2.0,2.0,2.0,0.0,1.0,0.0,8.0,7.0,44%,56%,10.0,3.0,3.0,2.0,4.0,1.0,3.0,0.0,10.0,15.0,2.0,1.0,0.0,1.0,1.0,2.0,15.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-Sassuolo-Frosinone,serie-a,home,Sassuolo,Frosinone,06.01.2016,2,2,2015-2016,70%,30%,30.0,5.0,3.0,2.0,16.0,2.0,11.0,1.0,22.0,15.0,8.0,1.0,1.0,1.0,0.0,1.0,14.0,21.0,3.0,2.0,64%,36%,10.0,3.0,1.0,2.0,5.0,1.0,4.0,0.0,9.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,9.0,76%,24%,20.0,2.0,2.0,0.0,11.0,1.0,7.0,1.0,13.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,12.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-06-Udinese-Atalanta,serie-a,home,Udinese,Atalanta,06.01.2016,2,1,2015-2016,38%,62%,18.0,22.0,6.0,7.0,10.0,6.0,2.0,9.0,19.0,20.0,4.0,5.0,2.0,1.0,6.0,4.0,18.0,18.0,3.0,3.0,44%,56%,10.0,7.0,3.0,1.0,6.0,4.0,1.0,2.0,10.0,6.0,1.0,2.0,1.0,0.0,1.0,1.0,5.0,10.0,30%,70%,8.0,15.0,3.0,6.0,4.0,2.0,1.0,7.0,9.0,14.0,3.0,3.0,1.0,1.0,5.0,3.0,13.0,8.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-09-AS Roma-AC Milan,serie-a,home,AS Roma,AC Milan,09.01.2016,1,1,2015-2016,46%,54%,12.0,17.0,5.0,6.0,5.0,9.0,2.0,2.0,18.0,17.0,4.0,8.0,8.0,2.0,5.0,4.0,9.0,15.0,3.0,3.0,36%,64%,8.0,8.0,4.0,5.0,3.0,2.0,1.0,1.0,8.0,10.0,2.0,3.0,5.0,0.0,5.0,3.0,4.0,8.0,56%,44%,4.0,9.0,1.0,1.0,2.0,7.0,1.0,1.0,10.0,7.0,2.0,5.0,3.0,2.0,0.0,1.0,5.0,7.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-09-Carpi-Udinese,serie-a,home,Carpi,Udinese,09.01.2016,2,1,2015-2016,40%,60%,13.0,10.0,6.0,5.0,4.0,4.0,3.0,1.0,12.0,17.0,6.0,5.0,0.0,2.0,4.0,4.0,17.0,10.0,1.0,1.0,49%,51%,10.0,2.0,4.0,1.0,4.0,1.0,2.0,0.0,5.0,5.0,4.0,1.0,0.0,1.0,1.0,3.0,5.0,4.0,30%,70%,3.0,8.0,2.0,4.0,0.0,3.0,1.0,1.0,7.0,12.0,2.0,4.0,0.0,1.0,3.0,1.0,12.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-09-Fiorentina-Lazio,serie-a,home,Fiorentina,Lazio,09.01.2016,1,3,2015-2016,68%,32%,17.0,10.0,7.0,6.0,4.0,2.0,6.0,2.0,29.0,15.0,6.0,2.0,0.0,4.0,3.0,6.0,15.0,23.0,3.0,4.0,63%,37%,6.0,4.0,1.0,3.0,1.0,1.0,4.0,0.0,17.0,9.0,1.0,2.0,0.0,2.0,2.0,1.0,9.0,14.0,73%,27%,11.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0,12.0,6.0,5.0,0.0,0.0,2.0,1.0,5.0,6.0,9.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-10-Atalanta-Genoa,serie-a,home,Atalanta,Genoa,10.01.2016,0,2,2015-2016,54%,46%,14.0,12.0,0.0,2.0,7.0,7.0,7.0,3.0,19.0,17.0,4.0,5.0,1.0,2.0,0.0,0.0,14.0,18.0,2.0,2.0,56%,44%,7.0,4.0,0.0,0.0,4.0,2.0,3.0,2.0,10.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,4.0,8.0,52%,48%,7.0,8.0,0.0,2.0,3.0,5.0,4.0,1.0,9.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,10.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-10-Bologna-Chievo,serie-a,home,Bologna,Chievo,10.01.2016,0,1,2015-2016,60%,40%,16.0,8.0,2.0,2.0,10.0,3.0,4.0,3.0,17.0,21.0,5.0,4.0,0.0,2.0,1.0,2.0,20.0,16.0,2.0,2.0,56%,44%,6.0,3.0,1.0,0.0,4.0,2.0,1.0,1.0,12.0,9.0,4.0,1.0,0.0,1.0,0.0,1.0,9.0,12.0,64%,36%,10.0,5.0,1.0,2.0,6.0,1.0,3.0,2.0,5.0,12.0,1.0,3.0,0.0,1.0,1.0,1.0,11.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serie-a-2015-2016-2016-01-10-Frosinone-Napoli,serie-a,home,Frosinone,Napoli,10.01.2016,1,5,2015-2016,25%,75%,9.0,24.0,3.0,10.0,4.0,6.0,2.0,8.0,11.0,15.0,3.0,9.0,4.0,1.0,5.0,2.0,12.0,10.0,2.0,1.0,23%,77%,4.0,12.0,1.0,4.0,2.0,3.0,1.0,5.0,6.0,8.0,3.0,5.0,3.0,0.0,2.0,1.0,6.0,6.0,27%,73%,5.0,12.0,2.0,6.0,2.0,3.0,1.0,3.0,5.0,7.0,0.0,4.0,1.0,1.0,3.0,1.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
