match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Throw-in,opponent Match Throw-in,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Throw-in,opponent 1st half Throw-in,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Red Cards,opponent 1st half Red Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Throw-in,opponent 2nd half Throw-in,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Total Passes,opponent Match Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
ligue-1-2015-2016-2015-08-15-Angers-Nantes,ligue-1,home,Angers,Nantes,15.08.2015,0,0,2015-2016,50%,50%,10.0,2.0,3.0,1.0,7.0,1.0,0.0,0.0,20.0,10.0,4.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0,12.0,17.0,0.0,0.0,3.0,4.0,52%,48%,5.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,12.0,5.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,5.0,10.0,0.0,0.0,2.0,3.0,48%,52%,5.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-15-Caen-Toulouse,ligue-1,home,Caen,Toulouse,15.08.2015,1,0,2015-2016,45%,55%,9.0,13.0,3.0,4.0,6.0,6.0,0.0,3.0,17.0,16.0,3.0,3.0,1.0,3.0,0.0,0.0,4.0,2.0,14.0,14.0,0.0,1.0,1.0,3.0,48%,52%,6.0,9.0,1.0,4.0,5.0,3.0,0.0,2.0,7.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,42%,58%,3.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,10.0,12.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-15-Guingamp-Lyon,ligue-1,home,Guingamp,Lyon,15.08.2015,0,1,2015-2016,41%,59%,11.0,11.0,3.0,3.0,6.0,6.0,2.0,2.0,20.0,15.0,9.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,16.0,18.0,0.0,0.0,2.0,2.0,44%,56%,5.0,6.0,1.0,1.0,4.0,4.0,0.0,1.0,8.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,6.0,0.0,0.0,2.0,0.0,38%,62%,6.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-15-Rennes-Montpellier,ligue-1,home,Rennes,Montpellier,15.08.2015,1,0,2015-2016,48%,52%,10.0,4.0,2.0,0.0,8.0,3.0,0.0,1.0,10.0,13.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,11.0,9.0,0.0,0.0,3.0,1.0,45%,55%,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,1.0,1.0,51%,49%,8.0,2.0,2.0,0.0,6.0,1.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-15-St Etienne-Bordeaux,ligue-1,home,St Etienne,Bordeaux,15.08.2015,1,1,2015-2016,45%,55%,7.0,17.0,2.0,3.0,5.0,7.0,0.0,7.0,13.0,20.0,1.0,8.0,3.0,3.0,0.0,0.0,2.0,1.0,17.0,11.0,0.0,0.0,2.0,1.0,48%,52%,3.0,7.0,0.0,1.0,3.0,4.0,0.0,2.0,5.0,10.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,42%,58%,4.0,10.0,2.0,2.0,2.0,3.0,0.0,5.0,8.0,10.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-15-Troyes-Nice,ligue-1,home,Troyes,Nice,15.08.2015,3,3,2015-2016,50%,50%,11.0,18.0,7.0,6.0,3.0,6.0,1.0,6.0,15.0,12.0,11.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,11.0,13.0,1.0,0.0,5.0,3.0,46%,54%,5.0,8.0,2.0,6.0,2.0,1.0,1.0,1.0,6.0,9.0,7.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,8.0,1.0,0.0,4.0,1.0,54%,46%,6.0,10.0,5.0,0.0,1.0,5.0,0.0,5.0,9.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-16-Lorient-Bastia,ligue-1,home,Lorient,Bastia,16.08.2015,1,1,2015-2016,60%,40%,12.0,7.0,4.0,2.0,6.0,5.0,2.0,0.0,16.0,16.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,13.0,16.0,0.0,0.0,3.0,2.0,69%,31%,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,8.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,1.0,51%,49%,9.0,5.0,3.0,1.0,5.0,4.0,1.0,0.0,6.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-16-Paris SG-GFC Ajaccio,ligue-1,home,Paris SG,GFC Ajaccio,16.08.2015,2,0,2015-2016,65%,35%,18.0,8.0,7.0,2.0,7.0,4.0,4.0,2.0,15.0,11.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,5.0,8.0,14.0,0.0,0.0,1.0,3.0,66%,34%,8.0,4.0,3.0,0.0,2.0,3.0,3.0,1.0,9.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,64%,36%,10.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,6.0,7.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,5.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-16-Reims-Marseille,ligue-1,home,Reims,Marseille,16.08.2015,1,0,2015-2016,42%,58%,14.0,13.0,4.0,4.0,7.0,5.0,3.0,4.0,17.0,13.0,8.0,7.0,0.0,3.0,0.0,0.0,4.0,3.0,13.0,14.0,0.0,1.0,2.0,4.0,45%,55%,9.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,11.0,7.0,4.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,8.0,7.0,0.0,0.0,2.0,1.0,39%,61%,5.0,10.0,1.0,3.0,3.0,4.0,1.0,3.0,6.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,7.0,0.0,3.0,0.0,1.0,19.0,0.0,19.0,0.0
ligue-1-2015-2016-2015-08-21-Montpellier-Paris SG,ligue-1,home,Montpellier,Paris SG,21.08.2015,0,1,2015-2016,38%,62%,10.0,9.0,3.0,5.0,5.0,3.0,2.0,1.0,15.0,15.0,2.0,1.0,2.0,7.0,0.0,0.0,4.0,3.0,13.0,8.0,0.0,0.0,2.0,2.0,30%,70%,4.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0,7.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,10.0,3.0,0.0,0.0,1.0,0.0,46%,54%,6.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,8.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-22-Bastia-Guingamp,ligue-1,home,Bastia,Guingamp,22.08.2015,3,0,2015-2016,43%,57%,10.0,15.0,6.0,4.0,1.0,10.0,3.0,1.0,15.0,17.0,3.0,5.0,3.0,3.0,0.0,0.0,4.0,3.0,14.0,13.0,0.0,0.0,2.0,3.0,49%,51%,5.0,9.0,4.0,3.0,0.0,5.0,1.0,1.0,6.0,7.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,37%,63%,5.0,6.0,2.0,1.0,1.0,5.0,2.0,0.0,9.0,10.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,7.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-22-GFC Ajaccio-Angers,ligue-1,home,GFC Ajaccio,Angers,22.08.2015,0,2,2015-2016,66%,34%,8.0,9.0,3.0,5.0,4.0,3.0,1.0,1.0,12.0,15.0,9.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,12.0,10.0,0.0,0.0,2.0,2.0,71%,29%,4.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,7.0,7.0,6.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,1.0,61%,39%,4.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-22-Lyon-Rennes,ligue-1,home,Lyon,Rennes,22.08.2015,1,2,2015-2016,66%,34%,15.0,6.0,4.0,3.0,8.0,3.0,3.0,0.0,15.0,10.0,6.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,12.0,13.0,0.0,0.0,1.0,3.0,68%,32%,5.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,10.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,64%,36%,10.0,3.0,3.0,2.0,4.0,1.0,3.0,0.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-22-Nantes-Reims,ligue-1,home,Nantes,Reims,22.08.2015,1,0,2015-2016,50%,50%,13.0,2.0,6.0,1.0,6.0,0.0,1.0,1.0,9.0,18.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,5.0,12.0,10.0,0.0,0.0,1.0,3.0,52%,48%,6.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,3.0,11.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,0.0,1.0,1.0,48%,52%,7.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-22-Nice-Caen,ligue-1,home,Nice,Caen,22.08.2015,2,1,2015-2016,63%,37%,7.0,12.0,4.0,6.0,2.0,4.0,1.0,2.0,15.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,7.0,16.0,0.0,0.0,1.0,3.0,69%,31%,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,57%,43%,4.0,7.0,3.0,3.0,1.0,3.0,0.0,1.0,6.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-22-Toulouse-Monaco,ligue-1,home,Toulouse,Monaco,22.08.2015,1,1,2015-2016,42%,58%,12.0,14.0,4.0,3.0,8.0,6.0,0.0,5.0,20.0,13.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,20.0,0.0,0.0,0.0,4.0,47%,53%,6.0,7.0,3.0,2.0,3.0,4.0,0.0,1.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,37%,63%,6.0,7.0,1.0,1.0,5.0,2.0,0.0,4.0,11.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-23-Lille-Bordeaux,ligue-1,home,Lille,Bordeaux,23.08.2015,0,0,2015-2016,56%,44%,16.0,12.0,5.0,4.0,7.0,5.0,4.0,3.0,25.0,11.0,12.0,10.0,0.0,2.0,0.0,0.0,4.0,5.0,11.0,23.0,0.0,0.0,1.0,5.0,57%,43%,4.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,11.0,5.0,6.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,2.0,55%,45%,12.0,8.0,5.0,3.0,4.0,4.0,3.0,1.0,14.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,6.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-23-Lorient-St Etienne,ligue-1,home,Lorient,St Etienne,23.08.2015,0,1,2015-2016,42%,58%,10.0,12.0,2.0,5.0,4.0,5.0,4.0,2.0,26.0,13.0,3.0,4.0,1.0,3.0,0.0,0.0,4.0,2.0,12.0,24.0,1.0,0.0,0.0,3.0,39%,61%,5.0,5.0,2.0,4.0,2.0,1.0,1.0,0.0,13.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,6.0,14.0,1.0,0.0,0.0,1.0,45%,55%,5.0,7.0,0.0,1.0,2.0,4.0,3.0,2.0,13.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-23-Marseille-Troyes,ligue-1,home,Marseille,Troyes,23.08.2015,6,0,2015-2016,55%,45%,19.0,7.0,9.0,1.0,7.0,4.0,3.0,2.0,7.0,10.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,8.0,8.0,0.0,0.0,1.0,1.0,56%,44%,10.0,3.0,2.0,0.0,5.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,54%,46%,9.0,4.0,7.0,1.0,2.0,2.0,0.0,1.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-28-Guingamp-Marseille,ligue-1,home,Guingamp,Marseille,28.08.2015,2,0,2015-2016,37%,63%,12.0,14.0,5.0,6.0,6.0,5.0,1.0,3.0,16.0,13.0,4.0,8.0,1.0,5.0,0.0,0.0,6.0,3.0,12.0,13.0,0.0,0.0,1.0,6.0,35%,65%,5.0,6.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,39%,61%,7.0,8.0,3.0,3.0,4.0,3.0,0.0,2.0,10.0,7.0,3.0,7.0,0.0,2.0,0.0,0.0,3.0,1.0,8.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-29-Angers-Nice,ligue-1,home,Angers,Nice,29.08.2015,1,1,2015-2016,37%,63%,5.0,11.0,2.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,3.0,6.0,1.0,2.0,0.0,0.0,4.0,1.0,14.0,8.0,0.0,0.0,2.0,2.0,48%,52%,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,26%,74%,3.0,7.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-29-Caen-Lyon,ligue-1,home,Caen,Lyon,29.08.2015,0,4,2015-2016,39%,61%,14.0,13.0,5.0,5.0,5.0,5.0,4.0,3.0,17.0,16.0,8.0,3.0,2.0,0.0,0.0,0.0,1.0,5.0,14.0,17.0,1.0,0.0,1.0,0.0,44%,56%,8.0,9.0,3.0,2.0,2.0,4.0,3.0,3.0,9.0,8.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,34%,66%,6.0,4.0,2.0,3.0,3.0,1.0,1.0,0.0,8.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-29-Lille-GFC Ajaccio,ligue-1,home,Lille,GFC Ajaccio,29.08.2015,1,0,2015-2016,52%,48%,13.0,12.0,5.0,6.0,4.0,4.0,4.0,2.0,19.0,17.0,7.0,4.0,4.0,0.0,0.0,0.0,6.0,4.0,13.0,17.0,0.0,0.0,1.0,3.0,61%,39%,9.0,5.0,4.0,2.0,3.0,2.0,2.0,1.0,10.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,10.0,0.0,0.0,0.0,2.0,43%,57%,4.0,7.0,1.0,4.0,1.0,2.0,2.0,1.0,9.0,10.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,1.0,8.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-29-Reims-Lorient,ligue-1,home,Reims,Lorient,29.08.2015,4,1,2015-2016,47%,53%,14.0,13.0,10.0,4.0,3.0,5.0,1.0,4.0,9.0,13.0,5.0,5.0,0.0,2.0,0.0,0.0,3.0,6.0,12.0,8.0,0.0,0.0,3.0,1.0,56%,44%,8.0,7.0,6.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,1.0,38%,62%,6.0,6.0,4.0,3.0,2.0,3.0,0.0,0.0,4.0,9.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-29-Rennes-Toulouse,ligue-1,home,Rennes,Toulouse,29.08.2015,3,1,2015-2016,50%,50%,12.0,8.0,4.0,3.0,7.0,4.0,1.0,1.0,9.0,15.0,7.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,12.0,9.0,0.0,0.0,2.0,3.0,56%,44%,9.0,4.0,1.0,3.0,7.0,1.0,1.0,0.0,3.0,8.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,44%,56%,3.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,6.0,7.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-29-Troyes-Montpellier,ligue-1,home,Troyes,Montpellier,29.08.2015,0,0,2015-2016,43%,57%,8.0,13.0,1.0,4.0,4.0,5.0,3.0,4.0,13.0,16.0,4.0,5.0,0.0,3.0,0.0,0.0,4.0,1.0,16.0,10.0,0.0,0.0,2.0,1.0,37%,63%,2.0,8.0,0.0,2.0,1.0,2.0,1.0,4.0,6.0,8.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,49%,51%,6.0,5.0,1.0,2.0,3.0,3.0,2.0,0.0,7.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,8.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-30-Bordeaux-Nantes,ligue-1,home,Bordeaux,Nantes,30.08.2015,2,0,2015-2016,55%,45%,18.0,10.0,6.0,1.0,10.0,5.0,2.0,4.0,16.0,12.0,7.0,5.0,5.0,0.0,0.0,0.0,1.0,4.0,9.0,17.0,0.0,1.0,3.0,3.0,52%,48%,7.0,7.0,2.0,0.0,3.0,5.0,2.0,2.0,9.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,2.0,2.0,58%,42%,11.0,3.0,4.0,1.0,7.0,0.0,0.0,2.0,7.0,9.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,7.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-30-Monaco-Paris SG,ligue-1,home,Monaco,Paris SG,30.08.2015,0,3,2015-2016,35%,65%,3.0,19.0,2.0,8.0,0.0,9.0,1.0,2.0,18.0,10.0,3.0,2.0,3.0,5.0,0.0,0.0,5.0,2.0,7.0,13.0,0.0,0.0,0.0,1.0,34%,66%,2.0,9.0,1.0,2.0,0.0,7.0,1.0,0.0,8.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,36%,64%,1.0,10.0,1.0,6.0,0.0,2.0,0.0,2.0,10.0,7.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-08-30-St Etienne-Bastia,ligue-1,home,St Etienne,Bastia,30.08.2015,2,1,2015-2016,66%,34%,23.0,6.0,6.0,1.0,12.0,4.0,5.0,1.0,5.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,6.0,0.0,2.0,1.0,1.0,64%,36%,13.0,5.0,2.0,1.0,7.0,4.0,4.0,0.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,68%,32%,10.0,1.0,4.0,0.0,5.0,0.0,1.0,1.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-11-Paris SG-Bordeaux,ligue-1,home,Paris SG,Bordeaux,11.09.2015,2,2,2015-2016,64%,36%,19.0,10.0,5.0,3.0,8.0,4.0,6.0,3.0,14.0,11.0,11.0,6.0,1.0,1.0,0.0,0.0,1.0,3.0,11.0,14.0,0.0,1.0,2.0,4.0,67%,33%,10.0,1.0,4.0,1.0,2.0,0.0,4.0,0.0,6.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,0.0,1.0,61%,39%,9.0,9.0,1.0,2.0,6.0,4.0,2.0,3.0,8.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,8.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-12-Lorient-Angers,ligue-1,home,Lorient,Angers,12.09.2015,3,1,2015-2016,54%,46%,14.0,7.0,6.0,1.0,5.0,4.0,3.0,2.0,18.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,18.0,0.0,0.0,1.0,1.0,33%,67%,5.0,5.0,0.0,1.0,3.0,3.0,2.0,1.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,75%,25%,9.0,2.0,6.0,0.0,2.0,1.0,1.0,1.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-12-Lyon-Lille,ligue-1,home,Lyon,Lille,12.09.2015,0,0,2015-2016,62%,38%,13.0,9.0,6.0,3.0,5.0,5.0,2.0,1.0,21.0,14.0,7.0,1.0,0.0,1.0,0.0,0.0,3.0,6.0,14.0,20.0,0.0,0.0,1.0,4.0,58%,42%,4.0,4.0,2.0,3.0,1.0,1.0,1.0,0.0,8.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,7.0,0.0,0.0,0.0,2.0,66%,34%,9.0,5.0,4.0,0.0,4.0,4.0,1.0,1.0,13.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-12-Montpellier-St Etienne,ligue-1,home,Montpellier,St Etienne,12.09.2015,1,2,2015-2016,51%,49%,15.0,12.0,8.0,3.0,5.0,6.0,2.0,3.0,23.0,16.0,9.0,5.0,1.0,2.0,0.0,0.0,1.0,7.0,16.0,20.0,0.0,0.0,3.0,2.0,45%,55%,8.0,7.0,4.0,2.0,2.0,3.0,2.0,2.0,12.0,6.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,4.0,6.0,11.0,0.0,0.0,2.0,1.0,57%,43%,7.0,5.0,4.0,1.0,3.0,3.0,0.0,1.0,11.0,10.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,10.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
