match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Throw-in,opponent Match Throw-in,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Throw-in,opponent 1st half Throw-in,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Red Cards,opponent 1st half Red Cards,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Throw-in,opponent 2nd half Throw-in,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Total Passes,opponent Match Total Passes,2nd half Total Passes,opponent 2nd half Total Passes
ligue-1-2015-2016-2015-09-12-Nice-Guingamp,ligue-1,home,Nice,Guingamp,12.09.2015,0,1,2015-2016,61%,39%,13.0,8.0,1.0,4.0,6.0,4.0,6.0,0.0,24.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,11.0,23.0,0.0,0.0,1.0,3.0,74%,26%,6.0,4.0,0.0,1.0,2.0,2.0,4.0,1.0,12.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,11.0,0.0,0.0,0.0,1.0,48%,52%,7.0,4.0,1.0,3.0,4.0,2.0,2.0,-1.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-12-Toulouse-Reims,ligue-1,home,Toulouse,Reims,12.09.2015,2,2,2015-2016,50%,50%,15.0,10.0,6.0,5.0,8.0,4.0,1.0,1.0,17.0,13.0,2.0,4.0,4.0,0.0,0.0,0.0,3.0,4.0,9.0,17.0,0.0,0.0,2.0,2.0,55%,45%,10.0,2.0,6.0,1.0,3.0,1.0,1.0,0.0,7.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0,45%,55%,5.0,8.0,0.0,4.0,5.0,3.0,0.0,1.0,10.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-12-Troyes-Caen,ligue-1,home,Troyes,Caen,12.09.2015,1,3,2015-2016,65%,35%,15.0,15.0,6.0,8.0,5.0,5.0,4.0,2.0,11.0,8.0,6.0,5.0,1.0,2.0,0.0,0.0,5.0,5.0,7.0,9.0,0.0,1.0,4.0,2.0,75%,25%,6.0,5.0,2.0,3.0,3.0,2.0,1.0,0.0,8.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,55%,45%,9.0,10.0,4.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-13-GFC Ajaccio-Monaco,ligue-1,home,GFC Ajaccio,Monaco,13.09.2015,0,1,2015-2016,53%,47%,26.0,14.0,4.0,8.0,16.0,3.0,6.0,3.0,19.0,17.0,14.0,4.0,2.0,4.0,0.0,0.0,7.0,4.0,16.0,15.0,0.0,0.0,3.0,3.0,50%,50%,11.0,7.0,2.0,4.0,7.0,2.0,2.0,1.0,10.0,13.0,3.0,4.0,2.0,1.0,0.0,0.0,3.0,2.0,12.0,8.0,0.0,0.0,2.0,1.0,56%,44%,15.0,7.0,2.0,4.0,9.0,1.0,4.0,2.0,9.0,4.0,11.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-13-Marseille-Bastia,ligue-1,home,Marseille,Bastia,13.09.2015,4,1,2015-2016,55%,45%,12.0,6.0,7.0,2.0,4.0,3.0,1.0,1.0,10.0,16.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,3.0,11.0,9.0,0.0,0.0,2.0,1.0,60%,40%,7.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,6.0,11.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,2.0,1.0,50%,50%,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-13-Nantes-Rennes,ligue-1,home,Nantes,Rennes,13.09.2015,0,2,2015-2016,43%,57%,10.0,16.0,3.0,7.0,6.0,7.0,1.0,2.0,14.0,16.0,1.0,6.0,3.0,3.0,0.0,0.0,5.0,3.0,14.0,11.0,2.0,0.0,2.0,3.0,49%,51%,7.0,9.0,2.0,2.0,4.0,4.0,1.0,3.0,11.0,8.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,2.0,37%,63%,3.0,7.0,1.0,5.0,2.0,3.0,0.0,-1.0,3.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,9.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-18-Rennes-Lille,ligue-1,home,Rennes,Lille,18.09.2015,1,1,2015-2016,51%,49%,9.0,15.0,3.0,5.0,3.0,7.0,3.0,3.0,16.0,15.0,8.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,17.0,18.0,0.0,1.0,3.0,4.0,50%,50%,3.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,52%,48%,6.0,9.0,3.0,5.0,0.0,1.0,3.0,3.0,7.0,9.0,8.0,2.0,2.0,0.0,0.0,0.0,4.0,2.0,17.0,18.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-19-Angers-Troyes,ligue-1,home,Angers,Troyes,19.09.2015,1,0,2015-2016,37%,63%,16.0,14.0,4.0,0.0,11.0,5.0,1.0,9.0,17.0,19.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,3.0,15.0,15.0,1.0,0.0,2.0,3.0,44%,56%,8.0,5.0,0.0,0.0,7.0,2.0,1.0,3.0,7.0,13.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,1.0,0.0,1.0,0.0,30%,70%,8.0,9.0,4.0,0.0,4.0,3.0,0.0,6.0,10.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-19-Bastia-Nice,ligue-1,home,Bastia,Nice,19.09.2015,1,3,2015-2016,52%,48%,8.0,9.0,2.0,6.0,4.0,2.0,2.0,1.0,16.0,14.0,7.0,3.0,1.0,2.0,0.0,0.0,3.0,1.0,11.0,14.0,0.0,0.0,1.0,2.0,49%,51%,5.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,6.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,55%,45%,3.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,10.0,9.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,7.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-19-Caen-Montpellier,ligue-1,home,Caen,Montpellier,19.09.2015,2,1,2015-2016,48%,52%,16.0,3.0,6.0,2.0,7.0,1.0,3.0,0.0,25.0,18.0,3.0,5.0,3.0,1.0,0.0,0.0,1.0,4.0,15.0,24.0,0.0,0.0,2.0,4.0,38%,62%,4.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,10.0,6.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,10.0,0.0,0.0,1.0,1.0,58%,42%,12.0,1.0,5.0,0.0,5.0,1.0,2.0,0.0,15.0,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-19-Guingamp-GFC Ajaccio,ligue-1,home,Guingamp,GFC Ajaccio,19.09.2015,2,1,2015-2016,67%,33%,15.0,6.0,3.0,3.0,7.0,0.0,5.0,3.0,18.0,8.0,9.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,6.0,14.0,0.0,1.0,2.0,6.0,65%,35%,5.0,5.0,1.0,2.0,3.0,0.0,1.0,3.0,11.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,10.0,0.0,1.0,0.0,3.0,69%,31%,10.0,1.0,2.0,1.0,4.0,0.0,4.0,0.0,7.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-19-Reims-Paris SG,ligue-1,home,Reims,Paris SG,19.09.2015,1,1,2015-2016,37%,63%,7.0,18.0,3.0,6.0,2.0,9.0,2.0,3.0,16.0,10.0,3.0,9.0,1.0,6.0,0.0,0.0,5.0,2.0,9.0,10.0,0.0,0.0,2.0,2.0,36%,64%,3.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,7.0,4.0,3.0,3.0,1.0,4.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,38%,62%,4.0,14.0,2.0,4.0,1.0,7.0,1.0,3.0,9.0,6.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,1.0,6.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-20-Bordeaux-Toulouse,ligue-1,home,Bordeaux,Toulouse,20.09.2015,1,1,2015-2016,54%,46%,16.0,10.0,5.0,5.0,9.0,4.0,2.0,1.0,14.0,21.0,6.0,3.0,3.0,2.0,0.0,0.0,4.0,4.0,18.0,12.0,0.0,1.0,2.0,2.0,55%,45%,6.0,4.0,1.0,2.0,3.0,2.0,2.0,0.0,4.0,14.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,2.0,0.0,0.0,1.0,1.0,53%,47%,10.0,6.0,4.0,3.0,6.0,2.0,0.0,1.0,10.0,7.0,4.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,5.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-20-Marseille-Lyon,ligue-1,home,Marseille,Lyon,20.09.2015,1,1,2015-2016,48%,52%,14.0,11.0,4.0,5.0,8.0,6.0,2.0,0.0,15.0,16.0,1.0,5.0,2.0,3.0,0.0,0.0,4.0,3.0,15.0,12.0,1.0,0.0,4.0,1.0,55%,45%,6.0,5.0,2.0,3.0,3.0,2.0,1.0,0.0,4.0,11.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,11.0,3.0,1.0,0.0,3.0,0.0,41%,59%,8.0,6.0,2.0,2.0,5.0,4.0,1.0,0.0,11.0,5.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-20-Monaco-Lorient,ligue-1,home,Monaco,Lorient,20.09.2015,2,3,2015-2016,59%,41%,13.0,15.0,6.0,7.0,5.0,4.0,2.0,4.0,15.0,13.0,3.0,3.0,3.0,2.0,0.0,0.0,4.0,4.0,11.0,15.0,0.0,0.0,4.0,4.0,59%,41%,7.0,8.0,3.0,4.0,3.0,1.0,1.0,3.0,7.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,9.0,0.0,0.0,0.0,2.0,59%,41%,6.0,7.0,3.0,3.0,2.0,3.0,1.0,1.0,8.0,7.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,6.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-20-St Etienne-Nantes,ligue-1,home,St Etienne,Nantes,20.09.2015,2,0,2015-2016,53%,47%,12.0,10.0,3.0,2.0,5.0,7.0,4.0,1.0,12.0,14.0,3.0,9.0,3.0,2.0,0.0,0.0,2.0,1.0,11.0,10.0,0.0,0.0,2.0,1.0,48%,52%,7.0,2.0,1.0,0.0,3.0,2.0,3.0,0.0,6.0,7.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,58%,42%,5.0,8.0,2.0,2.0,2.0,5.0,1.0,1.0,6.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-22-Angers-Reims,ligue-1,home,Angers,Reims,22.09.2015,0,0,2015-2016,46%,54%,8.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,19.0,11.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,8.0,19.0,0.0,0.0,1.0,3.0,48%,52%,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,1.0,44%,56%,5.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,13.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-22-Paris SG-Guingamp,ligue-1,home,Paris SG,Guingamp,22.09.2015,3,0,2015-2016,69%,31%,20.0,11.0,10.0,4.0,8.0,2.0,2.0,5.0,10.0,12.0,9.0,4.0,1.0,1.0,0.0,0.0,4.0,7.0,10.0,10.0,0.0,0.0,1.0,1.0,75%,25%,6.0,7.0,3.0,3.0,3.0,2.0,0.0,2.0,3.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,63%,37%,14.0,4.0,7.0,1.0,5.0,0.0,2.0,3.0,7.0,7.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-23-GFC Ajaccio-Rennes,ligue-1,home,GFC Ajaccio,Rennes,23.09.2015,1,1,2015-2016,49%,51%,13.0,16.0,2.0,8.0,8.0,7.0,3.0,1.0,20.0,8.0,3.0,3.0,2.0,5.0,0.0,0.0,7.0,1.0,6.0,14.0,0.0,0.0,0.0,1.0,52%,48%,5.0,6.0,1.0,2.0,3.0,3.0,1.0,1.0,8.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,46%,54%,8.0,10.0,1.0,6.0,5.0,4.0,2.0,0.0,12.0,5.0,1.0,3.0,0.0,4.0,0.0,0.0,5.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-23-Lorient-Caen,ligue-1,home,Lorient,Caen,23.09.2015,2,0,2015-2016,53%,47%,8.0,14.0,4.0,2.0,3.0,6.0,1.0,6.0,16.0,14.0,4.0,11.0,1.0,6.0,0.0,0.0,2.0,2.0,12.0,10.0,0.0,0.0,2.0,2.0,58%,42%,6.0,10.0,3.0,1.0,2.0,5.0,1.0,4.0,8.0,5.0,3.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,48%,52%,2.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0,9.0,1.0,6.0,0.0,4.0,0.0,0.0,1.0,1.0,8.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-23-Lyon-Bastia,ligue-1,home,Lyon,Bastia,23.09.2015,2,0,2015-2016,59%,41%,13.0,4.0,6.0,2.0,6.0,1.0,1.0,1.0,12.0,12.0,3.0,2.0,3.0,5.0,0.0,0.0,2.0,4.0,9.0,7.0,0.0,1.0,2.0,1.0,68%,32%,9.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,7.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,1.0,1.0,0.0,50%,50%,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,9.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-23-Nice-Bordeaux,ligue-1,home,Nice,Bordeaux,23.09.2015,6,1,2015-2016,51%,49%,17.0,6.0,10.0,3.0,6.0,3.0,1.0,0.0,9.0,13.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,4.0,14.0,8.0,0.0,1.0,0.0,1.0,55%,45%,7.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,6.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,1.0,47%,53%,10.0,4.0,6.0,1.0,3.0,3.0,1.0,0.0,3.0,9.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-23-Toulouse-Marseille,ligue-1,home,Toulouse,Marseille,23.09.2015,1,1,2015-2016,42%,58%,11.0,8.0,3.0,1.0,7.0,5.0,1.0,2.0,14.0,13.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,14.0,2.0,1.0,3.0,0.0,37%,63%,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,6.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,47%,53%,9.0,6.0,2.0,1.0,6.0,3.0,1.0,2.0,8.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-23-Troyes-St Etienne,ligue-1,home,Troyes,St Etienne,23.09.2015,0,1,2015-2016,45%,55%,14.0,13.0,4.0,6.0,6.0,5.0,4.0,2.0,19.0,13.0,7.0,6.0,2.0,4.0,0.0,0.0,5.0,4.0,10.0,14.0,0.0,0.0,3.0,0.0,46%,54%,6.0,6.0,1.0,4.0,2.0,2.0,3.0,0.0,10.0,5.0,2.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,44%,56%,8.0,7.0,3.0,2.0,4.0,3.0,1.0,2.0,9.0,8.0,5.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-24-Montpellier-Monaco,ligue-1,home,Montpellier,Monaco,24.09.2015,2,3,2015-2016,46%,54%,16.0,13.0,5.0,5.0,10.0,5.0,1.0,3.0,21.0,14.0,2.0,7.0,2.0,3.0,0.0,0.0,2.0,3.0,13.0,18.0,0.0,0.0,2.0,1.0,47%,53%,7.0,3.0,4.0,1.0,3.0,2.0,0.0,0.0,9.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,45%,55%,9.0,10.0,1.0,4.0,7.0,3.0,1.0,3.0,12.0,8.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-25-Reims-Lille,ligue-1,home,Reims,Lille,25.09.2015,1,0,2015-2016,42%,58%,10.0,10.0,5.0,3.0,2.0,5.0,3.0,2.0,25.0,17.0,4.0,6.0,1.0,2.0,0.0,0.0,3.0,4.0,16.0,23.0,0.0,0.0,3.0,3.0,41%,59%,6.0,4.0,3.0,2.0,1.0,2.0,2.0,0.0,14.0,8.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,8.0,13.0,0.0,0.0,3.0,3.0,43%,57%,4.0,6.0,2.0,1.0,1.0,3.0,1.0,2.0,11.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-26-Bastia-Toulouse,ligue-1,home,Bastia,Toulouse,26.09.2015,3,0,2015-2016,38%,62%,9.0,16.0,6.0,5.0,3.0,8.0,0.0,3.0,13.0,9.0,1.0,18.0,0.0,3.0,0.0,0.0,5.0,3.0,10.0,10.0,0.0,0.0,3.0,3.0,43%,57%,9.0,7.0,6.0,1.0,3.0,4.0,0.0,2.0,9.0,5.0,1.0,8.0,0.0,3.0,0.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,2.0,1.0,33%,67%,0.0,9.0,0.0,4.0,0.0,4.0,0.0,1.0,4.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-26-Bordeaux-Lyon,ligue-1,home,Bordeaux,Lyon,26.09.2015,3,1,2015-2016,48%,52%,10.0,10.0,4.0,4.0,4.0,4.0,2.0,2.0,10.0,14.0,3.0,5.0,4.0,3.0,0.0,0.0,3.0,1.0,10.0,9.0,0.0,0.0,2.0,0.0,54%,46%,9.0,5.0,3.0,0.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,42%,58%,1.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,6.0,9.0,1.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-26-Caen-GFC Ajaccio,ligue-1,home,Caen,GFC Ajaccio,26.09.2015,2,0,2015-2016,48%,52%,16.0,8.0,9.0,2.0,4.0,2.0,3.0,4.0,16.0,16.0,8.0,7.0,3.0,0.0,0.0,0.0,2.0,7.0,12.0,15.0,0.0,0.0,1.0,4.0,51%,49%,9.0,2.0,6.0,1.0,2.0,0.0,1.0,1.0,5.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,4.0,0.0,0.0,0.0,1.0,45%,55%,7.0,6.0,3.0,1.0,2.0,2.0,2.0,3.0,11.0,11.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,9.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-26-Nantes-Paris SG,ligue-1,home,Nantes,Paris SG,26.09.2015,1,4,2015-2016,36%,64%,7.0,14.0,2.0,7.0,4.0,3.0,1.0,4.0,11.0,21.0,4.0,7.0,1.0,2.0,0.0,0.0,3.0,1.0,20.0,9.0,0.0,0.0,2.0,1.0,38%,62%,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,34%,66%,3.0,13.0,0.0,6.0,2.0,3.0,1.0,4.0,5.0,13.0,1.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,14.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-26-Rennes-Troyes,ligue-1,home,Rennes,Troyes,26.09.2015,1,1,2015-2016,63%,37%,19.0,12.0,5.0,6.0,10.0,5.0,4.0,1.0,13.0,15.0,8.0,3.0,2.0,4.0,0.0,0.0,5.0,4.0,11.0,9.0,1.0,0.0,3.0,3.0,61%,39%,7.0,5.0,2.0,3.0,2.0,2.0,3.0,0.0,7.0,7.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,4.0,5.0,0.0,0.0,1.0,2.0,65%,35%,12.0,7.0,3.0,3.0,8.0,3.0,1.0,1.0,6.0,8.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,7.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-27-Guingamp-Monaco,ligue-1,home,Guingamp,Monaco,27.09.2015,3,3,2015-2016,51%,49%,16.0,8.0,8.0,4.0,8.0,3.0,0.0,1.0,19.0,21.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,5.0,19.0,17.0,0.0,0.0,5.0,3.0,48%,52%,6.0,5.0,2.0,3.0,4.0,2.0,0.0,0.0,8.0,12.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,10.0,7.0,0.0,0.0,1.0,1.0,54%,46%,10.0,3.0,6.0,1.0,4.0,1.0,0.0,1.0,11.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,9.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2015-2016-2015-09-27-Marseille-Angers,ligue-1,home,Marseille,Angers,27.09.2015,1,2,2015-2016,67%,33%,18.0,6.0,4.0,3.0,10.0,1.0,4.0,2.0,11.0,11.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,12.0,13.0,0.0,0.0,3.0,3.0,64%,36%,6.0,2.0,0.0,1.0,5.0,0.0,1.0,1.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,1.0,70%,30%,12.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,5.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
