match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Blocked Shots,opponent Match Blocked Shots,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Red Cards,opponent Match Red Cards,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Blocked Shots,opponent 1st half Blocked Shots,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Blocked Shots,opponent 2nd half Blocked Shots,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Red Cards,opponent 2nd half Red Cards,2nd half Yellow Cards,opponent 2nd half Yellow Cards,1st half Red Cards,opponent 1st half Red Cards,Match Goal Kicks,opponent Match Goal Kicks,Match Pass Success %,opponent Match Pass Success %,Match Total Passes,opponent Match Total Passes,1st half Goal Kicks,opponent 1st half Goal Kicks,1st half Pass Success %,opponent 1st half Pass Success %,1st half Total Passes,opponent 1st half Total Passes,2nd half Goal Kicks,opponent 2nd half Goal Kicks,2nd half Pass Success %,opponent 2nd half Pass Success %,2nd half Total Passes,opponent 2nd half Total Passes,Match Throw-in,opponent Match Throw-in,1st half Throw-in,opponent 1st half Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
laliga-2015-2016-2016-03-13-Sevilla-Villarreal,laliga,home,Sevilla,Villarreal,13.03.2016,4,2,2015-2016,55%,45%,14.0,13.0,4.0,6.0,9.0,3.0,1.0,4.0,14.0,14.0,5.0,8.0,6.0,5.0,4.0,0.0,10.0,12.0,1.0,0.0,3.0,1.0,60%,40%,6.0,4.0,1.0,2.0,4.0,0.0,1.0,2.0,6.0,7.0,3.0,1.0,4.0,3.0,0.0,0.0,5.0,6.0,1.0,1.0,50%,50%,8.0,9.0,3.0,4.0,5.0,3.0,0.0,2.0,8.0,7.0,2.0,7.0,2.0,2.0,4.0,0.0,5.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-14-Granada CF-Espanyol,laliga,home,Granada CF,Espanyol,14.03.2016,1,1,2015-2016,41%,59%,8.0,10.0,1.0,2.0,3.0,5.0,4.0,3.0,21.0,16.0,2.0,8.0,5.0,1.0,1.0,0.0,12.0,20.0,1.0,0.0,7.0,3.0,50%,50%,5.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,9.0,7.0,1.0,2.0,1.0,0.0,1.0,0.0,7.0,9.0,3.0,0.0,32%,68%,3.0,8.0,0.0,1.0,0.0,4.0,3.0,3.0,12.0,9.0,1.0,6.0,4.0,1.0,0.0,0.0,5.0,11.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-18-Getafe-Eibar,laliga,home,Getafe,Eibar,18.03.2016,1,1,2015-2016,43%,57%,8.0,20.0,4.0,6.0,4.0,9.0,0.0,5.0,13.0,14.0,3.0,3.0,2.0,1.0,5.0,3.0,12.0,12.0,0.0,0.0,2.0,2.0,38%,62%,3.0,10.0,2.0,3.0,1.0,5.0,0.0,2.0,6.0,6.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,48%,52%,5.0,10.0,2.0,3.0,3.0,4.0,0.0,3.0,7.0,8.0,3.0,2.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-19-Betis-Malaga,laliga,home,Betis,Malaga,19.03.2016,0,1,2015-2016,56%,44%,16.0,13.0,5.0,5.0,5.0,3.0,6.0,5.0,11.0,18.0,5.0,7.0,3.0,2.0,4.0,5.0,15.0,9.0,0.0,0.0,3.0,2.0,50%,50%,6.0,8.0,1.0,4.0,2.0,2.0,3.0,2.0,7.0,10.0,1.0,4.0,1.0,0.0,4.0,1.0,9.0,7.0,1.0,2.0,62%,38%,10.0,5.0,4.0,1.0,3.0,1.0,3.0,3.0,4.0,8.0,4.0,3.0,2.0,2.0,0.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-19-Dep. La Coruna-Levante,laliga,home,Dep. La Coruna,Levante,19.03.2016,2,1,2015-2016,53%,47%,15.0,7.0,6.0,1.0,7.0,6.0,2.0,0.0,14.0,8.0,2.0,1.0,0.0,2.0,0.0,4.0,8.0,12.0,0.0,0.0,2.0,3.0,55%,45%,6.0,4.0,2.0,0.0,3.0,4.0,1.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,1.0,51%,49%,9.0,3.0,4.0,1.0,4.0,2.0,1.0,0.0,8.0,6.0,1.0,1.0,0.0,1.0,0.0,3.0,6.0,7.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-19-Gijon-Atl. Madrid,laliga,home,Gijon,Atl. Madrid,19.03.2016,2,1,2015-2016,62%,38%,12.0,4.0,3.0,1.0,5.0,1.0,4.0,2.0,9.0,13.0,7.0,2.0,0.0,2.0,0.0,1.0,14.0,9.0,0.0,0.0,5.0,2.0,58%,42%,1.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,66%,34%,11.0,1.0,3.0,0.0,4.0,0.0,4.0,1.0,8.0,5.0,4.0,1.0,0.0,1.0,0.0,1.0,6.0,8.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-19-Granada CF-Rayo Vallecano,laliga,home,Granada CF,Rayo Vallecano,19.03.2016,2,2,2015-2016,32%,68%,11.0,22.0,2.0,6.0,6.0,11.0,3.0,5.0,15.0,8.0,6.0,12.0,1.0,6.0,4.0,0.0,8.0,9.0,1.0,0.0,3.0,5.0,34%,66%,6.0,9.0,1.0,3.0,3.0,3.0,2.0,3.0,9.0,5.0,3.0,5.0,1.0,3.0,2.0,0.0,5.0,5.0,1.0,2.0,30%,70%,5.0,13.0,1.0,3.0,3.0,8.0,1.0,2.0,6.0,3.0,3.0,7.0,0.0,3.0,2.0,0.0,3.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-19-Real Sociedad-Las Palmas,laliga,home,Real Sociedad,Las Palmas,19.03.2016,0,1,2015-2016,62%,38%,13.0,12.0,3.0,7.0,6.0,2.0,4.0,3.0,15.0,16.0,11.0,5.0,2.0,0.0,6.0,3.0,16.0,17.0,0.0,0.0,4.0,5.0,59%,41%,4.0,9.0,2.0,6.0,2.0,1.0,0.0,2.0,4.0,7.0,1.0,3.0,0.0,0.0,5.0,2.0,8.0,5.0,2.0,2.0,65%,35%,9.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,11.0,9.0,10.0,2.0,2.0,0.0,1.0,1.0,8.0,12.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-20-Espanyol-Ath Bilbao,laliga,home,Espanyol,Ath Bilbao,20.03.2016,2,1,2015-2016,40%,60%,16.0,14.0,7.0,4.0,6.0,5.0,3.0,5.0,16.0,14.0,6.0,2.0,6.0,3.0,3.0,5.0,7.0,13.0,0.0,0.0,3.0,3.0,45%,55%,8.0,8.0,2.0,4.0,3.0,3.0,3.0,1.0,8.0,6.0,5.0,0.0,4.0,2.0,3.0,2.0,2.0,6.0,0.0,0.0,35%,65%,8.0,6.0,5.0,0.0,3.0,2.0,0.0,4.0,8.0,8.0,1.0,2.0,2.0,1.0,0.0,3.0,5.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-20-Real Madrid-Sevilla,laliga,home,Real Madrid,Sevilla,20.03.2016,4,0,2015-2016,63%,37%,26.0,8.0,12.0,4.0,7.0,3.0,7.0,1.0,11.0,14.0,8.0,8.0,6.0,3.0,4.0,8.0,10.0,9.0,0.0,0.0,2.0,2.0,62%,38%,14.0,4.0,9.0,2.0,2.0,1.0,3.0,1.0,6.0,6.0,5.0,6.0,4.0,2.0,2.0,8.0,4.0,4.0,1.0,0.0,64%,36%,12.0,4.0,3.0,2.0,5.0,2.0,4.0,0.0,5.0,8.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-20-Valencia-Celta Vigo,laliga,home,Valencia,Celta Vigo,20.03.2016,0,2,2015-2016,48%,52%,14.0,13.0,4.0,6.0,9.0,7.0,1.0,0.0,15.0,15.0,4.0,5.0,1.0,2.0,4.0,4.0,14.0,14.0,0.0,0.0,1.0,0.0,40%,60%,7.0,5.0,2.0,2.0,5.0,3.0,0.0,0.0,10.0,7.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,10.0,0.0,0.0,57%,43%,7.0,8.0,2.0,4.0,4.0,4.0,1.0,0.0,5.0,8.0,3.0,1.0,0.0,1.0,2.0,2.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-03-20-Villarreal-Barcelona,laliga,home,Villarreal,Barcelona,20.03.2016,2,2,2015-2016,32%,68%,15.0,14.0,6.0,6.0,6.0,5.0,3.0,3.0,13.0,15.0,4.0,4.0,2.0,4.0,4.0,4.0,17.0,9.0,0.0,0.0,8.0,4.0,36%,64%,4.0,7.0,2.0,3.0,1.0,2.0,1.0,2.0,6.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,6.0,5.0,5.0,2.0,28%,72%,11.0,7.0,4.0,3.0,5.0,3.0,2.0,1.0,7.0,11.0,4.0,4.0,1.0,3.0,3.0,2.0,11.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-01-Rayo Vallecano-Getafe,laliga,home,Rayo Vallecano,Getafe,01.04.2016,2,0,2015-2016,54%,46%,16.0,14.0,7.0,3.0,5.0,5.0,4.0,6.0,12.0,14.0,9.0,6.0,4.0,2.0,3.0,5.0,10.0,10.0,1.0,0.0,4.0,5.0,62%,38%,9.0,3.0,4.0,2.0,3.0,1.0,2.0,0.0,7.0,8.0,5.0,2.0,2.0,1.0,2.0,3.0,6.0,6.0,1.0,3.0,45%,55%,7.0,11.0,3.0,1.0,2.0,4.0,2.0,6.0,5.0,6.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-02-Atl. Madrid-Betis,laliga,home,Atl. Madrid,Betis,02.04.2016,5,1,2015-2016,50%,50%,19.0,8.0,12.0,5.0,5.0,2.0,2.0,1.0,12.0,14.0,5.0,5.0,1.0,0.0,4.0,7.0,14.0,12.0,0.0,0.0,1.0,3.0,49%,51%,9.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,9.0,2.0,1.0,1.0,0.0,1.0,3.0,9.0,4.0,1.0,0.0,51%,49%,10.0,5.0,7.0,4.0,2.0,1.0,1.0,0.0,8.0,5.0,3.0,4.0,0.0,0.0,3.0,4.0,5.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-02-Barcelona-Real Madrid,laliga,home,Barcelona,Real Madrid,02.04.2016,1,2,2015-2016,68%,32%,14.0,14.0,3.0,6.0,7.0,4.0,4.0,4.0,18.0,19.0,4.0,3.0,3.0,3.0,4.0,2.0,17.0,15.0,0.0,1.0,3.0,4.0,58%,42%,6.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,10.0,13.0,0.0,1.0,2.0,2.0,1.0,1.0,12.0,8.0,2.0,2.0,81%,19%,8.0,9.0,2.0,5.0,3.0,1.0,3.0,3.0,8.0,6.0,4.0,2.0,1.0,1.0,3.0,1.0,5.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,6.0,0.0,0.0
laliga-2015-2016-2016-04-02-Celta Vigo-Dep. La Coruna,laliga,home,Celta Vigo,Dep. La Coruna,02.04.2016,1,1,2015-2016,61%,39%,9.0,7.0,2.0,3.0,5.0,3.0,2.0,1.0,8.0,19.0,11.0,0.0,4.0,0.0,2.0,1.0,15.0,8.0,0.0,1.0,4.0,4.0,55%,45%,3.0,5.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,9.0,5.0,0.0,1.0,0.0,1.0,1.0,8.0,3.0,2.0,0.0,67%,33%,6.0,2.0,0.0,1.0,4.0,1.0,2.0,0.0,5.0,10.0,6.0,0.0,3.0,0.0,1.0,0.0,7.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-02-Las Palmas-Valencia,laliga,home,Las Palmas,Valencia,02.04.2016,2,1,2015-2016,63%,37%,13.0,7.0,6.0,4.0,5.0,1.0,2.0,2.0,23.0,10.0,8.0,2.0,3.0,7.0,3.0,4.0,8.0,17.0,0.0,0.0,2.0,4.0,64%,36%,5.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,13.0,3.0,6.0,1.0,1.0,4.0,0.0,1.0,3.0,9.0,2.0,3.0,62%,38%,8.0,6.0,5.0,3.0,2.0,1.0,1.0,2.0,10.0,7.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-03-Ath Bilbao-Granada CF,laliga,home,Ath Bilbao,Granada CF,03.04.2016,1,1,2015-2016,54%,46%,8.0,9.0,1.0,2.0,5.0,4.0,2.0,3.0,12.0,16.0,13.0,1.0,6.0,3.0,1.0,0.0,16.0,14.0,0.0,0.0,2.0,5.0,55%,45%,5.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,5.0,6.0,4.0,0.0,2.0,2.0,0.0,0.0,7.0,6.0,1.0,3.0,53%,47%,3.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,7.0,10.0,9.0,1.0,4.0,1.0,1.0,0.0,9.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-03-Eibar-Villarreal,laliga,home,Eibar,Villarreal,03.04.2016,1,2,2015-2016,52%,48%,10.0,8.0,3.0,4.0,2.0,3.0,5.0,1.0,15.0,18.0,4.0,3.0,1.0,4.0,2.0,2.0,15.0,12.0,0.0,0.0,3.0,3.0,45%,55%,6.0,3.0,2.0,2.0,1.0,1.0,3.0,0.0,5.0,11.0,2.0,2.0,0.0,3.0,1.0,1.0,11.0,1.0,1.0,1.0,59%,41%,4.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,10.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-03-Malaga-Espanyol,laliga,home,Malaga,Espanyol,03.04.2016,1,1,2015-2016,64%,36%,11.0,5.0,5.0,1.0,4.0,4.0,2.0,0.0,19.0,15.0,5.0,1.0,2.0,7.0,0.0,4.0,14.0,15.0,0.0,0.0,2.0,4.0,66%,34%,4.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,9.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,9.0,1.0,1.0,62%,38%,7.0,3.0,4.0,0.0,1.0,3.0,2.0,0.0,10.0,9.0,3.0,0.0,0.0,6.0,0.0,4.0,10.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-03-Sevilla-Real Sociedad,laliga,home,Sevilla,Real Sociedad,03.04.2016,1,2,2015-2016,65%,35%,15.0,9.0,6.0,2.0,5.0,3.0,4.0,4.0,13.0,22.0,8.0,3.0,1.0,2.0,1.0,5.0,22.0,12.0,0.0,1.0,4.0,5.0,56%,44%,5.0,6.0,3.0,1.0,1.0,2.0,1.0,3.0,7.0,12.0,0.0,1.0,1.0,0.0,0.0,3.0,12.0,7.0,2.0,1.0,74%,26%,10.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,6.0,10.0,8.0,2.0,0.0,2.0,1.0,2.0,10.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-04-Levante-Gijon,laliga,home,Levante,Gijon,04.04.2016,0,0,2015-2016,54%,46%,16.0,11.0,4.0,1.0,8.0,4.0,4.0,6.0,16.0,19.0,4.0,6.0,2.0,3.0,1.0,4.0,17.0,12.0,1.0,0.0,6.0,4.0,55%,45%,7.0,7.0,2.0,1.0,4.0,3.0,1.0,3.0,10.0,11.0,3.0,3.0,1.0,2.0,1.0,2.0,10.0,7.0,2.0,1.0,53%,47%,9.0,4.0,2.0,0.0,4.0,1.0,3.0,3.0,6.0,8.0,1.0,3.0,1.0,1.0,0.0,2.0,7.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-08-Granada CF-Malaga,laliga,home,Granada CF,Malaga,08.04.2016,0,0,2015-2016,49%,51%,9.0,9.0,1.0,2.0,4.0,6.0,4.0,1.0,11.0,19.0,5.0,5.0,4.0,2.0,2.0,1.0,14.0,10.0,0.0,0.0,1.0,3.0,43%,57%,5.0,4.0,0.0,1.0,2.0,3.0,3.0,0.0,6.0,7.0,0.0,2.0,1.0,1.0,1.0,0.0,5.0,6.0,0.0,1.0,61%,39%,4.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,12.0,5.0,3.0,3.0,1.0,1.0,1.0,9.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-09-Betis-Levante,laliga,home,Betis,Levante,09.04.2016,1,0,2015-2016,52%,48%,7.0,12.0,2.0,3.0,3.0,6.0,2.0,3.0,19.0,15.0,4.0,3.0,2.0,2.0,3.0,1.0,13.0,18.0,0.0,0.0,4.0,3.0,53%,47%,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,11.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,5.0,9.0,1.0,0.0,51%,49%,5.0,9.0,1.0,2.0,2.0,4.0,2.0,3.0,8.0,9.0,1.0,1.0,1.0,0.0,2.0,0.0,8.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-09-Espanyol-Atl. Madrid,laliga,home,Espanyol,Atl. Madrid,09.04.2016,1,3,2015-2016,53%,47%,10.0,14.0,3.0,5.0,6.0,6.0,1.0,3.0,16.0,13.0,3.0,5.0,1.0,0.0,2.0,2.0,13.0,14.0,0.0,0.0,2.0,2.0,46%,54%,5.0,8.0,2.0,2.0,3.0,4.0,0.0,2.0,6.0,9.0,2.0,1.0,0.0,0.0,1.0,1.0,9.0,6.0,2.0,0.0,60%,40%,5.0,6.0,1.0,3.0,3.0,2.0,1.0,1.0,10.0,4.0,1.0,4.0,1.0,0.0,1.0,1.0,4.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-09-Real Madrid-Eibar,laliga,home,Real Madrid,Eibar,09.04.2016,4,0,2015-2016,61%,39%,13.0,9.0,6.0,2.0,6.0,6.0,1.0,1.0,10.0,9.0,6.0,7.0,3.0,3.0,2.0,2.0,9.0,13.0,0.0,0.0,1.0,3.0,64%,36%,7.0,3.0,5.0,1.0,2.0,2.0,0.0,0.0,4.0,7.0,3.0,3.0,1.0,0.0,1.0,1.0,6.0,7.0,0.0,1.0,58%,42%,6.0,6.0,1.0,1.0,4.0,4.0,1.0,1.0,6.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-09-Real Sociedad-Barcelona,laliga,home,Real Sociedad,Barcelona,09.04.2016,1,0,2015-2016,27%,73%,5.0,13.0,1.0,6.0,3.0,3.0,1.0,4.0,18.0,17.0,5.0,9.0,5.0,4.0,6.0,0.0,14.0,13.0,0.0,0.0,1.0,3.0,23%,77%,4.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,10.0,2.0,3.0,4.0,2.0,2.0,0.0,7.0,4.0,1.0,1.0,31%,69%,1.0,7.0,0.0,4.0,1.0,1.0,0.0,2.0,11.0,7.0,3.0,6.0,1.0,2.0,4.0,0.0,7.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laliga-2015-2016-2016-04-10-Ath Bilbao-Rayo Vallecano,laliga,home,Ath Bilbao,Rayo Vallecano,10.04.2016,1,0,2015-2016,44%,56%,14.0,12.0,7.0,4.0,6.0,5.0,1.0,3.0,20.0,9.0,0.0,5.0,2.0,7.0,4.0,6.0,8.0,14.0,0.0,0.0,1.0,3.0,49%,51%,8.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,9.0,4.0,0.0,3.0,2.0,2.0,2.0,5.0,2.0,8.0,1.0,2.0,39%,61%,6.0,8.0,2.0,2.0,4.0,4.0,0.0,2.0,11.0,5.0,0.0,2.0,0.0,5.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
