match,league,home/away,team,opponent,date,goals,opponent goals,season,Match Ball Possession,opponent Match Ball Possession,Match Goal Attempts,opponent Match Goal Attempts,Match Shots on Goal,opponent Match Shots on Goal,Match Shots off Goal,opponent Match Shots off Goal,Match Free Kicks,opponent Match Free Kicks,Match Corner Kicks,opponent Match Corner Kicks,Match Offsides,opponent Match Offsides,Match Goalkeeper Saves,opponent Match Goalkeeper Saves,Match Fouls,opponent Match Fouls,Match Yellow Cards,opponent Match Yellow Cards,1st half Ball Possession,opponent 1st half Ball Possession,1st half Goal Attempts,opponent 1st half Goal Attempts,1st half Shots on Goal,opponent 1st half Shots on Goal,1st half Shots off Goal,opponent 1st half Shots off Goal,1st half Free Kicks,opponent 1st half Free Kicks,1st half Corner Kicks,opponent 1st half Corner Kicks,1st half Offsides,opponent 1st half Offsides,1st half Goalkeeper Saves,opponent 1st half Goalkeeper Saves,1st half Fouls,opponent 1st half Fouls,1st half Yellow Cards,opponent 1st half Yellow Cards,2nd half Ball Possession,opponent 2nd half Ball Possession,2nd half Goal Attempts,opponent 2nd half Goal Attempts,2nd half Shots on Goal,opponent 2nd half Shots on Goal,2nd half Shots off Goal,opponent 2nd half Shots off Goal,2nd half Free Kicks,opponent 2nd half Free Kicks,2nd half Corner Kicks,opponent 2nd half Corner Kicks,2nd half Offsides,opponent 2nd half Offsides,2nd half Goalkeeper Saves,opponent 2nd half Goalkeeper Saves,2nd half Fouls,opponent 2nd half Fouls,2nd half Yellow Cards,opponent 2nd half Yellow Cards,Match Red Cards,opponent Match Red Cards,1st half Red Cards,opponent 1st half Red Cards,2nd half Red Cards,opponent 2nd half Red Cards,Match Blocked Shots,opponent Match Blocked Shots,1st half Blocked Shots,opponent 1st half Blocked Shots,2nd half Blocked Shots,opponent 2nd half Blocked Shots,Match Pass Success %,opponent Match Pass Success %,Match Total Passes,opponent Match Total Passes,Match Completed Passes,opponent Match Completed Passes,Match Tackles,opponent Match Tackles,2nd half Pass Success %,opponent 2nd half Pass Success %,2nd half Total Passes,opponent 2nd half Total Passes,2nd half Completed Passes,opponent 2nd half Completed Passes,2nd half Tackles,opponent 2nd half Tackles,Match Throw-in,opponent Match Throw-in,2nd half Throw-in,opponent 2nd half Throw-in
ligue-1-2016-2017-2016-08-26-Marseille-Lorient,ligue-1,home,Marseille,Lorient,26.08.2016,2,0,2016-2017,49%,51%,13.0,10.0,8.0,5.0,1.0,5.0,0.0,0.0,3.0,4.0,2.0,1.0,5.0,6.0,15.0,11.0,1.0,1.0,55%,45%,6.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,9.0,5.0,0.0,0.0,43%,57%,7.0,9.0,4.0,5.0,0.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-27-Caen-Bastia,ligue-1,home,Caen,Bastia,27.08.2016,2,0,2016-2017,52%,48%,17.0,5.0,4.0,1.0,11.0,3.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,2.0,15.0,20.0,1.0,5.0,49%,51%,7.0,2.0,1.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,55%,45%,10.0,3.0,3.0,1.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,9.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-27-Dijon-Lyon,ligue-1,home,Dijon,Lyon,27.08.2016,4,2,2016-2017,32%,68%,8.0,25.0,5.0,9.0,3.0,11.0,0.0,0.0,2.0,10.0,4.0,1.0,7.0,1.0,11.0,9.0,2.0,2.0,27%,73%,4.0,16.0,2.0,7.0,2.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,7.0,2.0,1.0,1.0,37%,63%,4.0,9.0,3.0,2.0,1.0,4.0,0.0,0.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-27-Metz-Angers,ligue-1,home,Metz,Angers,27.08.2016,2,0,2016-2017,43%,57%,7.0,23.0,2.0,7.0,2.0,13.0,0.0,0.0,5.0,9.0,1.0,0.0,7.0,0.0,9.0,11.0,2.0,2.0,52%,48%,5.0,8.0,1.0,2.0,2.0,5.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,6.0,6.0,1.0,1.0,32%,68%,2.0,15.0,1.0,5.0,0.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,5.0,0.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-27-Montpellier-Rennes,ligue-1,home,Montpellier,Rennes,27.08.2016,1,1,2016-2017,44%,56%,11.0,12.0,5.0,2.0,4.0,8.0,0.0,0.0,4.0,4.0,1.0,3.0,1.0,4.0,13.0,16.0,1.0,2.0,41%,59%,7.0,5.0,4.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,4.0,8.0,1.0,1.0,47%,53%,4.0,7.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-27-Nancy-Guingamp,ligue-1,home,Nancy,Guingamp,27.08.2016,0,2,2016-2017,61%,39%,19.0,14.0,3.0,6.0,10.0,6.0,0.0,0.0,5.0,3.0,3.0,2.0,4.0,3.0,9.0,10.0,2.0,1.0,57%,43%,9.0,6.0,0.0,3.0,6.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,3.0,0.0,4.0,4.0,1.0,1.0,65%,35%,10.0,8.0,3.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-27-Nice-Lille,ligue-1,home,Nice,Lille,27.08.2016,1,1,2016-2017,52%,48%,13.0,8.0,6.0,3.0,5.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,2.0,5.0,13.0,13.0,2.0,2.0,51%,49%,5.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,53%,47%,8.0,4.0,4.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-28-Bordeaux-Nantes,ligue-1,home,Bordeaux,Nantes,28.08.2016,1,0,2016-2017,45%,55%,9.0,16.0,7.0,6.0,1.0,6.0,0.0,0.0,4.0,8.0,1.0,3.0,6.0,6.0,16.0,16.0,2.0,1.0,52%,48%,8.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,5.0,8.0,7.0,1.0,0.0,38%,62%,1.0,11.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,2.0,5.0,1.0,8.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-28-Monaco-Paris SG,ligue-1,home,Monaco,Paris SG,28.08.2016,3,1,2016-2017,34%,66%,9.0,6.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,7.0,0.0,5.0,1.0,0.0,9.0,10.0,1.0,2.0,34%,66%,6.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0,8.0,1.0,2.0,34%,66%,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-08-28-St Etienne-Toulouse,ligue-1,home,St Etienne,Toulouse,28.08.2016,0,0,2016-2017,63%,37%,16.0,10.0,3.0,3.0,8.0,5.0,0.0,0.0,7.0,4.0,4.0,1.0,3.0,3.0,9.0,16.0,2.0,1.0,65%,35%,7.0,7.0,1.0,1.0,4.0,5.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,0.0,61%,39%,9.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,2.0,4.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-09-Paris SG-St Etienne,ligue-1,home,Paris SG,St Etienne,09.09.2016,1,1,2016-2017,61%,39%,15.0,5.0,4.0,2.0,6.0,2.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,3.0,11.0,13.0,2.0,4.0,64%,36%,3.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0,57%,44%,12.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,7.0,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-10-Angers-Dijon,ligue-1,home,Angers,Dijon,10.09.2016,3,1,2016-2017,41%,59%,13.0,7.0,7.0,2.0,2.0,2.0,0.0,0.0,6.0,1.0,1.0,2.0,1.0,4.0,13.0,9.0,3.0,4.0,41%,59%,7.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,8.0,5.0,2.0,2.0,41%,59%,6.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-10-Bastia-Toulouse,ligue-1,home,Bastia,Toulouse,10.09.2016,2,1,2016-2017,53%,47%,5.0,9.0,4.0,4.0,0.0,3.0,0.0,0.0,5.0,1.0,5.0,3.0,3.0,2.0,15.0,21.0,4.0,4.0,48%,52%,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,6.0,8.0,1.0,1.0,58%,42%,3.0,6.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,9.0,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-10-Guingamp-Montpellier,ligue-1,home,Guingamp,Montpellier,10.09.2016,1,1,2016-2017,51%,49%,12.0,5.0,4.0,2.0,7.0,3.0,0.0,0.0,7.0,3.0,9.0,3.0,1.0,3.0,14.0,14.0,1.0,1.0,55%,45%,8.0,2.0,3.0,1.0,4.0,1.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,2.0,3.0,8.0,0.0,1.0,47%,53%,4.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,1.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-10-Lille-Monaco,ligue-1,home,Lille,Monaco,10.09.2016,1,4,2016-2017,51%,49%,6.0,9.0,3.0,6.0,2.0,2.0,0.0,0.0,8.0,1.0,5.0,2.0,2.0,2.0,18.0,13.0,3.0,1.0,54%,46%,2.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,10.0,9.0,1.0,1.0,48%,52%,4.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,2.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-10-Lorient-Nancy,ligue-1,home,Lorient,Nancy,10.09.2016,0,2,2016-2017,66%,34%,9.0,7.0,2.0,3.0,5.0,2.0,0.0,0.0,8.0,3.0,1.0,1.0,1.0,2.0,11.0,21.0,0.0,5.0,71%,29%,4.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,10.0,0.0,2.0,61%,39%,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,2.0,6.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-10-Lyon-Bordeaux,ligue-1,home,Lyon,Bordeaux,10.09.2016,1,3,2016-2017,52%,48%,11.0,10.0,4.0,6.0,6.0,2.0,0.0,0.0,4.0,4.0,1.0,2.0,3.0,3.0,14.0,7.0,2.0,1.0,48%,52%,4.0,5.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,7.0,4.0,0.0,0.0,56%,44%,7.0,5.0,1.0,4.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-11-Nantes-Metz,ligue-1,home,Nantes,Metz,11.09.2016,0,3,2016-2017,61%,39%,13.0,10.0,3.0,4.0,6.0,3.0,0.0,0.0,8.0,3.0,3.0,1.0,1.0,3.0,8.0,19.0,1.0,4.0,65%,35%,5.0,6.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,11.0,0.0,2.0,57%,43%,8.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-11-Nice-Marseille,ligue-1,home,Nice,Marseille,11.09.2016,3,2,2016-2017,65%,35%,18.0,14.0,7.0,5.0,2.0,8.0,0.0,0.0,6.0,2.0,1.0,4.0,3.0,4.0,10.0,15.0,2.0,3.0,57%,43%,5.0,7.0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,5.0,9.0,0.0,1.0,73%,27%,13.0,7.0,4.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,5.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-11-Rennes-Caen,ligue-1,home,Rennes,Caen,11.09.2016,2,0,2016-2017,52%,48%,5.0,8.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,8.0,0.0,1.0,4.0,2.0,12.0,7.0,2.0,1.0,51%,49%,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,2.0,1.0,0.0,53%,47%,3.0,5.0,3.0,4.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-16-Caen-Paris SG,ligue-1,home,Caen,Paris SG,16.09.2016,0,6,2016-2017,37%,63%,13.0,21.0,1.0,7.0,8.0,11.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,9.0,10.0,1.0,1.0,28%,72%,3.0,11.0,0.0,5.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,46%,54%,10.0,10.0,1.0,2.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-17-Bordeaux-Angers,ligue-1,home,Bordeaux,Angers,17.09.2016,0,1,2016-2017,61%,39%,10.0,7.0,3.0,5.0,5.0,0.0,0.0,0.0,3.0,5.0,3.0,1.0,4.0,3.0,9.0,17.0,0.0,4.0,59%,41%,5.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,10.0,0.0,2.0,63%,37%,5.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-17-Dijon-Metz,ligue-1,home,Dijon,Metz,17.09.2016,0,0,2016-2017,59%,41%,16.0,7.0,6.0,3.0,7.0,4.0,0.0,0.0,8.0,3.0,3.0,1.0,3.0,6.0,15.0,18.0,4.0,5.0,53%,47%,5.0,7.0,1.0,3.0,2.0,4.0,0.0,0.0,5.0,3.0,1.0,1.0,3.0,1.0,8.0,9.0,2.0,2.0,65%,35%,11.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,7.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-17-Lorient-Lille,ligue-1,home,Lorient,Lille,17.09.2016,1,0,2016-2017,40%,60%,8.0,10.0,4.0,0.0,3.0,7.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,12.0,10.0,2.0,2.0,37%,63%,5.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,6.0,4.0,1.0,1.0,43%,57%,3.0,9.0,2.0,0.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-17-Monaco-Rennes,ligue-1,home,Monaco,Rennes,17.09.2016,3,0,2016-2017,51%,49%,17.0,5.0,7.0,3.0,7.0,2.0,0.0,0.0,3.0,4.0,0.0,3.0,3.0,4.0,13.0,10.0,1.0,1.0,51%,49%,9.0,2.0,3.0,1.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0,0.0,0.0,51%,49%,8.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-17-Nancy-Nantes,ligue-1,home,Nancy,Nantes,17.09.2016,1,1,2016-2017,46%,54%,9.0,15.0,2.0,6.0,5.0,8.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,9.0,18.0,0.0,0.0,44%,56%,5.0,7.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,6.0,10.0,0.0,0.0,48%,52%,4.0,8.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-17-Toulouse-Guingamp,ligue-1,home,Toulouse,Guingamp,17.09.2016,2,1,2016-2017,56%,44%,13.0,5.0,5.0,3.0,6.0,2.0,0.0,0.0,8.0,1.0,2.0,3.0,2.0,3.0,18.0,11.0,4.0,3.0,61%,39%,5.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,8.0,5.0,1.0,0.0,51%,49%,8.0,2.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,6.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-18-Marseille-Lyon,ligue-1,home,Marseille,Lyon,18.09.2016,0,0,2016-2017,49%,51%,13.0,14.0,2.0,3.0,8.0,5.0,0.0,0.0,6.0,1.0,3.0,5.0,3.0,2.0,15.0,12.0,3.0,2.0,42%,58%,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,8.0,5.0,1.0,0.0,56%,44%,10.0,9.0,2.0,2.0,7.0,5.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-18-Montpellier-Nice,ligue-1,home,Montpellier,Nice,18.09.2016,1,1,2016-2017,47%,53%,15.0,9.0,5.0,4.0,5.0,4.0,0.0,0.0,6.0,3.0,3.0,4.0,3.0,4.0,18.0,12.0,1.0,1.0,45%,55%,7.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,2.0,11.0,6.0,0.0,0.0,49%,51%,8.0,8.0,3.0,4.0,4.0,3.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,2.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ligue-1-2016-2017-2016-09-18-St Etienne-Bastia,ligue-1,home,St Etienne,Bastia,18.09.2016,1,0,2016-2017,57%,43%,14.0,9.0,6.0,3.0,6.0,5.0,0.0,0.0,4.0,4.0,3.0,2.0,3.0,5.0,18.0,11.0,2.0,4.0,65%,35%,8.0,5.0,1.0,2.0,6.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,8.0,5.0,0.0,2.0,49%,51%,6.0,4.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,10.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
