match,league,home/away,team,opponent,date,goals,opponent goals,season
bundesliga-2018-2019-2019-05-18-Hertha Berlin-Bayer Leverkusen,bundesliga,home,Hertha Berlin,Bayer Leverkusen,18.05.2019,1,5,2018-2019
